work_id	canonical_title	normalized_title	title_variants_json	cluster_status	notes
qb_lit_hymn_to_the_sun_79f3a26a	Hymn to the Sun	hymn to the sun	"{""Hymn to the Sun"":11}"	normalized_title_cluster	Answerline variants and clue-text title variants are clustered by normalized title.
qb_lit_moritat_d74bb7a5	Moritat	moritat	"{""Moritat"":12}"	normalized_title_cluster	Answerline variants and clue-text title variants are clustered by normalized title.
qb_lit_soul_0867322e	Soul	soul	"{""Soul"":12}"	normalized_title_cluster	Answerline variants and clue-text title variants are clustered by normalized title.
qb_lit_passing_f0374386	Passing	passing	"{""Passing"":7}"	normalized_title_cluster	Answerline variants and clue-text title variants are clustered by normalized title.
qb_lit_elegy_written_in_a_country_church_yard_7b8ea29c	Elegy Written in a Country Church Yard	elegy written in a country church yard	"{""Elegy Written in a Country Church Yard"":21}"	normalized_title_cluster	Answerline variants and clue-text title variants are clustered by normalized title.
qb_lit_done_with_the_compass_done_with_the_chart_c76360da	Done with the Compass – / Done with the Chart	done with the compass done with the chart	"{""Done with the Compass – / Done with the Chart"":13,""Done with the Compass - / Done with the Chart"":1,""Done with the Compass/ Done with the Chart"":1,""Done with the Compass– / Done with the Chart"":1}"	normalized_title_cluster	Answerline variants and clue-text title variants are clustered by normalized title.
qb_lit_scorekeeping_in_a_language_game_f6bd3973	Scorekeeping in a Language Game	scorekeeping in a language game	"{""Scorekeeping in a Language Game"":21,""Scorekeeping in a Language-Game"":1}"	normalized_title_cluster	Answerline variants and clue-text title variants are clustered by normalized title.
qb_lit_buddenbrooks_the_decline_of_a_family_72cc44e8	Buddenbrooks: The Decline of a Family	buddenbrooks the decline of a family	"{""Buddenbrooks: The Decline of a Family"":5,""Buddenbrooks, The Decline of a Family"":1}"	normalized_title_cluster	Answerline variants and clue-text title variants are clustered by normalized title.
qb_lit_big_brother_8a8a9323	Big Brother	big brother	"{""Big Brother"":12}"	normalized_title_cluster	Answerline variants and clue-text title variants are clustered by normalized title.
qb_lit_disgrace_and_life_a09e81cf	Disgrace and Life	disgrace and life	"{""Disgrace and Life"":16}"	normalized_title_cluster	Answerline variants and clue-text title variants are clustered by normalized title.
qb_lit_lady_windermeres_fan_and_the_importance_of_being_earnest_45bd05c8	Lady Windermere's Fan and The Importance of Being Earnest	lady windermeres fan and the importance of being earnest	"{""Lady Windermere's Fan and The Importance of Being Earnest"":12}"	normalized_title_cluster	Answerline variants and clue-text title variants are clustered by normalized title.
qb_lit_lysistrata_and_the_frogs_900e70d3	Lysistrata and The Frogs	lysistrata and the frogs	"{""Lysistrata and The Frogs"":18}"	normalized_title_cluster	Answerline variants and clue-text title variants are clustered by normalized title.
qb_lit_father_of_history_45530145	Father of History	father of history	"{""Father of History"":12}"	normalized_title_cluster	Answerline variants and clue-text title variants are clustered by normalized title.
qb_lit_johnny_9dc7226a	Johnny	johnny	"{""Johnny"":15}"	normalized_title_cluster	Answerline variants and clue-text title variants are clustered by normalized title.
qb_lit_dreamtigers_0f57fb7b	Dreamtigers	dreamtigers	"{""Dreamtigers"":8}"	normalized_title_cluster	Answerline variants and clue-text title variants are clustered by normalized title.
qb_lit_persimmons_a5cc945f	Persimmons	persimmons	"{""Persimmons"":7,""​Persimmons​”​ ​"":1}"	normalized_title_cluster	Answerline variants and clue-text title variants are clustered by normalized title.
qb_lit_narcissus_as_narcissus_84edfed1	Narcissus as Narcissus	narcissus as narcissus	"{""Narcissus as Narcissus"":21}"	normalized_title_cluster	Answerline variants and clue-text title variants are clustered by normalized title.
qb_lit_the_comforts_of_home_f5326d5b	The Comforts of Home	the comforts of home	"{""The Comforts of Home"":19}"	normalized_title_cluster	Answerline variants and clue-text title variants are clustered by normalized title.
qb_lit_joseph_anton_f83bff33	Joseph Anton	joseph anton	"{""Joseph Anton"":13}"	normalized_title_cluster	Answerline variants and clue-text title variants are clustered by normalized title.
qb_lit_freedom_is_slavery_e60d8afb	Freedom is Slavery	freedom is slavery	"{""Freedom is Slavery"":16,""FREEDOM IS SLAVERY"":2}"	normalized_title_cluster	Answerline variants and clue-text title variants are clustered by normalized title.
qb_lit_queer_c8645c4a	Queer	queer	"{""Queer"":11}"	normalized_title_cluster	Answerline variants and clue-text title variants are clustered by normalized title.
qb_lit_the_steppe_524ffb84	The Steppe	the steppe	"{""The Steppe"":12}"	normalized_title_cluster	Answerline variants and clue-text title variants are clustered by normalized title.
qb_lit_chronicle_of_a_death_foretold_and_one_hundred_years_of_solit_d1418a9b	Chronicle of a Death Foretold and One Hundred Years of Solitude	chronicle of a death foretold and one hundred years of solitude	"{""Chronicle of a Death Foretold and One Hundred Years of Solitude"":14}"	normalized_title_cluster	Answerline variants and clue-text title variants are clustered by normalized title.
qb_lit_creative_evolution_572808eb	Creative Evolution	creative evolution	"{""Creative Evolution"":12}"	normalized_title_cluster	Answerline variants and clue-text title variants are clustered by normalized title.
qb_lit_his_excellency_f7d766d1	His Excellency	his excellency	"{""His Excellency"":12}"	normalized_title_cluster	Answerline variants and clue-text title variants are clustered by normalized title.
qb_lit_medea_and_the_bacchae_a726fc22	Medea and The Bacchae	medea and the bacchae	"{""Medea and The Bacchae"":16}"	normalized_title_cluster	Answerline variants and clue-text title variants are clustered by normalized title.
qb_lit_roderick_hudson_bfccb87e	Roderick Hudson	roderick hudson	"{""Roderick Hudson"":11}"	normalized_title_cluster	Answerline variants and clue-text title variants are clustered by normalized title.
qb_lit_the_accident_38a25100	The Accident	the accident	"{""The Accident"":11}"	normalized_title_cluster	Answerline variants and clue-text title variants are clustered by normalized title.
qb_lit_loss_and_gain_2c37fbea	Loss and Gain	loss and gain	"{""Loss and Gain"":16}"	normalized_title_cluster	Answerline variants and clue-text title variants are clustered by normalized title.
qb_lit_freddie_freeloader_43f84a1b	Freddie Freeloader	freddie freeloader	"{""Freddie Freeloader"":11}"	normalized_title_cluster	Answerline variants and clue-text title variants are clustered by normalized title.
qb_lit_problems_d6d2076c	Problems	problems	"{""Problems"":10,""PROBLEMS"":1}"	normalized_title_cluster	Answerline variants and clue-text title variants are clustered by normalized title.
qb_lit_the_first_heavenly_adventure_of_mr_fba8dad3	The First Heavenly Adventure of Mr	the first heavenly adventure of mr	"{""The First Heavenly Adventure of Mr"":17}"	normalized_title_cluster	Answerline variants and clue-text title variants are clustered by normalized title.
qb_lit_whoroscope_7361b0e1	Whoroscope	whoroscope	"{""Whoroscope"":11}"	normalized_title_cluster	Answerline variants and clue-text title variants are clustered by normalized title.
qb_lit_the_nature_of_prejudice_fda922b0	The Nature of Prejudice	the nature of prejudice	"{""The Nature of Prejudice"":19}"	normalized_title_cluster	Answerline variants and clue-text title variants are clustered by normalized title.
qb_lit_the_science_of_the_concrete_1b351506	The Science of the Concrete	the science of the concrete	"{""The Science of the Concrete"":18,""The (*) Science of the Concrete"":1}"	normalized_title_cluster	Answerline variants and clue-text title variants are clustered by normalized title.
qb_lit_the_human_stain_and_portnoy_88daa5ae	The Human Stain and Portnoy	the human stain and portnoy	"{""The Human Stain and Portnoy"":12}"	normalized_title_cluster	Answerline variants and clue-text title variants are clustered by normalized title.
qb_lit_the_poverty_of_philosophy_5e85b2a3	The Poverty of Philosophy	the poverty of philosophy	"{""The Poverty of Philosophy"":11,""​The Poverty of Philosophy"":1}"	normalized_title_cluster	Answerline variants and clue-text title variants are clustered by normalized title.
qb_lit_the_encantadas_or_the_enchanted_isles_993b159c	The Encantadas, or The Enchanted Isles	the encantadas or the enchanted isles	"{""The Encantadas, or The Enchanted Isles"":8,""The Encantadas or The Enchanted Isles"":2}"	normalized_title_cluster	Answerline variants and clue-text title variants are clustered by normalized title.
qb_lit_trainspotting_be292e6e	Trainspotting	trainspotting	"{""Trainspotting"":7}"	normalized_title_cluster	Answerline variants and clue-text title variants are clustered by normalized title.
qb_lit_stone_e30bfd0c	Stone	stone	"{""Stone"":12}"	normalized_title_cluster	Answerline variants and clue-text title variants are clustered by normalized title.
qb_lit_der_kaukasische_kreidekreis_5784af94	Der Kaukasische Kreidekreis	der kaukasische kreidekreis	"{""Der Kaukasische Kreidekreis"":9}"	normalized_title_cluster	Answerline variants and clue-text title variants are clustered by normalized title.
qb_lit_extracting_the_stone_of_madness_8880c706	Extracting the Stone of Madness	extracting the stone of madness	"{""Extracting the Stone of Madness"":22}"	normalized_title_cluster	Answerline variants and clue-text title variants are clustered by normalized title.
qb_lit_must_we_mean_what_we_say_e162a755	Must We Mean What We Say	must we mean what we say	"{""Must We Mean What We Say"":6}"	normalized_title_cluster	Answerline variants and clue-text title variants are clustered by normalized title.
qb_lit_the_broom_of_the_system_59e21055	The Broom of the System	the broom of the system	"{""The Broom of the System"":6}"	normalized_title_cluster	Answerline variants and clue-text title variants are clustered by normalized title.
qb_lit_confession_7acc00d8	Confession	confession	"{""Confession"":11}"	normalized_title_cluster	Answerline variants and clue-text title variants are clustered by normalized title.
qb_lit_jurassic_park_d296d63a	Jurassic Park	jurassic park	"{""Jurassic Park"":12}"	normalized_title_cluster	Answerline variants and clue-text title variants are clustered by normalized title.
qb_lit_mind_and_society_22748c8a	Mind and Society	mind and society	"{""Mind and Society"":12}"	normalized_title_cluster	Answerline variants and clue-text title variants are clustered by normalized title.
qb_lit_the_menaechmi_2a4b9306	The Menaechmi	the menaechmi	"{""The Menaechmi"":7}"	normalized_title_cluster	Answerline variants and clue-text title variants are clustered by normalized title.
qb_lit_a_piece_of_steak_53751585	A Piece of Steak	a piece of steak	"{""A Piece of Steak"":18}"	normalized_title_cluster	Answerline variants and clue-text title variants are clustered by normalized title.
qb_lit_des_knaben_wunderhorn_373f0235	Des Knaben Wunderhorn	des knaben wunderhorn	"{""Des Knaben Wunderhorn"":8}"	normalized_title_cluster	Answerline variants and clue-text title variants are clustered by normalized title.
qb_lit_summa_theologiae_5c441ff5	Summa Theologiae	summa theologiae	"{""Summa Theologiae"":12}"	normalized_title_cluster	Answerline variants and clue-text title variants are clustered by normalized title.
qb_lit_stalking_the_billion_footed_beast_3d42c659	Stalking the Billion-Footed Beast	stalking the billion footed beast	"{""Stalking the Billion-Footed Beast"":20}"	normalized_title_cluster	Answerline variants and clue-text title variants are clustered by normalized title.
qb_lit_the_name_and_nature_of_poetry_7997f5f3	The Name and Nature of Poetry	the name and nature of poetry	"{""The Name and Nature of Poetry"":18}"	normalized_title_cluster	Answerline variants and clue-text title variants are clustered by normalized title.
qb_lit_up_hill_d0b8d8d1	Up-Hill	up hill	"{""Up-Hill"":16}"	normalized_title_cluster	Answerline variants and clue-text title variants are clustered by normalized title.
qb_lit_the_hunt_for_red_october_fe6dcbe3	The Hunt for Red October	the hunt for red october	"{""The Hunt for Red October"":3,""The Hunt For Red October"":2,""THE HUNT FOR RED OCTOBER"":1}"	normalized_title_cluster	Answerline variants and clue-text title variants are clustered by normalized title.
qb_lit_listen_2147a9e5	Listen	listen	"{""Listen"":13}"	normalized_title_cluster	Answerline variants and clue-text title variants are clustered by normalized title.
qb_lit_what_i_talk_about_when_i_talk_about_running_66e6b48f	What I Talk About When I Talk About Running	what i talk about when i talk about running	"{""What I Talk About When I Talk About Running"":19}"	normalized_title_cluster	Answerline variants and clue-text title variants are clustered by normalized title.
qb_lit_the_yellow_house_on_the_corner_d9284b42	The Yellow House on the Corner	the yellow house on the corner	"{""The Yellow House on the Corner"":15}"	normalized_title_cluster	Answerline variants and clue-text title variants are clustered by normalized title.
qb_lit_rowing_in_eden_8b1b6217	Rowing in Eden	rowing in eden	"{""Rowing in Eden"":15}"	normalized_title_cluster	Answerline variants and clue-text title variants are clustered by normalized title.
qb_lit_the_cid_925c76e3	The Cid	the cid	"{""The Cid"":7}"	normalized_title_cluster	Answerline variants and clue-text title variants are clustered by normalized title.
qb_lit_the_water_dancer_efbecbcc	The Water Dancer	the water dancer	"{""The Water Dancer"":24}"	normalized_title_cluster	Answerline variants and clue-text title variants are clustered by normalized title.
qb_lit_concerning_human_understanding_and_two_treatises_of_governme_dda9c545	Concerning Human Understanding and Two Treatises of Government	concerning human understanding and two treatises of government	"{""Concerning Human Understanding and Two Treatises of Government"":11}"	normalized_title_cluster	Answerline variants and clue-text title variants are clustered by normalized title.
qb_lit_the_representation_of_reality_in_western_literature_77b00a1d	The Representation of Reality in Western Literature	the representation of reality in western literature	"{""The Representation of Reality in Western Literature"":15}"	normalized_title_cluster	Answerline variants and clue-text title variants are clustered by normalized title.
qb_lit_holy_goof_e239901e	Holy Goof	holy goof	"{""Holy Goof"":8,""HOLY GOOF"":6}"	normalized_title_cluster	Answerline variants and clue-text title variants are clustered by normalized title.
qb_lit_diapsalmata_5ff6cb68	Diapsalmata	diapsalmata	"{""Diapsalmata"":11}"	normalized_title_cluster	Answerline variants and clue-text title variants are clustered by normalized title.
qb_lit_kindertotenlieder_89824207	Kindertotenlieder	kindertotenlieder	"{""Kindertotenlieder"":11}"	normalized_title_cluster	Answerline variants and clue-text title variants are clustered by normalized title.
qb_lit_sun_down_poem_f30f905b	Sun-Down Poem	sun down poem	"{""Sun-Down Poem"":26}"	normalized_title_cluster	Answerline variants and clue-text title variants are clustered by normalized title.
qb_lit_dance_dance_dance_590991d4	Dance Dance Dance	dance dance dance	"{""Dance Dance Dance"":5,""Dance, Dance, Dance"":1}"	normalized_title_cluster	Answerline variants and clue-text title variants are clustered by normalized title.
qb_lit_john_gabriel_borkman_542ae887	John Gabriel Borkman	john gabriel borkman	"{""John Gabriel Borkman"":6}"	normalized_title_cluster	Answerline variants and clue-text title variants are clustered by normalized title.
qb_lit_letters_bef21e9b	Letters	letters	"{""Letters"":10,""LETTERS"":2}"	normalized_title_cluster	Answerline variants and clue-text title variants are clustered by normalized title.
qb_lit_the_earth_378a6707	The Earth	the earth	"{""The Earth"":12}"	normalized_title_cluster	Answerline variants and clue-text title variants are clustered by normalized title.
qb_lit_the_neurotic_character_d92a1065	The Neurotic Character	the neurotic character	"{""The Neurotic Character"":12}"	normalized_title_cluster	Answerline variants and clue-text title variants are clustered by normalized title.
qb_lit_happy_birthday_d324d4eb	Happy Birthday	happy birthday	"{""Happy Birthday"":12}"	normalized_title_cluster	Answerline variants and clue-text title variants are clustered by normalized title.
qb_lit_the_history_and_present_state_of_electricity_1e2a8da5	The History and Present State of Electricity	the history and present state of electricity	"{""The History and Present State of Electricity"":20}"	normalized_title_cluster	Answerline variants and clue-text title variants are clustered by normalized title.
qb_lit_cleopatra_2051339b	Cleopatra	cleopatra	"{""Cleopatra"":7}"	normalized_title_cluster	Answerline variants and clue-text title variants are clustered by normalized title.
qb_lit_sleeping_beauty_bb8ba23d	Sleeping Beauty	sleeping beauty	"{""Sleeping Beauty"":12}"	normalized_title_cluster	Answerline variants and clue-text title variants are clustered by normalized title.
qb_lit_arithmetica_1668d737	Arithmetica	arithmetica	"{""Arithmetica"":12}"	normalized_title_cluster	Answerline variants and clue-text title variants are clustered by normalized title.
qb_lit_song_of_death_8d35645f	Song of Death	song of death	"{""Song of Death"":17}"	normalized_title_cluster	Answerline variants and clue-text title variants are clustered by normalized title.
qb_lit_magnalia_christi_americana_dfce0791	Magnalia Christi Americana	magnalia christi americana	"{""Magnalia Christi Americana"":13}"	normalized_title_cluster	Answerline variants and clue-text title variants are clustered by normalized title.
qb_lit_walden_or_life_in_the_woods_2c2a67da	Walden: or, Life in the Woods	walden or life in the woods	"{""Walden: or, Life in the Woods"":6,""Walden, or Life in the Woods"":1}"	normalized_title_cluster	Answerline variants and clue-text title variants are clustered by normalized title.
qb_lit_the_quintessence_of_ibsenism_4463e192	The Quintessence of Ibsenism	the quintessence of ibsenism	"{""The Quintessence of Ibsenism"":18}"	normalized_title_cluster	Answerline variants and clue-text title variants are clustered by normalized title.
qb_lit_sister_outsider_f4b33c73	Sister Outsider	sister outsider	"{""Sister Outsider"":12}"	normalized_title_cluster	Answerline variants and clue-text title variants are clustered by normalized title.
qb_lit_dorothea_brooke_734078bb	Dorothea Brooke	dorothea brooke	"{""Dorothea Brooke"":11}"	normalized_title_cluster	Answerline variants and clue-text title variants are clustered by normalized title.
qb_lit_love_after_love_8cb4ef7a	Love After Love	love after love	"{""Love After Love"":18,""Love after Love"":1}"	normalized_title_cluster	Answerline variants and clue-text title variants are clustered by normalized title.
qb_lit_passion_eabc12ab	Passion	passion	"{""Passion"":11}"	normalized_title_cluster	Answerline variants and clue-text title variants are clustered by normalized title.
qb_lit_the_pacific_journal_of_adam_ewing_7b49ecbc	The Pacific Journal of Adam Ewing	the pacific journal of adam ewing	"{""The Pacific Journal of Adam Ewing"":31}"	normalized_title_cluster	Answerline variants and clue-text title variants are clustered by normalized title.
qb_lit_the_young_person_abb97898	The Young Person	the young person	"{""The Young Person"":13}"	normalized_title_cluster	Answerline variants and clue-text title variants are clustered by normalized title.
qb_lit_mickey_1aa25ead	Mickey	mickey	"{""Mickey"":10}"	normalized_title_cluster	Answerline variants and clue-text title variants are clustered by normalized title.
qb_lit_the_horror_of_incest_b9e2b712	The Horror of Incest	the horror of incest	"{""The Horror of Incest"":13}"	normalized_title_cluster	Answerline variants and clue-text title variants are clustered by normalized title.
qb_lit_el_se_1674436f	El Se	el se	"{""El Se"":11}"	normalized_title_cluster	Answerline variants and clue-text title variants are clustered by normalized title.
qb_lit_the_blacks_and_the_maids_ec2e517d	The Blacks and The Maids	the blacks and the maids	"{""The Blacks and The Maids"":14}"	normalized_title_cluster	Answerline variants and clue-text title variants are clustered by normalized title.
qb_lit_hermann_and_dorothea_e378f965	Hermann and Dorothea	hermann and dorothea	"{""Hermann and Dorothea"":16}"	normalized_title_cluster	Answerline variants and clue-text title variants are clustered by normalized title.
qb_lit_the_advancement_of_learning_05fed5a3	The Advancement of Learning	the advancement of learning	"{""The Advancement of Learning"":11}"	normalized_title_cluster	Answerline variants and clue-text title variants are clustered by normalized title.
qb_lit_the_alienist_3ad59753	The Alienist	the alienist	"{""The Alienist"":8}"	normalized_title_cluster	Answerline variants and clue-text title variants are clustered by normalized title.
qb_lit_lyric_year_ce4b28a7	Lyric Year	lyric year	"{""Lyric Year"":13}"	normalized_title_cluster	Answerline variants and clue-text title variants are clustered by normalized title.
qb_lit_mind_d42c0112	Mind	mind	"{""Mind"":11}"	normalized_title_cluster	Answerline variants and clue-text title variants are clustered by normalized title.
qb_lit_doctor_faustus_and_the_jew_of_malta_daed29f0	Doctor Faustus and The Jew of Malta	doctor faustus and the jew of malta	"{""Doctor Faustus and The Jew of Malta"":12}"	normalized_title_cluster	Answerline variants and clue-text title variants are clustered by normalized title.
qb_lit_autumn_91fb6427	Autumn	autumn	"{""Autumn"":12}"	normalized_title_cluster	Answerline variants and clue-text title variants are clustered by normalized title.
qb_lit_the_canon_of_medicine_673be4d9	The Canon of Medicine	the canon of medicine	"{""The Canon of Medicine"":12}"	normalized_title_cluster	Answerline variants and clue-text title variants are clustered by normalized title.
qb_lit_the_liberator_4899a8f1	The Liberator	the liberator	"{""The Liberator"":9,""the Liberator"":3}"	normalized_title_cluster	Answerline variants and clue-text title variants are clustered by normalized title.
qb_lit_the_rules_of_sociological_method_4a05eee8	The Rules of Sociological Method	the rules of sociological method	"{""The Rules of Sociological Method"":12}"	normalized_title_cluster	Answerline variants and clue-text title variants are clustered by normalized title.
qb_lit_liber_abaci_7fb9a878	Liber Abaci	liber abaci	"{""Liber Abaci"":13}"	normalized_title_cluster	Answerline variants and clue-text title variants are clustered by normalized title.
qb_lit_lament_for_a_bullfighter_2a0a2ed1	Lament for a Bullfighter	lament for a bullfighter	"{""Lament for a Bullfighter"":7}"	normalized_title_cluster	Answerline variants and clue-text title variants are clustered by normalized title.
qb_lit_negative_dialectics_59636a9e	Negative Dialectics	negative dialectics	"{""Negative Dialectics"":11}"	normalized_title_cluster	Answerline variants and clue-text title variants are clustered by normalized title.
qb_lit_dream_fugue_b3fcf63d	Dream-Fugue	dream fugue	"{""Dream-Fugue"":6,""Dream Fugue"":4}"	normalized_title_cluster	Answerline variants and clue-text title variants are clustered by normalized title.
qb_lit_tomorrow_2dac81d6	Tomorrow	tomorrow	"{""Tomorrow"":10}"	normalized_title_cluster	Answerline variants and clue-text title variants are clustered by normalized title.
qb_lit_heroic_770bfa4a	Heroic	heroic	"{""Heroic"":11}"	normalized_title_cluster	Answerline variants and clue-text title variants are clustered by normalized title.
qb_lit_the_prairie_10727116	The Prairie	the prairie	"{""The Prairie"":8}"	normalized_title_cluster	Answerline variants and clue-text title variants are clustered by normalized title.
qb_lit_c_g_c_54df7e75	C, G, C	c g c	"{""C, G, C"":9,""C-G-C"":3}"	normalized_title_cluster	Answerline variants and clue-text title variants are clustered by normalized title.
qb_lit_mystery_bouffe_b7c8ddd6	Mystery-Bouffe	mystery bouffe	"{""Mystery-Bouffe"":17}"	normalized_title_cluster	Answerline variants and clue-text title variants are clustered by normalized title.
qb_lit_histories_and_the_annals_280b0135	Histories and the Annals	histories and the annals	"{""Histories and the Annals"":16}"	normalized_title_cluster	Answerline variants and clue-text title variants are clustered by normalized title.
qb_lit_sculpting_in_time_862291c3	Sculpting in Time	sculpting in time	"{""Sculpting in Time"":15}"	normalized_title_cluster	Answerline variants and clue-text title variants are clustered by normalized title.
qb_lit_the_ambiguities_74bce39d	The Ambiguities	the ambiguities	"{""The Ambiguities"":11}"	normalized_title_cluster	Answerline variants and clue-text title variants are clustered by normalized title.
qb_lit_the_bridge_of_san_luis_rey_and_our_town_64a0f676	The Bridge of San Luis Rey and Our Town	the bridge of san luis rey and our town	"{""The Bridge of San Luis Rey and Our Town"":11}"	normalized_title_cluster	Answerline variants and clue-text title variants are clustered by normalized title.
qb_lit_the_spell_of_plato_35a12042	The Spell of Plato	the spell of plato	"{""The Spell of Plato"":9,""The (*) Spell of Plato"":2}"	normalized_title_cluster	Answerline variants and clue-text title variants are clustered by normalized title.
qb_lit_will_37d41699	Will	will	"{""Will"":11}"	normalized_title_cluster	Answerline variants and clue-text title variants are clustered by normalized title.
qb_lit_airs_of_the_states_90d7bc5e	Airs of the States	airs of the states	"{""Airs of the States"":19}"	normalized_title_cluster	Answerline variants and clue-text title variants are clustered by normalized title.
qb_lit_the_sentiment_of_rationality_8a9bd33c	The Sentiment of Rationality	the sentiment of rationality	"{""The Sentiment of Rationality"":16}"	normalized_title_cluster	Answerline variants and clue-text title variants are clustered by normalized title.
qb_lit_repetition_f6414eea	Repetition	repetition	"{""Repetition"":7}"	normalized_title_cluster	Answerline variants and clue-text title variants are clustered by normalized title.
qb_lit_of_morals_85adf526	Of Morals	of morals	"{""Of Morals"":9,""of Morals"":1}"	normalized_title_cluster	Answerline variants and clue-text title variants are clustered by normalized title.
qb_lit_into_my_own_1cca600c	Into My Own	into my own	"{""Into My Own"":16}"	normalized_title_cluster	Answerline variants and clue-text title variants are clustered by normalized title.
qb_lit_nw_and_white_teeth_53498609	NW and White Teeth	nw and white teeth	"{""NW and White Teeth"":16}"	normalized_title_cluster	Answerline variants and clue-text title variants are clustered by normalized title.
qb_lit_sanguo_yanyi_62979b93	Sānguó Yǎnyì	sanguo yanyi	"{""Sanguo yanyi"":3,""Sānguó Yǎnyì"":3,""Sanguo Yanyi"":2}"	normalized_title_cluster	Answerline variants and clue-text title variants are clustered by normalized title.
qb_lit_vildanden_974c995f	Vildanden	vildanden	"{""Vildanden"":4,""​Vildanden​"":3,""​Vildanden"":1}"	normalized_title_cluster	Answerline variants and clue-text title variants are clustered by normalized title.
qb_lit_dance_of_the_blessed_spirits_cf820c7b	Dance of the Blessed Spirits	dance of the blessed spirits	"{""Dance of the Blessed Spirits"":11}"	normalized_title_cluster	Answerline variants and clue-text title variants are clustered by normalized title.
qb_lit_gender_trouble_65f7b594	Gender Trouble	gender trouble	"{""Gender Trouble"":11}"	normalized_title_cluster	Answerline variants and clue-text title variants are clustered by normalized title.
qb_lit_memoirs_ffe69cf9	Memoirs	memoirs	"{""Memoirs"":11}"	normalized_title_cluster	Answerline variants and clue-text title variants are clustered by normalized title.
qb_lit_la_celestina_94ffdf1f	La Celestina	la celestina	"{""La Celestina"":7}"	normalized_title_cluster	Answerline variants and clue-text title variants are clustered by normalized title.
qb_lit_never_come_morning_acd34f7f	Never Come Morning	never come morning	"{""Never Come Morning"":15}"	normalized_title_cluster	Answerline variants and clue-text title variants are clustered by normalized title.
qb_lit_obasan_7c36a3d4	Obasan	obasan	"{""Obasan"":6}"	normalized_title_cluster	Answerline variants and clue-text title variants are clustered by normalized title.
qb_lit_our_lady_of_walsingham_49bcc40f	Our Lady of Walsingham	our lady of walsingham	"{""Our Lady of Walsingham"":12}"	normalized_title_cluster	Answerline variants and clue-text title variants are clustered by normalized title.
qb_lit_the_national_system_of_political_economy_14a319a0	The National System of Political Economy	the national system of political economy	"{""The National System of Political Economy"":17}"	normalized_title_cluster	Answerline variants and clue-text title variants are clustered by normalized title.
qb_lit_without_hope_3c5f0e98	Without Hope	without hope	"{""Without Hope"":12}"	normalized_title_cluster	Answerline variants and clue-text title variants are clustered by normalized title.
qb_lit_before_51de2b83	before	before	"{""before"":8,""Before"":4}"	normalized_title_cluster	Answerline variants and clue-text title variants are clustered by normalized title.
qb_lit_eli_the_fanatic_c2b7f052	Eli, the Fanatic	eli the fanatic	"{""Eli, the Fanatic"":20,""Eli the Fanatic"":5}"	normalized_title_cluster	Answerline variants and clue-text title variants are clustered by normalized title.
qb_lit_way_ed36cbf2	Way	way	"{""Way"":13}"	normalized_title_cluster	Answerline variants and clue-text title variants are clustered by normalized title.
qb_lit_the_norman_conquests_9a7b066d	The Norman Conquests	the norman conquests	"{""The Norman Conquests"":20}"	normalized_title_cluster	Answerline variants and clue-text title variants are clustered by normalized title.
qb_lit_lettres_persanes_0f805b2d	Lettres persanes	lettres persanes	"{""Lettres persanes"":6}"	normalized_title_cluster	Answerline variants and clue-text title variants are clustered by normalized title.
qb_lit_the_dark_man_5c6887b1	The Dark Man	the dark man	"{""The Dark Man"":15}"	normalized_title_cluster	Answerline variants and clue-text title variants are clustered by normalized title.
qb_lit_the_lady_f48aeaaa	The Lady	the lady	"{""The Lady"":11,""the Lady"":2}"	normalized_title_cluster	Answerline variants and clue-text title variants are clustered by normalized title.
qb_lit_eye_79df4b17	EYE	eye	"{""EYE"":8,""Eye"":3}"	normalized_title_cluster	Answerline variants and clue-text title variants are clustered by normalized title.
qb_lit_the_battler_5d9b8e11	The Battler	the battler	"{""The Battler"":11}"	normalized_title_cluster	Answerline variants and clue-text title variants are clustered by normalized title.
qb_lit_the_explorers_762ac889	The Explorers	the explorers	"{""The Explorers"":11}"	normalized_title_cluster	Answerline variants and clue-text title variants are clustered by normalized title.
qb_lit_valerie_and_theofraste_42804dbc	Valerie and Theofraste	valerie and theofraste	"{""Valerie and Theofraste"":15}"	normalized_title_cluster	Answerline variants and clue-text title variants are clustered by normalized title.
qb_lit_religion_as_a_cultural_system_7edfb76a	Religion as a Cultural System	religion as a cultural system	"{""Religion as a Cultural System"":18}"	normalized_title_cluster	Answerline variants and clue-text title variants are clustered by normalized title.
qb_lit_erdody_c46b1c73	Erdody	erdody	"{""Erdody"":13}"	normalized_title_cluster	Answerline variants and clue-text title variants are clustered by normalized title.
qb_lit_autumn_song_be7311e5	Autumn Song	autumn song	"{""Autumn Song"":13}"	normalized_title_cluster	Answerline variants and clue-text title variants are clustered by normalized title.
qb_lit_disgrace_and_waiting_for_the_barbarians_35cda61f	Disgrace and Waiting for the Barbarians	disgrace and waiting for the barbarians	"{""Disgrace and Waiting for the Barbarians"":23}"	normalized_title_cluster	Answerline variants and clue-text title variants are clustered by normalized title.
qb_lit_penrod_fd86d525	Penrod	penrod	"{""Penrod"":8}"	normalized_title_cluster	Answerline variants and clue-text title variants are clustered by normalized title.
qb_lit_three_places_in_new_england_34e99ec9	Three Places in New England	three places in new england	"{""Three Places in New England"":8}"	normalized_title_cluster	Answerline variants and clue-text title variants are clustered by normalized title.
