candidate_id	canonical_title	rejection_reason	base_rejection_reason	total_question_count	answerline_question_count	clue_mention_question_count	distinct_set_count	source_counts_json	form_counts_json	answerline_form_counts_json	track_counts_json	literary_signal_count	non_literary_signal_count	adjudication_decision	adjudication_reason	example_snippet
qb_lit_bill_c692d6a1	Bill	rejected_visual_art_or_common_name_not_work	needs_review_common_or_short_title	21	0	21	14	"{""quoted_lit_context"":21}"	"{""novel"":7,""ode"":2,""poem"":3,""unknown"":2,""work"":7}"	{}	"{""geography"":1,""other_academic"":13,""pop_culture"":1}"	28	14	reject	visual_art_or_common_name_not_work	"p. Besides The Boat Ride from Sorrento, his most famous work features the word ""BILL,"" cut off, in the upper left, as well as the word ""ART"" on the right, against a dark blue backdrop with bars of light, along with a sym"
qb_lit_the_magic_mountain_and_death_in_venice_7a8ee737	The Magic Mountain and Death in Venice	rejected_combined_title_author_prompt	needs_review_possible_combined_title	20	0	20	13	"{""author_verb_title"":20}"	"{""novel"":6,""unknown"":14}"	{}	"{""literature"":12,""other_academic"":2}"	5	0	reject	combined_title_author_prompt	ted to a Polish boy in the titular city. For 10 points, identify this author of The Magic Mountain and Death in Venice.
qb_lit_confessions_and_city_of_god_bb01a816	Confessions and City of God	rejected_non_literary_context	rejected_non_literary_context	19	0	19	14	"{""author_verb_title"":8,""clue_derived_seed_clue_mention"":19}"	"{""clue_derived_seed"":19,""unknown"":8}"	{}	"{""other_academic"":9,""religion"":10}"	0	2	""	""	Bonus 2: This student of Ambrose wrote Confessions and City of God.
qb_lit_phenomenology_of_spirit_243d946d	Phenomenology of Spirit	rejected_non_literary_context	rejected_non_literary_context	18	0	18	15	"{""author_verb_title"":18}"	"{""book"":2,""lyric"":2,""story"":1,""unknown"":11,""work"":2}"	{}	"{""other_academic"":3,""philosophy"":12}"	1	3	""	""	nts each, answer these questions about philosophical works. [10] This man wrote Phenomenology of Spirit, in which he employs his characteristic dialectic to demonstrate the development of consciousness.
qb_lit_imitation_foreign_devil_cfe713c6	Imitation Foreign Devil	rejected_non_literary_context	rejected_non_literary_context	18	0	18	13	"{""clue_derived_seed_clue_mention"":18,""quoted_lit_context"":10}"	"{""clue_derived_seed"":18,""short_story"":1,""story"":8,""unknown"":1}"	{}	"{""geography"":4,""other_academic"":14,""pop_culture"":1}"	53	0	""	""	ed by “I”, “you”, “he”, and “she,” and another concerns a man who dislikes the “Imitation Foreign Devil” and is executed for robbing his neighbor. In addition to Soul Mountain and The True Story of Ah Q, one work written
qb_lit_ocomogosiay_8476859d	OCOMOGOSIAY	rejected_quotation_fragment_not_work	needs_review_common_or_short_title	20	0	20	14	"{""quoted_lit_context"":20}"	"{""play"":19,""unknown"":1}"	{}	"{""literature"":10,""other_academic"":5}"	46	0	reject	quotation_fragment_not_work	unkenly imagines stabbing people with a flaming spear while another shouts (*) “OCOMOGOSIAY!” The protagonist debates whether to accept an offer from Karl Lindner in a play by this author in which George Murchison and Jo
qb_lit_african_5aeb8018	African	rejected_adjective_or_title_fragment	needs_review_common_or_short_title	24	0	24	14	"{""author_verb_title"":1,""quoted_lit_context"":23}"	"{""book"":1,""essay"":1,""myth"":1,""novel"":7,""play"":9,""story"":1,""trilogy"":3,""work"":1}"	{}	"{""fine_arts"":4,""history"":1,""literature"":3,""other_academic"":8}"	38	0	reject	adjective_or_title_fragment	during a U2 concert. An Alain Mabankcou (“mah-ban-KOO”) novel is titled for an “African” one of these people. In a book titled for one of these people, the protagonist confesses to his lawyer Harold Carnes that he murder
qb_lit_the_slave_479f5558	The Slave	rejected_character_nickname_not_work	needs_review_possible_character_or_person	19	0	19	13	"{""author_verb_title"":1,""quoted_lit_context"":18}"	"{""epic"":1,""novel"":15,""trilogy"":1,""work"":2}"	{}	"{""literature"":9,""other_academic"":5,""pop_culture"":1}"	36	6	reject	character_nickname_not_work	the Leoncio Prado Military Academy and narrated partly by Jaguar and Boa, sees “the Slave”, Ricardo Arana, shot after informing on “the Circle”, much to the dismay of “the Poet” Alberto.
qb_lit_aubade_with_burning_city_37504de8	Aubade with Burning City	rejected_non_literary_context	rejected_non_literary_context	21	0	21	16	"{""clue_derived_seed_clue_mention"":21,""quoted_lit_context"":13}"	"{""clue_derived_seed"":21,""lyric"":2,""novel"":3,""poem"":8}"	{}	"{""geography"":4,""history"":4,""other_academic"":21}"	65	1	""	""	dress.” For 10 points each: [H] Name this ethnicity of the author of the poem “Aubade with Burning City.” Another author of this ethnicity wrote about a “man of two minds” in the novel The Sympathizer.
qb_lit_the_order_of_things_7ea7b865	The Order of Things	rejected_non_literary_context	rejected_non_literary_context	18	0	18	15	"{""author_verb_title"":8,""typed_title"":10}"	"{""book"":8,""ode"":2,""story"":2,""work"":6}"	{}	"{""other_academic"":8,""philosophy"":7}"	0	7	""	""	l for society and its prisons. For 10 points, name this postmodernist author of The Order of Things, The History of Sexuality and Discipline and Punish.
qb_lit_jewishness_in_music_ba733fde	Jewishness in Music	rejected_non_literary_context	rejected_non_literary_context	11	2	9	7	"{""quoted_lit_context"":9,""raw_answerline_work_prompt"":2}"	"{""essay"":7,""play"":1,""story"":1,""work"":2}"	"{""essay"":2}"	"{""fine_arts"":5,""other_academic"":3}"	15	9	""	""	15. This essay was published under the pseudonym “K. Freigedank” (kah FRY-geh-dahnk), which means “K. Free-thought.” For 10 points each: [10] Name this essay, published in a magazine founded by Robert Schumann, which end
qb_lit_tartuffe_and_the_misanthrope_6066a823	Tartuffe and The Misanthrope	rejected_combined_title_author_prompt	accepted_likely_work	17	0	17	15	"{""author_verb_title"":5,""clue_derived_seed_clue_mention"":17}"	"{""clue_derived_seed"":17,""drama"":2,""play"":3}"	{}	"{""literature"":9,""other_academic"":8,""pop_culture"":1}"	20	0	reject	combined_title_author_prompt	Ladies would have played Mascarille in the first few productions. He also wrote Tartuffe and The Misanthrope.
qb_lit_the_brothers_karamazov_and_crime_and_punishment_effd930c	The Brothers Karamazov and Crime and Punishment	rejected_combined_title_author_prompt	needs_review_possible_combined_title	23	0	23	12	"{""author_verb_title"":23}"	"{""novel"":4,""unknown"":19}"	{}	"{""literature"":11,""other_academic"":4}"	8	0	reject	combined_title_author_prompt	the murderer Raskolnikov. Author of The Idiot, identify this Russian writer of The Brothers Karamazov and Crime and Punishment.
qb_lit_raindrop_e545b10d	Raindrop	rejected_non_literary_context	rejected_non_literary_context	20	0	20	14	"{""quoted_lit_context"":20}"	"{""book"":1,""collection"":3,""play"":2,""poem"":1,""unknown"":4,""work"":9}"	{}	"{""fine_arts"":5,""other_academic"":8}"	2	15	""	""	6. Two of this composer's preludes bear the nicknames “Devil's Trill” and “Raindrop.” This composer wrote a piece in C minor after a rebellion in his country; that work is the “Revolutionary” Etude. This composer of Fan
qb_lit_sister_carrie_and_an_american_tragedy_66c1bba1	Sister Carrie and An American Tragedy	rejected_combined_title_author_prompt	needs_review_possible_combined_title	18	0	18	16	"{""author_verb_title"":18}"	"{""novel"":4,""tragedy"":14}"	{}	"{""literature"":12,""other_academic"":6}"	20	0	reject	combined_title_author_prompt	n in a lake. The creator of Clyde Griffiths, for 10 points, name this author of Sister Carrie and An American Tragedy.
qb_lit_messiah_006934b9	Messiah	rejected_non_literary_context	rejected_non_literary_context	19	0	19	14	"{""author_verb_title"":9,""quoted_lit_context"":10}"	"{""book"":5,""novel"":1,""poem"":1,""unknown"":7,""work"":5}"	{}	"{""fine_arts"":4,""geography"":1,""history"":1,""literature"":1,""other_academic"":3,""religion"":5}"	4	6	""	""	"T10. Oliver Goldsmith publishes his poem ""The Deserted Village."" Handel's ""Messiah"" is first performed in New York. James Cook discovers Botany Bay, Australia. Gains-borough paints ""The Blue Boy."" William Wordworth i"
qb_lit_the_chains_of_slavery_20c029e2	The Chains of Slavery	rejected_non_literary_context	rejected_non_literary_context	17	0	17	13	"{""author_verb_title"":2,""clue_derived_seed_clue_mention"":17,""quoted_lit_context"":1}"	"{""clue_derived_seed"":17,""unknown"":2,""work"":1}"	{}	"{""fine_arts"":1,""history"":13,""other_academic"":2}"	16	2	""	""	l work “Essay on the Human Soul” in 1771, while his political writings include “The Chains of Slavery,” to British citizens, and a 1780 “Plan for Criminal Legislation.” As late as 1789 he gave a moderate endorsement of t
qb_lit_sundiata_keita_7392e249	Sundiata Keita	rejected_person_not_work	accepted_likely_work	9	4	5	6	"{""raw_answerline_seed_clue_mention"":5,""raw_answerline_work_prompt"":4}"	"{""answerline_seed"":5,""epic"":4}"	"{""epic"":4}"	"{""history"":4,""other_academic"":3}"	16	0	reject	person_not_work	10. The protagonist of this work wins a game of wori against a king because he knows that the day before, an evil queen mother had sent the king some gold. A hunter in this work defeats a buffalo who had been ravaging a
qb_lit_guns_68adca98	Guns	rejected_social_science_title_fragment	needs_review_common_or_short_title	21	0	21	14	"{""author_verb_title"":14,""quoted_lit_context"":1,""typed_title"":6}"	"{""book"":6,""ode"":1,""unknown"":11,""work"":3}"	{}	"{""other_academic"":12,""pop_culture"":2}"	0	0	reject	social_science_title_fragment	Europe’s colonial dominance. For 10 points, name this geographer and author of Guns, Germs, and Steel.
qb_lit_dedication_773a44d3	Dedication	rejected_section_title_not_standalone_work	needs_review_section_or_subwork_title	18	0	18	14	"{""quoted_lit_context"":18}"	"{""collection"":1,""poem"":11,""unknown"":1,""work"":5}"	{}	"{""literature"":5,""other_academic"":8}"	25	0	reject	section_title_not_standalone_work	s works is divided into sections titled “Invocation,” “Strophe,” “Chorus,” and “Dedication.” In addition to writing the poetic sequence “Pictures for Crusoe,” which along with “Glory of Kings,” is part of this poet’s Elo
qb_lit_the_discovery_of_heaven_d099a555	The Discovery of Heaven	rejected_non_literary_context	rejected_non_literary_context	19	0	19	12	"{""author_verb_title"":3,""clue_derived_seed_clue_mention"":19,""typed_title"":4}"	"{""clue_derived_seed"":19,""novel"":7}"	{}	"{""geography"":5,""other_academic"":14}"	44	0	""	""	en. This country, whose recent writers include Cees Nooteboom and the author of The Discovery of Heaven, Harry Mulisch, also produced a novel whose title character’s story is narrated by Stern and the coffee merchant Bat
qb_lit_treasure_66435385	Treasure	rejected_mythic_object_not_work	needs_review_common_or_short_title	11	2	9	7	"{""quoted_lit_context"":9,""raw_answerline_work_prompt"":2}"	"{""anthology"":1,""book"":4,""myth"":1,""novel"":3,""work"":2}"	"{""novel"":2}"	"{""other_academic"":7,""pop_culture"":2}"	10	0	reject	mythic_object_not_work	The Seven Lucky Gods, or Shichi Fukujin of Shinto, own one of these named for “Treasure.” The snake Vasuki attached Vishnu’s avatar Matsya to one. Norse myth features one owned by Hrym which is made of dead people’s nai
qb_lit_dubliners_and_ulysses_ff632480	Dubliners and Ulysses	rejected_combined_title_author_prompt	accepted_likely_work	16	0	16	13	"{""author_verb_title"":10,""clue_derived_seed_clue_mention"":16}"	"{""clue_derived_seed"":16,""novel"":2,""short_story"":2,""unknown"":6}"	{}	"{""literature"":13,""other_academic"":7}"	25	0	reject	combined_title_author_prompt	Portrait of an Artist as a Young Man. For 10 points, name this Irish author of Dubliners and Ulysses.
qb_lit_a_mighty_fortress_is_our_god_8d4ab239	A Mighty Fortress Is Our God	rejected_non_literary_context	rejected_non_literary_context	20	0	20	14	"{""quoted_lit_context"":20}"	"{""book"":2,""poem"":5,""unknown"":6,""work"":7}"	{}	"{""fine_arts"":3,""history"":5,""other_academic"":8}"	9	21	""	""	[10] Mendelssohn’s Reformation symphony uses one of this type of piece called “A Mighty Fortress is Our God.” Julia Ward Howe wrote a “Battle” one of these “of the Republic.”
qb_lit_two_treatises_on_government_2f28d3da	Two Treatises on Government	rejected_non_literary_context	rejected_non_literary_context	18	0	18	15	"{""author_verb_title"":16,""quoted_lit_context"":2}"	"{""essay"":5,""unknown"":9,""work"":4}"	{}	"{""philosophy"":15}"	5	8	""	""	works include The Reasonableness of Christianity and the anonymously published Two Treatises on Government. In Some Thoughts Concerning Education, he claimed that man is made what he is through education, extending the
qb_lit_under_the_hood_0aacec0d	Under the Hood	rejected_non_literary_context	rejected_non_literary_context	11	1	10	10	"{""author_verb_title"":1,""clue_derived_seed_clue_mention"":10,""raw_answerline_work_prompt"":1,""typed_title"":2}"	"{""autobiography"":1,""clue_derived_seed"":10,""memoir"":2,""unknown"":1}"	"{""autobiography"":1}"	"{""other_academic"":3,""pop_culture"":9}"	16	0	""	""	• This book is dedicated to the author’s friend, Denise, who has written 42 unpublished romance novels. In an early chapter, the author describes his boss at an auto repair shop, Moe Vernon, killing himself, an event tha
qb_lit_rigoletto_98c24277	Rigoletto	rejected_non_literary_opera	rejected_non_literary_context	9	3	6	8	"{""author_verb_title"":5,""quoted_lit_context"":1,""raw_answerline_work_prompt"":3}"	"{""play"":3,""unknown"":5,""work"":1}"	"{""play"":2,""work"":1}"	"{""fine_arts"":5,""literature"":1,""other_academic"":1}"	5	6	reject	non_literary_opera	o operas, Otello and Falstaff, were both based on Shakespeare. He also composed Rigoletto, Aida, and Il trovatore.
qb_lit_the_magic_flute_12425043	The Magic Flute	rejected_non_literary_context	rejected_non_literary_context	10	2	8	7	"{""author_verb_title"":6,""quoted_lit_context"":2,""raw_answerline_work_prompt"":2}"	"{""unknown"":8,""work"":2}"	"{""work"":2}"	"{""fine_arts"":5,""other_academic"":2}"	4	11	reject	non_literary_opera	[10] This composer of the Haffner and Linz symphonies composed The Magic Flute.
qb_lit_ma_rainey_b81d5686	Ma Rainey	rejected_title_fragment_duplicate	needs_review_possible_character_or_person	18	0	18	13	"{""author_verb_title"":10,""title_context"":1,""typed_title"":7}"	"{""novel"":2,""play"":13,""story"":1,""unknown"":2}"	{}	"{""current_events"":1,""literature"":11,""other_academic"":1}"	32	0	reject	title_fragment_duplicate	ing, this writer depicted the stabbing of Toledo by Levee in the novel entitled Ma Rainey’s Black Bottom. In one novel by this writer, Alberta is impregnated by Rosa Lee’s husband Troy Maxson while in another novel the p
qb_lit_the_gospel_of_wealth_0b2fcdd5	The Gospel of Wealth	rejected_non_literary_context	rejected_non_literary_context	18	0	18	15	"{""author_verb_title"":4,""quoted_lit_context"":13,""typed_title"":1}"	"{""book"":2,""essay"":6,""gospel"":10}"	{}	"{""history"":11,""other_academic"":4}"	28	0	""	""	company to J.P. Morgan. In 1892, he faced the Homestead Strike, and his essay “The Gospel of Wealth” explained his philanthropy.
qb_lit_the_new_toryism_ba56545c	The New Toryism	rejected_non_literary_context	rejected_non_literary_context	19	0	19	13	"{""clue_derived_seed_clue_mention"":19,""quoted_lit_context"":7}"	"{""book"":2,""clue_derived_seed"":19,""essay"":3,""work"":2}"	{}	"{""history"":1,""other_academic"":7,""social_science"":9}"	7	1	""	""	that the so-called Liberal Party actually advocates coercive rule in his essay “The New Toryism.” William James’ Principles of Psychology criticizes this thinker’s materialist view of the mind, which he laid out in a boo
qb_lit_the_possibility_of_altruism_206103f0	The Possibility of Altruism	rejected_philosophy_domain	needs_review_non_literature_track_context	18	0	18	14	"{""author_verb_title"":4,""clue_derived_seed_clue_mention"":18}"	"{""book"":1,""clue_derived_seed"":18,""essay"":2,""unknown"":1}"	{}	"{""other_academic"":16,""philosophy"":1}"	8	8	reject	philosophy_domain	ective he calls the “View From Nowhere.” FTP, give the surname of the author of The Possibility of Altruism, or the surname of Austrian-born philosopher of science Ernest, the former of whom asked “What Is It Like to Be
qb_lit_zadig_and_candide_8e02f2fb	Zadig and Candide	rejected_combined_title_author_prompt	accepted_likely_work	17	0	17	13	"{""author_verb_title"":8,""clue_derived_seed_clue_mention"":17}"	"{""clue_derived_seed"":17,""novel"":2,""poem"":2,""unknown"":4}"	{}	"{""literature"":14,""other_academic"":4}"	15	5	reject	combined_title_author_prompt	m of Dr. Pangloss. For 10 points, name this Enlightenment philosopher who wrote Zadig and Candide.
qb_lit_novel_in_rotten_english_f480f0cd	Novel in Rotten English	rejected_non_literary_context	rejected_non_literary_context	21	0	21	15	"{""clue_derived_seed_clue_mention"":21,""quoted_lit_context"":4}"	"{""clue_derived_seed"":21,""novel"":3,""work"":1}"	{}	"{""geography"":5,""other_academic"":12}"	40	1	""	""	f Basi and Company and Songs in a Time of War, FTP, name this work subtitled a “Novel in Rotten English,” the most famous work by the executed Nigerian writer Ken Saro-wiwa.
qb_lit_semper_fidelis_5fc4ed34	Semper Fidelis	rejected_non_literary_context	rejected_non_literary_context	20	0	20	13	"{""author_verb_title"":3,""quoted_lit_context"":17}"	"{""play"":4,""unknown"":14,""work"":2}"	{}	"{""fine_arts"":6,""geography"":1,""other_academic"":7}"	3	9	""	""	iece in 6/8 time for the Washington Post. In his most famous form, he composed “Semper Fidelis” for the US Marine Corps and a piece entitled “U.S. Field Artillery” that is based on the “Caisson Song.” For 10 points, name
qb_lit_hymn_1fb5d1b3	Hymn	rejected_music_context_or_generic_title	needs_review_common_or_short_title	22	0	22	12	"{""quoted_lit_context"":22}"	"{""collection"":1,""poem"":17,""unknown"":3,""work"":1}"	{}	"{""literature"":1,""other_academic"":10}"	15	5	reject	music_context_or_generic_title	"mphonic poem featuring rousing and turbulent music before ending with a serene ""Hymn."" For 10 points, name this composer of Finlandia."
qb_lit_friday_67b5fa48	Friday	rejected_character_name_not_work	needs_review_common_or_short_title	12	1	11	9	"{""quoted_lit_context"":10,""raw_answerline_work_prompt"":1,""typed_title"":1}"	"{""comedy"":1,""novel"":8,""story"":2,""work"":1}"	"{""comedy"":1}"	"{""literature"":6,""other_academic"":2,""pop_culture"":1}"	19	0	reject	character_name_not_work	d the Mirror” is about a big-game hunter who takes a female slave he christens “Friday,” an allusion to this Daniel Defoe novel about a castaway whose friend Friday helps him kill cannibals.
qb_lit_the_birds_and_lysistrata_a0d28a63	The Birds and Lysistrata	rejected_combined_title_author_prompt	accepted_likely_work	16	0	16	14	"{""author_verb_title"":4,""clue_derived_seed_clue_mention"":16}"	"{""clue_derived_seed"":16,""play"":3,""work"":1}"	{}	"{""literature"":18}"	25	0	reject	combined_title_author_prompt	tes in The Clouds. For 10 points, name this Ancient Greek comedic playwright of The Birds and Lysistrata.
qb_lit_the_study_of_geography_27e5285c	The Study of Geography	rejected_non_literary_context	rejected_non_literary_context	16	0	16	14	"{""author_verb_title"":1,""clue_derived_seed_clue_mention"":16,""quoted_lit_context"":1,""typed_title"":1}"	"{""clue_derived_seed"":16,""essay"":1,""work"":2}"	{}	"{""other_academic"":12,""science"":1,""social_science"":4}"	3	8	""	""	” This man distinguished between historical and geographic sciences in his work The Study of Geography. This man wrote about his study of Inuits on Baffin Island in his book The Central Eskimo, and he tutored Alfred Kroe
qb_lit_the_mediterranean_and_the_mediterranean_world_in_the_age_of__da74988a	The Mediterranean and the Mediterranean World in the Age of Philip	rejected_non_literary_context	rejected_non_literary_context	19	0	19	13	"{""author_verb_title"":4,""clue_derived_seed_clue_mention"":19,""typed_title"":1}"	"{""clue_derived_seed"":19,""unknown"":3,""work"":2}"	{}	"{""other_academic"":18}"	0	2	""	""	the best known historian associated with the Annales School was this author of The Mediterranean and the Mediterranean World in the Age of Philip II.
qb_lit_la_mamma_morta_e2b61775	La Mamma Morta	rejected_non_literary_context	rejected_non_literary_context	17	0	17	13	"{""clue_derived_seed_clue_mention"":17,""quoted_lit_context"":3}"	"{""clue_derived_seed"":17,""story"":1,""unknown"":2}"	{}	"{""other_academic"":17}"	17	27	""	""	movie titled for this city, the protagonist shows Maria Callas’s recording of “La Mamma Morta” to his lawyer, who only agreed to represent him after visiting a doctor and seeing him at a law library. In this city, the p
qb_lit_emma_and_pride_and_prejudice_297beb4d	Emma and Pride and Prejudice	rejected_combined_title_author_prompt	accepted_likely_work	21	0	21	12	"{""author_verb_title"":10,""clue_derived_seed_clue_mention"":21}"	"{""clue_derived_seed"":21,""novel"":7,""unknown"":3}"	{}	"{""literature"":17,""other_academic"":1}"	34	0	reject	combined_title_author_prompt	this poet of Ode to Pity and Mock Panegyrick on a Young Friend. She also wrote Emma and Pride and Prejudice.
qb_lit_the_rivals_and_the_school_for_scandal_c0edf401	The Rivals and The School for Scandal	rejected_combined_title_author_prompt	accepted_likely_work	15	0	15	14	"{""author_verb_title"":4,""clue_derived_seed_clue_mention"":15}"	"{""clue_derived_seed"":15,""play"":2,""unknown"":1,""work"":1}"	{}	"{""literature"":14,""other_academic"":4}"	19	1	reject	combined_title_author_prompt	comedies of manners. FTP, who wasthis creator of Mrs. Malaprop and author of The Rivals and The School for Scandal?
qb_lit_wolf_man_acdc765a	Wolf Man	rejected_non_literary_context	rejected_non_literary_context	18	0	18	14	"{""quoted_lit_context"":18}"	"{""book"":8,""essay"":2,""ode"":1,""unknown"":4,""work"":3}"	{}	"{""other_academic"":9,""social_science"":5}"	6	0	""	""	big walnut tree outside of a window. Those episodes are “Irma’s Injection” and “Wolf Man,” respectively. A book on these discusses the mechanisms of secondary elaboration and condensation, along with symbols and the titl
qb_lit_reformed_egyptian_788fa8b0	Reformed Egyptian	rejected_religion_scripture_language_fragment	needs_review_possible_character_or_person	18	0	18	13	"{""quoted_lit_context"":18}"	"{""book"":5,""scripture"":1,""story"":3,""unknown"":2,""work"":7}"	{}	"{""other_academic"":4,""pop_culture"":1,""religion"":9}"	3	0	reject	religion_scripture_language_fragment	is man was aided by Urim and Thummim in translating a work that was written in “Reformed Egyptian” on golden plates and shown to him by the angel Moroni. For 10 points, name this man who founded the LDS Church and transl
qb_lit_the_inheritors_and_pincher_martin_394ed8cb	The Inheritors and Pincher Martin	rejected_combined_title_author_prompt	accepted_likely_work	18	0	18	14	"{""author_verb_title"":4,""clue_derived_seed_clue_mention"":18}"	"{""clue_derived_seed"":18,""novel"":1,""unknown"":1,""work"":2}"	{}	"{""literature"":9,""other_academic"":7}"	17	0	reject	combined_title_author_prompt	being (*) stranded on Rockall, failed to kick off his seaboots. This author of The Inheritors and Pincher Martin wrote about the characters Samneric [Sam 'n Eric] and a conch shell used as a symbol of power in his most
qb_lit_look_homeward_6d8d46a7	Look Homeward	rejected_title_fragment_duplicate	needs_review_possible_character_or_person	20	0	20	14	"{""author_verb_title"":13,""quoted_lit_context"":1,""typed_title"":6}"	"{""novel"":8,""unknown"":10,""work"":2}"	{}	"{""literature"":1,""other_academic"":12,""pop_culture"":1}"	7	0	reject	title_fragment_duplicate	friend Edward King. Thomas Wolfe used a line from it as the title of his novel Look Homeward, Angel.
qb_lit_white_christmas_0068fb58	White Christmas	rejected_non_literary_context	rejected_non_literary_context	20	0	20	16	"{""quoted_lit_context"":20}"	"{""collection"":1,""lyric"":5,""novel"":2,""poem"":8,""story"":1,""work"":3}"	{}	"{""geography"":3,""history"":1,""other_academic"":11,""pop_culture"":1}"	25	2	""	""	[10] Ocean Vuong’s poem “Aubade with Burning City” mingles the lyrics of “White Christmas” with the American evacuation of Saigon at the end of this war, also depicted in the short story collection The Things They Carrie
qb_lit_of_the_standard_of_taste_1fcd2cef	Of the Standard of Taste	rejected_non_literary_context	rejected_non_literary_context	11	2	9	7	"{""quoted_lit_context"":9,""raw_answerline_work_prompt"":2}"	"{""book"":1,""essay"":9,""work"":1}"	"{""essay"":2}"	"{""other_academic"":2,""philosophy"":5}"	9	9	""	""	ments between Demea, Philo, and Cleanthes on the nature of God. In addition to “Of the Standard of Taste” and Dialogues Concerning Natural Religion, this philosopher penned a work and a revision which detail the origins
qb_lit_charlotte_351429ca	Charlotte	rejected_title_fragment_duplicate	needs_review_common_or_short_title	19	0	19	14	"{""author_verb_title"":8,""byline_title"":2,""typed_title"":9}"	"{""book"":2,""novel"":7,""play"":2,""unknown"":8}"	{}	"{""literature"":2,""other_academic"":10,""pop_culture"":1}"	14	0	reject	title_fragment_duplicate	[10] This author of Stuart Little wrote Charlotte’s Web.
qb_lit_apollonian_e47af233	Apollonian	rejected_non_literary_context	rejected_non_literary_context	17	0	17	14	"{""quoted_lit_context"":17}"	"{""book"":4,""drama"":1,""essay"":1,""myth"":1,""work"":10}"	{}	"{""fine_arts"":1,""other_academic"":5,""philosophy"":1,""social_science"":7}"	2	4	""	""	rogress in Man and Technics and wrote another work that described “Magian” and “Apollonian” as two of the three categories of cultures.
qb_lit_pip_e1f1eb75	Pip	rejected_character_name_not_work	needs_review_common_or_short_title	21	0	21	11	"{""quoted_lit_context"":21}"	"{""memoir"":2,""novel"":10,""story"":1,""tale"":4,""work"":4}"	{}	"{""literature"":8,""other_academic"":3,""pop_culture"":1}"	21	0	reject	character_name_not_work	"uined by Miss Havisham. For 10 points—name this work about Phillip Pirrip, or ""Pip"", a bildungsroman by Charles Dickens."
qb_lit_the_land_of_green_plums_f12894c1	The Land of Green Plums	rejected_non_literary_context	rejected_non_literary_context	22	0	22	13	"{""author_verb_title"":5,""clue_derived_seed_clue_mention"":22}"	"{""clue_derived_seed"":22,""novel"":2,""poem"":2,""saga"":1}"	{}	"{""history"":7,""other_academic"":12}"	30	0	""	""	[10h] Hofmann translated The Land of Green Plums, a novel inspired by this author's life in Communist-era Romania. This author wrote The Hunger Angel.
qb_lit_tamara_bd619be1	Tamara	rejected_music_context_not_literary_work	needs_review_common_or_short_title	18	0	18	14	"{""quoted_lit_context"":1,""title_context"":4,""typed_title"":13}"	"{""play"":5,""poem"":13}"	{}	"{""literature"":2,""other_academic"":12,""pop_culture"":1}"	28	27	reject	music_context_not_literary_work	ve land entitled 1000 Years, while a Lermontov poem inspired his symphonic poem Tamara, which along with another piece that was first performed by Nicholas Rubenstein was based on Caucasian folk music. The composer of a
qb_lit_rush_limbaugh_is_a_big_fat_idiot_c39d9c7c	Rush Limbaugh is a Big Fat Idiot	rejected_non_literary_context	rejected_non_literary_context	17	0	17	14	"{""author_verb_title"":3,""clue_derived_seed_clue_mention"":17,""typed_title"":2}"	"{""book"":2,""clue_derived_seed"":17,""unknown"":3}"	{}	"{""geography"":2,""other_academic"":11,""pop_culture"":9}"	11	0	""	""	bmission” to one’s husband simply “means respect,” and another is the author of Rush Limbaugh Is a Big Fat Idiot. In September 2011, politicians from this state finished first and third in the Ames Straw Poll, though bot
qb_lit_the_ego_and_mechanisms_of_defense_e7d3dba6	The Ego and Mechanisms of Defense	rejected_psychology_psychoanalysis_domain	needs_review_non_literature_track_context	17	0	17	14	"{""author_verb_title"":3,""clue_derived_seed_clue_mention"":17,""typed_title"":2}"	"{""clue_derived_seed"":17,""unknown"":1,""work"":4}"	{}	"{""other_academic"":22}"	0	0	reject	psychology_psychoanalysis_domain	newborns. For 10 points each: [10] Name this female psychologist and author of The Ego and Mechanisms of Defense.
qb_lit_capitalism_3334a0f5	Capitalism	rejected_non_literary_context	rejected_non_literary_context	17	0	17	14	"{""author_verb_title"":10,""quoted_lit_context"":4,""typed_title"":3}"	"{""book"":4,""collection"":1,""cycle"":3,""play"":1,""story"":1,""unknown"":6,""work"":1}"	{}	"{""other_academic"":12,""pop_culture"":1,""social_science"":1}"	1	6	""	""	f Economic Analysis and business cycles in Theory of Economic Development wrote Capitalism, Socialism, and Democracy.
qb_lit_uncle_vanya_and_the_cherry_orchard_3a5303e3	Uncle Vanya and The Cherry Orchard	rejected_combined_title_author_prompt	needs_review_possible_combined_title	18	0	18	13	"{""author_verb_title"":18}"	"{""play"":14,""unknown"":2,""work"":2}"	{}	"{""literature"":12,""other_academic"":3}"	16	0	reject	combined_title_author_prompt	[10] This Russian playwright wrote Uncle Vanya and The Cherry Orchard. He wrote about Treplev killing the title bird and committing suicide in The Seagull.
qb_lit_of_our_spiritual_strivings_cf572ab4	Of Our Spiritual Strivings	rejected_non_literary_context	rejected_non_literary_context	18	0	18	12	"{""quoted_lit_context"":18}"	"{""book"":7,""essay"":6,""poem"":2,""unknown"":2,""work"":1}"	{}	"{""history"":7,""other_academic"":5}"	20	2	""	""	.” He created the term “double-consciousness” in an essay later republished as “Of Our Spiritual Strivings,” and he was the first editor of The Crisis magazine. His meeting with opponents of the Atlanta Compromise led to
