candidate_id	canonical_title	review_reason	base_review_reason	total_question_count	answerline_question_count	clue_mention_question_count	distinct_set_count	source_counts_json	form_counts_json	answerline_form_counts_json	track_counts_json	literary_signal_count	non_literary_signal_count	adjudication_decision	adjudication_reason	example_snippet
qb_lit_the_royal_family_533beb6f	The Royal Family	needs_review_title_collision_or_generic_phrase_requires_split	rejected_non_literary_context	362	0	362	234	"{""clue_derived_seed_clue_mention"":362,""quoted_lit_context"":4,""typed_title"":1}"	"{""clue_derived_seed"":362,""novel"":1,""play"":1,""story"":1,""work"":2}"	{}	"{""fine_arts"":14,""geography"":12,""history"":19,""literature"":8,""mythology"":2,""other_academic"":205,""pop_culture"":37,""religion"":4}"	90	62	review	title_collision_or_generic_phrase_requires_split	[10] Vollmann’s novel The Royal Family focuses on prostitutes in this city’s Tenderloin district. It’s also the setting of Frank Norris’s novel McTeague.
qb_lit_agnes_grey_48d70925	Agnes Grey	accepted_likely_work	accepted_likely_work	109	5	104	81	"{""author_verb_title"":3,""quoted_lit_context"":1,""raw_answerline_seed_clue_mention"":104,""raw_answerline_work_prompt"":5,""typed_title"":2}"	"{""answerline_seed"":104,""novel"":8,""unknown"":2,""work"":1}"	"{""novel"":4,""work"":1}"	"{""literature"":2,""other_academic"":81,""pop_culture"":3}"	55	1	accept	literary_or_quizbowl_literature_work_manual_audit	tate in this author's novel The Tenant of Wildfell Hall. This author also wrote Agnes Grey.
qb_lit_hell_screen_38d52857	Hell Screen	accepted_likely_work	accepted_likely_work	99	8	91	59	"{""quoted_lit_context"":52,""raw_answerline_seed_clue_mention"":91,""raw_answerline_work_prompt"":8}"	"{""answerline_seed"":91,""collection"":2,""epic"":1,""novel"":4,""short_story"":10,""story"":28,""unknown"":5,""work"":10}"	"{""story"":8}"	"{""geography"":7,""history"":2,""other_academic"":92,""pop_culture"":4}"	143	4	accept	literary_or_quizbowl_literature_work_manual_audit	"ls the clothes of a woman near the titular structure. FTP, name this author of ""Hell Screen,"" ""In a Grove,"" and ""Rashomon."""
qb_lit_walden_3382d403	Walden	accepted_likely_work	accepted_likely_work	53	26	27	41	"{""author_verb_title"":18,""byline_title"":1,""raw_answerline_work_prompt"":26,""typed_title"":8}"	"{""autobiography"":2,""book"":25,""essay"":2,""memoir"":1,""unknown"":14,""work"":9}"	"{""autobiography"":2,""book"":18,""memoir"":1,""work"":5}"	"{""literature"":17,""other_academic"":24}"	31	5	accept	literary_or_quizbowl_literature_work_manual_audit	7. In one section of this work, the narrator tries and fails to convince John Field to give up his aspirations of luxury and the quest for the American dream. In another section, the narrator observes a fight between red
qb_lit_the_lost_world_8c11a8b8	The Lost World	needs_review_title_collision_requires_author_aware_split	accepted_likely_work	176	2	174	110	"{""clue_derived_seed_clue_mention"":174,""quoted_lit_context"":4,""raw_answerline_work_prompt"":2,""typed_title"":10}"	"{""clue_derived_seed"":174,""collection"":4,""novel"":11,""story"":1}"	"{""novel"":2}"	"{""geography"":8,""history"":4,""literature"":21,""other_academic"":97,""pop_culture"":15}"	144	1	review	title_collision_requires_author_aware_split	TOSSUP #20 If you saw the film, you wouldn't know it, but if you *read* Jurassic Park, then you know that the dinosaurs didn't die. And just to prove it, Michael Crichton has written his first sequel. For ten points, nam
qb_lit_othello_677106c3	Othello	accepted_likely_work	accepted_likely_work	76	10	67	52	"{""author_verb_title"":1,""quoted_lit_context"":53,""raw_answerline_work_prompt"":10,""typed_title"":13}"	"{""epic"":2,""essay"":1,""novel"":2,""ode"":1,""play"":69,""tragedy"":2}"	"{""play"":8,""tragedy"":2}"	"{""geography"":2,""literature"":29,""other_academic"":24}"	101	0	""	""	1. In this work, the prostitute Bianca embroiders a handkerchief for a customer who makes promises of marriage to her. Roderigo lusts after the protagonist’s wife, who is married without Brabanzio’s knowledge. The antago
qb_lit_sredni_vashtar_be67a7bf	Sredni Vashtar	accepted_likely_work	accepted_likely_work	97	6	91	67	"{""author_verb_title"":1,""quoted_lit_context"":42,""raw_answerline_seed_clue_mention"":90,""raw_answerline_work_prompt"":6}"	"{""answerline_seed"":90,""collection"":1,""novel"":5,""play"":1,""short_story"":17,""story"":24,""work"":1}"	"{""short_story"":2,""story"":4}"	"{""literature"":79,""other_academic"":26}"	115	4	""	""	te “The Open Window” and a story about Conradin’s worship of a polecat-ferret, “Sredni Vashtar.” He adopted a short pen name from the Rubaiyat of Omar Khayyam.
qb_lit_the_namesake_4cf615ec	The Namesake	accepted_likely_work	accepted_likely_work	71	21	50	42	"{""author_verb_title"":21,""raw_answerline_work_prompt"":21,""typed_title"":29}"	"{""collection"":7,""novel"":51,""short_story"":5,""unknown"":8}"	"{""novel"":21}"	"{""literature"":26,""other_academic"":19}"	109	2	""	""	o that collection of stories, this American author of Indian descent also wrote The Namesake, wherein Gogol Ganguli receives his name because reading Gogol had saved his father’s life after a train accident.
qb_lit_richard_iii_7ceeb7b0	Richard III	accepted_likely_work	accepted_likely_work	118	4	114	84	"{""author_verb_title"":2,""quoted_lit_context"":1,""raw_answerline_seed_clue_mention"":114,""raw_answerline_work_prompt"":4,""title_context"":2,""typed_title"":4}"	"{""answerline_seed"":114,""novel"":1,""play"":7,""poem"":1,""unknown"":2,""work"":2}"	"{""play"":4}"	"{""fine_arts"":3,""literature"":19,""other_academic"":71,""pop_culture"":6}"	113	22	accept	literary_or_quizbowl_literature_work_manual_audit	her or not this man or Francis Bacon wrote most of his works. This man authored Richard III.
qb_lit_pincher_martin_4653ae38	Pincher Martin	accepted_likely_work	accepted_likely_work	95	7	88	64	"{""author_verb_title"":11,""byline_title"":1,""raw_answerline_seed_clue_mention"":88,""raw_answerline_work_prompt"":7,""typed_title"":6}"	"{""answerline_seed"":88,""book"":3,""novel"":14,""unknown"":7,""work"":1}"	"{""novel"":7}"	"{""literature"":53,""other_academic"":25,""pop_culture"":2}"	59	0	""	""	[10] This Englishman is the author of Pincher Martin, Fire Down Below, and Lord of the Flies.
qb_lit_the_albatross_d4dac14f	The Albatross	accepted_likely_work	accepted_likely_work	155	3	152	97	"{""quoted_lit_context"":152,""raw_answerline_work_prompt"":3}"	"{""book"":2,""collection"":68,""poem"":64,""unknown"":3,""work"":18}"	"{""poem"":3}"	"{""geography"":2,""literature"":57,""other_academic"":49}"	138	7	accept	literary_or_quizbowl_literature_work_manual_audit	"ptive king,"" is mocked because its ""giant wings keep them from walking"" in his ""The Albatross."" He opened another work asserting ""folly and error...possess our spirits,"" after which he compares himself to the ""hypocrite"
qb_lit_buried_child_5c26029a	Buried Child	accepted_likely_work	accepted_likely_work	80	9	71	50	"{""author_verb_title"":7,""quoted_lit_context"":1,""raw_answerline_seed_clue_mention"":71,""raw_answerline_work_prompt"":9,""typed_title"":5}"	"{""answerline_seed"":71,""drama"":2,""play"":15,""story"":1,""trilogy"":1,""unknown"":1,""work"":2}"	"{""play"":9}"	"{""geography"":1,""literature"":1,""other_academic"":61,""pop_culture"":6}"	87	1	accept	literary_or_quizbowl_literature_work_manual_audit	e’s murder of an infant occurs offstage in this author’s Pulitzer-winning drama Buried Child. His other works include True West and Fool for Love.
qb_lit_manhattan_transfer_d6e43128	Manhattan Transfer	accepted_likely_work	accepted_likely_work	104	5	99	76	"{""author_verb_title"":13,""quoted_lit_context"":6,""raw_answerline_seed_clue_mention"":99,""raw_answerline_work_prompt"":5,""typed_title"":4}"	"{""answerline_seed"":99,""book"":4,""novel"":15,""trilogy"":4,""unknown"":2,""work"":3}"	"{""novel"":5}"	"{""geography"":2,""literature"":49,""other_academic"":45,""pop_culture"":3}"	46	0	""	""	in World War I in Three Soldiers. For 10 points each: [10] Name this author of Manhattan Transfer who wrote about Glenn Spotswood's time fighting for the Communists in Spain in Adventures of a Young Man.
qb_lit_identity_card_65634702	Identity Card	accepted_likely_work	accepted_likely_work	91	8	83	61	"{""quoted_lit_context"":52,""raw_answerline_seed_clue_mention"":83,""raw_answerline_work_prompt"":8,""typed_title"":2}"	"{""answerline_seed"":83,""collection"":2,""ode"":1,""poem"":59}"	"{""poem"":8}"	"{""geography"":4,""other_academic"":102,""pop_culture"":1}"	219	0	accept	literary_or_quizbowl_literature_work_manual_audit	nian author wrote the1964 collection Leaves of Olives, which included the poem “Identity Card.”
qb_lit_paterson_edbf16b7	Paterson	accepted_likely_work	accepted_likely_work	80	10	70	55	"{""author_verb_title"":9,""quoted_lit_context"":25,""raw_answerline_work_prompt"":10,""title_context"":4,""typed_title"":32}"	"{""collection"":5,""epic"":21,""novel"":1,""play"":4,""poem"":44,""unknown"":4,""work"":1}"	"{""epic"":7,""poem"":3}"	"{""literature"":40,""other_academic"":16}"	161	1	""	""	ng through hell.” He also wrote a poem about the city where Ginsberg grew up, “Paterson.”
qb_lit_janie_crawford_3efbfc51	Janie Crawford	accepted_likely_work	accepted_likely_work	224	1	223	152	"{""byline_title"":11,""clue_derived_seed_clue_mention"":223,""raw_answerline_work_prompt"":1}"	"{""clue_derived_seed"":223,""novel"":12}"	"{""novel"":1}"	"{""geography"":6,""literature"":138,""other_academic"":30}"	263	11	""	""	bid dog, Vergible Woods, known as Tea Cake. For 10 points name this novel about Janie Crawford by Zora Neal Hurston.
qb_lit_evangeline_ebee0aa0	Evangeline	accepted_likely_work	accepted_likely_work	53	20	33	43	"{""author_verb_title"":14,""quoted_lit_context"":15,""raw_answerline_work_prompt"":20,""typed_title"":4}"	"{""epic"":5,""play"":1,""poem"":26,""short_story"":1,""story"":3,""tale"":2,""unknown"":10,""work"":5}"	"{""epic"":3,""poem"":13,""story"":1,""tale"":2,""work"":1}"	"{""literature"":37,""other_academic"":11}"	85	0	""	""	stands by the shores of Gitche Gumee. For 10 points, name this American poet of Evangeline who created Minnehaha in The Song of Hiawatha.
qb_lit_the_rivals_ba101d51	The Rivals	accepted_likely_work	accepted_likely_work	62	15	47	44	"{""author_verb_title"":13,""byline_title"":1,""quoted_lit_context"":8,""raw_answerline_work_prompt"":15,""typed_title"":25}"	"{""comedy"":8,""play"":49,""unknown"":5}"	"{""comedy"":2,""play"":13}"	"{""literature"":23,""other_academic"":29}"	96	0	""	""	[10] The School for Scandal was written by this playwright who also wrote The Rivals.
qb_lit_popol_vuh_6316e6c9	Popol Vuh	accepted_likely_work	rejected_non_literary_context	104	6	98	68	"{""author_verb_title"":3,""quoted_lit_context"":4,""raw_answerline_seed_clue_mention"":98,""raw_answerline_work_prompt"":6,""typed_title"":3}"	"{""answerline_seed"":98,""book"":2,""epic"":2,""myth"":1,""poem"":1,""tale"":3,""unknown"":2,""work"":5}"	"{""book"":2,""work"":4}"	"{""history"":3,""mythology"":10,""other_academic"":73,""science"":2}"	89	10	accept	literary_work_manual_audit	l. For ten points, name this 1967 winner of the Nobel Prize that translated the Popol Vuh who wrote El Senior Presidente and is probably the best known Guatemalan author.
qb_lit_tortilla_flat_5dcb3cf6	Tortilla Flat	accepted_likely_work	accepted_likely_work	84	10	74	49	"{""author_verb_title"":5,""raw_answerline_seed_clue_mention"":74,""raw_answerline_work_prompt"":10}"	"{""answerline_seed"":74,""collection"":1,""novel"":12,""tale"":1,""unknown"":1}"	"{""novel"":9,""tale"":1}"	"{""literature"":43,""other_academic"":20,""pop_culture"":1}"	60	0	""	""	13) In this novel, Pilon, Pablo, and Jesus Maria accidentally burn down the smaller of the houses Danny has inherited. For 10 points each: [10] Name this novel in which Danny gradually comes to live with all of his frien
qb_lit_washington_square_b77bd960	Washington Square	accepted_likely_work	accepted_likely_work	77	9	68	53	"{""author_verb_title"":10,""quoted_lit_context"":1,""raw_answerline_seed_clue_mention"":68,""raw_answerline_work_prompt"":9,""typed_title"":10}"	"{""answerline_seed"":68,""book"":1,""novel"":23,""story"":1,""unknown"":5}"	"{""novel"":9}"	"{""fine_arts"":2,""geography"":1,""literature"":38,""other_academic"":25,""philosophy"":8,""pop_culture"":4}"	93	7	""	""	] Both The Ambassadors and The Turn of the Screw were written by this author of Washington Square, Portrait of a Lady, and The Bostonians.
qb_lit_the_one_thousand_and_one_nights_4ffa21e7	The One Thousand and One Nights	needs_review_possible_combined_title	needs_review_possible_combined_title	161	3	158	101	"{""raw_answerline_seed_clue_mention"":158,""raw_answerline_work_prompt"":3}"	"{""answerline_seed"":158,""book"":1,""collection"":2}"	"{""book"":1,""collection"":2}"	"{""fine_arts"":4,""history"":1,""literature"":25,""other_academic"":81,""pop_culture"":4,""social_science"":1}"	151	37	""	""	23. In one section of this book, a husband confesses that he murdered his wife because he saw a slave carrying one of the three apples he bought for her, after a fisherman discovers her body chopped into pieces in a ches
qb_lit_digging_77a3d5a2	Digging	accepted_likely_work	accepted_likely_work	92	8	84	60	"{""quoted_lit_context"":84,""raw_answerline_work_prompt"":8}"	"{""anthology"":2,""collection"":37,""poem"":50,""work"":3}"	"{""poem"":8}"	"{""geography"":2,""literature"":34,""other_academic"":27}"	142	0	""	""	inger and my thumb” and declared “By God, the old man could handle a spade” in “Digging.” For 10 points, name this author of the collection Death of a aturalist and recent translator of Beowulf, an Irish poet.
qb_lit_bliss_caae4eaa	Bliss	accepted_likely_work	accepted_likely_work	69	13	56	47	"{""author_verb_title"":2,""byline_title"":1,""quoted_lit_context"":52,""raw_answerline_work_prompt"":13,""typed_title"":1}"	"{""collection"":5,""novel"":8,""ode"":2,""short_story"":15,""story"":35,""work"":4}"	"{""short_story"":7,""story"":6}"	"{""literature"":26,""other_academic"":28}"	109	0	""	""	here Kerewin Holmes lives. This country is home to the author of “Miss Brill,” “Bliss,” and a story in which Mr. Scott’s death fails to derail the title event, despite Laura Sheridan’s objections. For 10 points, name thi
qb_lit_captains_courageous_db372b86	Captains Courageous	accepted_likely_work	accepted_likely_work	88	6	82	67	"{""author_verb_title"":5,""quoted_lit_context"":2,""raw_answerline_seed_clue_mention"":82,""raw_answerline_work_prompt"":6,""typed_title"":2}"	"{""answerline_seed"":82,""novel"":7,""poem"":1,""tale"":3,""unknown"":2,""work"":2}"	"{""novel"":3,""tale"":3}"	"{""literature"":24,""other_academic"":46,""pop_culture"":4}"	67	0	""	""	"ntures of Harvey Cheyne and Dan Troop aboard the We're Here, the bildungsroman ""Captains Courageous."" Teshoo Lama is aided in his search for the River of the Arrow by Kimball O'Hara in his novel ""Kim"", while Daniel Dravo"
qb_lit_sartor_resartus_336adfa1	Sartor Resartus	accepted_likely_work	accepted_likely_work	88	7	81	58	"{""author_verb_title"":14,""raw_answerline_seed_clue_mention"":81,""raw_answerline_work_prompt"":7,""typed_title"":8}"	"{""answerline_seed"":81,""novel"":10,""poem"":2,""romance"":1,""story"":1,""unknown"":10,""work"":5}"	"{""novel"":3,""work"":4}"	"{""literature"":64,""other_academic"":18}"	51	22	accept	literary_or_quizbowl_literature_work_manual_audit	2. Which 19th century Scottish essayist and historian wrote the satirical work Sartor Resartus (The Tailor Retailored)?
qb_lit_spiritual_couplets_869cdcf2	Spiritual Couplets	accepted_likely_work	accepted_likely_work	140	3	137	89	"{""author_verb_title"":14,""quoted_lit_context"":6,""raw_answerline_seed_clue_mention"":137,""raw_answerline_work_prompt"":3,""typed_title"":9}"	"{""answerline_seed"":137,""collection"":12,""epic"":3,""unknown"":12,""work"":5}"	"{""collection"":3}"	"{""other_academic"":115,""religion"":4}"	141	0	accept	literary_or_quizbowl_literature_work_manual_audit	[10] This Sufist Persian poet wrote the Spiritual Couplets.
qb_lit_the_misanthrope_b0cd8397	The Misanthrope	accepted_likely_work	accepted_likely_work	57	19	38	39	"{""author_verb_title"":33,""quoted_lit_context"":5,""raw_answerline_work_prompt"":19}"	"{""comedy"":5,""play"":39,""sonnet"":2,""unknown"":10,""work"":1}"	"{""comedy"":5,""play"":14}"	"{""literature"":26,""other_academic"":18}"	95	2	""	""	e about the title hypocrite’s near-fleecing of Orgon in Tartuffe. He also wrote The Misanthrope.
qb_lit_germinal_e3223e25	Germinal	accepted_likely_work	accepted_likely_work	53	20	33	39	"{""author_verb_title"":20,""quoted_lit_context"":3,""raw_answerline_work_prompt"":20,""typed_title"":10}"	"{""novel"":38,""poem"":2,""unknown"":12,""work"":1}"	"{""novel"":20}"	"{""literature"":27,""other_academic"":13}"	66	0	""	""	a novel in which Etienne Lantier tries to organize coal miners. This author of Germinal wrote an open letter in which he accused his government of anti-Semitism for its jailing of a French officer. For 10 points, name t
qb_lit_the_lusiads_a755184c	The Lusiads	accepted_likely_work	accepted_likely_work	51	27	24	34	"{""author_verb_title"":8,""byline_title"":7,""quoted_lit_context"":2,""raw_answerline_work_prompt"":27,""typed_title"":7}"	"{""epic"":24,""poem"":20,""unknown"":5,""work"":2}"	"{""epic"":13,""poem"":14}"	"{""geography"":4,""history"":5,""other_academic"":31}"	72	3	accept	literary_or_quizbowl_literature_work_manual_audit	10. The tenth section of this work describes angels “weeping o’er the tomb/Where Thomas sleeps” That section also contains a scene where “the machine of the world” is explained to the protagonist, who learns about the Ba
qb_lit_edward_ii_cc9cdec8	Edward II	accepted_likely_work	accepted_likely_work	105	4	101	79	"{""author_verb_title"":8,""raw_answerline_seed_clue_mention"":100,""raw_answerline_work_prompt"":4,""typed_title"":5}"	"{""answerline_seed"":100,""drama"":1,""play"":14,""unknown"":2}"	"{""play"":4}"	"{""history"":4,""literature"":69,""other_academic"":21,""pop_culture"":1}"	88	0	""	""	rld War I, and it borrows its title from a phrase in Christopher Marlowe’s play Edward II.
qb_lit_nicholas_nickleby_105a98f3	Nicholas Nickleby	accepted_likely_work	accepted_likely_work	69	10	59	50	"{""author_verb_title"":6,""raw_answerline_seed_clue_mention"":59,""raw_answerline_work_prompt"":10,""typed_title"":1}"	"{""answerline_seed"":59,""book"":2,""novel"":13,""play"":1,""work"":1}"	"{""novel"":8,""play"":1,""work"":1}"	"{""literature"":25,""other_academic"":31,""pop_culture"":2}"	55	1	""	""	19. Smike eventually dies of consumption in this novel. For 10 points each: [10] Name this novel, in which Smike is rescued from Dotheboys Hall and the abuses of Wackford Squeers by the title character, who also helps hi
qb_lit_barchester_towers_5fbb35a7	Barchester Towers	accepted_likely_work	accepted_likely_work	76	9	67	54	"{""author_verb_title"":5,""raw_answerline_seed_clue_mention"":67,""raw_answerline_work_prompt"":9,""typed_title"":1}"	"{""answerline_seed"":67,""book"":1,""novel"":12,""unknown"":2}"	"{""book"":1,""novel"":8}"	"{""literature"":51,""other_academic"":11}"	38	0	""	""	24. This work sees Eleanor Bold fall in love with Francis Arabin. For 10 points each: [10] Identify this novel which follows The Warden and precedes Doctor Thorne in its author’s Chronicles of Barsetshire series.
qb_lit_aurora_leigh_750e4d22	Aurora Leigh	accepted_likely_work	accepted_likely_work	95	5	90	63	"{""author_verb_title"":10,""quoted_lit_context"":3,""raw_answerline_seed_clue_mention"":90,""raw_answerline_work_prompt"":5,""typed_title"":15}"	"{""answerline_seed"":90,""collection"":1,""epic"":1,""novel"":16,""poem"":4,""sonnet"":4,""unknown"":2,""work"":5}"	"{""epic"":1,""novel"":2,""work"":2}"	"{""literature"":69,""other_academic"":24}"	172	1	""	""	20. One person with this name composed the verse novel Aurora Leigh. Another poet with this name wrote The Ring and the Book and composed poems about the “Pied Piper of Hamelin” and “Porpheria’s Lover.” One person with t
qb_lit_katherine_mansfield_3181c78d	Katherine Mansfield	accepted_likely_work	accepted_likely_work	128	3	125	88	"{""raw_answerline_seed_clue_mention"":125,""raw_answerline_work_prompt"":3}"	"{""answerline_seed"":125,""short_story"":3}"	"{""short_story"":3}"	"{""literature"":8,""other_academic"":87,""pop_culture"":1}"	123	0	""	""	(14) The protagonist of one story by this author is frustrated at having to keep her excitement hidden “like a rare, rare fiddle”, and her nanny is upset when she insists on feeding her baby, Little B, herself. While say
qb_lit_heartbreak_house_cc664645	Heartbreak House	accepted_likely_work	accepted_likely_work	63	17	46	32	"{""author_verb_title"":6,""quoted_lit_context"":2,""raw_answerline_seed_clue_mention"":46,""raw_answerline_work_prompt"":17,""typed_title"":2}"	"{""answerline_seed"":46,""drama"":2,""play"":22,""story"":1,""unknown"":2}"	"{""drama"":2,""play"":14,""story"":1}"	"{""literature"":32,""other_academic"":18}"	83	2	""	""	3. One character in this play reveals her Futurist streak by proclaiming a bombing raid to be as exciting as a Beethoven symphony. For 10 points each: [10] Identify this play in which Mangan and Billy Dunn die in the sel
qb_lit_martin_fierro_5cb5ebcb	Martin Fierro	accepted_likely_work	rejected_non_literary_context	138	3	135	79	"{""author_verb_title"":3,""quoted_lit_context"":5,""raw_answerline_seed_clue_mention"":135,""raw_answerline_work_prompt"":3,""typed_title"":10}"	"{""answerline_seed"":135,""epic"":9,""novel"":1,""poem"":8,""unknown"":2,""work"":1}"	"{""epic"":1,""novel"":1,""work"":1}"	"{""geography"":45,""literature"":2,""other_academic"":65,""pop_culture"":1}"	192	33	accept	literary_work_manual_audit	ntry includes Manuel Puig's Kiss of the Spider Woman as well as the gaucho epic Martin Fierro.
qb_lit_the_bacchae_abc2b960	The Bacchae	accepted_likely_work	accepted_likely_work	50	26	24	35	"{""author_verb_title"":15,""quoted_lit_context"":3,""raw_answerline_work_prompt"":26,""typed_title"":6}"	"{""drama"":1,""novel"":2,""play"":36,""tragedy"":2,""unknown"":4,""work"":5}"	"{""drama"":1,""play"":18,""tragedy"":2,""work"":5}"	"{""literature"":29,""mythology"":1,""other_academic"":6}"	81	0	""	""	12. In one interlude in this play, a god representing Holiness is invoked to witness sacrilege. One character notes “this curl has fallen out of its proper place,” instructing a king to “hold your head straight” as he cu
qb_lit_harlem_a9b9f1fd	Harlem	accepted_likely_work	accepted_likely_work	107	4	103	75	"{""author_verb_title"":3,""byline_title"":1,""quoted_lit_context"":92,""raw_answerline_work_prompt"":4,""typed_title"":7}"	"{""collection"":2,""drama"":1,""epic"":1,""novel"":1,""ode"":10,""play"":18,""poem"":69,""unknown"":1,""work"":4}"	"{""poem"":4}"	"{""fine_arts"":2,""geography"":3,""literature"":51,""other_academic"":26}"	181	0	""	""	"rlem Renaissance poet who asks ""What happens to a dream deferred?"" in his poem ""Harlem.”"
qb_lit_pittsburgh_cycle_684bef3b	Pittsburgh Cycle	accepted_likely_work	accepted_likely_work	207	1	206	141	"{""author_verb_title"":9,""byline_title"":3,""clue_derived_seed_clue_mention"":206,""quoted_lit_context"":14,""raw_answerline_work_prompt"":1,""typed_title"":8}"	"{""clue_derived_seed"":206,""collection"":1,""cycle"":8,""play"":26}"	"{""collection"":1}"	"{""fine_arts"":3,""literature"":103,""other_academic"":76,""pop_culture"":1}"	314	5	""	""	ame this play about former baseball player Troy Maxson, the 1950’s entry in the Pittsburgh Cycle by August Wilson.
qb_lit_sula_49fff476	Sula	accepted_likely_work	accepted_likely_work	47	23	24	37	"{""author_verb_title"":14,""quoted_lit_context"":1,""raw_answerline_work_prompt"":23,""typed_title"":9}"	"{""book"":3,""epic"":1,""novel"":31,""unknown"":7,""work"":5}"	"{""novel"":18,""work"":5}"	"{""literature"":17,""other_academic"":17,""pop_culture"":3}"	71	0	""	""	1. In this novel, it is implied that the protagonist’s grandmother Eva Peace threw her own leg under a train to collect health insurance. For 10 points each: [10] Identify this novel set in the black community of ‘The Bo
qb_lit_arrowsmith_1d237ee3	Arrowsmith	accepted_likely_work	accepted_likely_work	50	20	30	36	"{""author_verb_title"":6,""quoted_lit_context"":1,""raw_answerline_work_prompt"":20,""typed_title"":23}"	"{""book"":3,""novel"":38,""unknown"":5,""work"":4}"	"{""book"":2,""novel"":16,""work"":2}"	"{""literature"":33,""other_academic"":5}"	66	0	""	""	scientist mentored by Max Gottlieb whose wife Leora dies of plague in his novel Arrowsmith. He also wrote Main Street.
qb_lit_nick_adams_f8b30d32	Nick Adams	accepted_likely_work	accepted_likely_work	188	1	187	124	"{""author_verb_title"":4,""clue_derived_seed_clue_mention"":187,""raw_answerline_work_prompt"":1}"	"{""clue_derived_seed"":187,""novel"":1,""short_story"":1,""unknown"":3}"	"{""short_story"":1}"	"{""literature"":74,""other_academic"":71,""pop_culture"":2}"	185	0	""	""	Radio” and “The Short Happy Life of Francis Macomber” are by what author of the Nick Adams stories and The Snows of Kilimanjaro?
qb_lit_die_lorelei_25fccbd1	Die Lorelei	accepted_likely_work	accepted_likely_work	83	6	77	58	"{""quoted_lit_context"":43,""raw_answerline_seed_clue_mention"":77,""raw_answerline_work_prompt"":6,""typed_title"":1}"	"{""answerline_seed"":77,""book"":6,""collection"":6,""lyric"":2,""poem"":30,""tale"":4,""work"":2}"	"{""poem"":6}"	"{""literature"":64,""other_academic"":29}"	151	11	""	""	"2. The action of this poem occurs as ""the peak of the mountain is sparkling / with evening's final ray."" For 10 points each: [10] Name this poem about ""the fairest of maidens,"" whose presence causes the waves of the ""c"
qb_lit_cousin_bette_70fd73d1	Cousin Bette	accepted_likely_work	accepted_likely_work	103	4	99	76	"{""author_verb_title"":7,""quoted_lit_context"":3,""raw_answerline_seed_clue_mention"":99,""raw_answerline_work_prompt"":4}"	"{""answerline_seed"":99,""collection"":1,""novel"":8,""unknown"":1,""work"":4}"	"{""novel"":3,""work"":1}"	"{""literature"":45,""other_academic"":37,""pop_culture"":3}"	107	0	""	""	ular character of this author’s novel Father Goriot, and this author also wrote Cousin Bette. Raphael de Valentin puts on the titular garment in this author’s novel The Wild Ass’s Skin. For ten points, identify this auth
qb_lit_poetry_0e23246b	Poetry	accepted_likely_work	accepted_likely_work	71	9	62	49	"{""byline_title"":1,""quoted_lit_context"":46,""raw_answerline_work_prompt"":9,""typed_title"":15}"	"{""book"":3,""collection"":2,""epic"":10,""ode"":2,""play"":1,""poem"":43,""tale"":1,""unknown"":1,""work"":8}"	"{""poem"":6,""work"":3}"	"{""history"":1,""literature"":35,""other_academic"":19,""philosophy"":1,""pop_culture"":1}"	162	0	""	""	21. This poem argues that it is not “valid to discriminate against ‘business documents and school-books.’” For 10 points each: [10] Identify this work that describes “imaginary gardens with real toads in them,” and state
qb_lit_exemplary_novels_689f44fd	Exemplary Novels	accepted_likely_work	accepted_likely_work	96	5	91	70	"{""author_verb_title"":9,""raw_answerline_seed_clue_mention"":91,""raw_answerline_work_prompt"":5}"	"{""answerline_seed"":91,""collection"":5,""novel"":9}"	"{""collection"":5}"	"{""geography"":1,""literature"":57,""other_academic"":26}"	80	2	""	""	new low with his Eight Comedies and Eight Interludes Never Performed, wrote the Exemplary Novels.
qb_lit_annie_allen_b68d4c24	Annie Allen	accepted_likely_work	accepted_likely_work	94	4	90	73	"{""author_verb_title"":16,""byline_title"":2,""quoted_lit_context"":4,""raw_answerline_seed_clue_mention"":90,""raw_answerline_work_prompt"":4,""typed_title"":17}"	"{""answerline_seed"":90,""book"":4,""collection"":17,""novel"":2,""play"":2,""poem"":13,""unknown"":4,""work"":1}"	"{""book"":2,""collection"":2}"	"{""geography"":5,""literature"":72,""other_academic"":26,""science"":1}"	171	0	accept	literary_or_quizbowl_literature_work_manual_audit	even at the Golden Shovel.” For 10 points, name this African-American author of Annie Allen best-known for “We Real Cool.”
qb_lit_carmina_burana_ab87cb13	Carmina Burana	accepted_likely_work	rejected_non_literary_context	77	6	71	55	"{""author_verb_title"":8,""quoted_lit_context"":3,""raw_answerline_seed_clue_mention"":69,""raw_answerline_work_prompt"":6,""typed_title"":2}"	"{""answerline_seed"":69,""collection"":2,""unknown"":10,""work"":7}"	"{""collection"":2,""work"":4}"	"{""fine_arts"":3,""other_academic"":62,""pop_culture"":2}"	20	49	accept	literary_work_manual_audit	"oet."" FTP, name these ""wandering scholars"" of the middle ages, who authored the Carmina Burana, and other Latin poetry aimed at lampooning the Catholic Church."
