creator_id	creator_display	normalized_name	name_variants	life_dates	culture_or_tradition	notes
creator_00956	W. H. Auden	w h auden	""	""	""	Bootstrapped from incumbent path
creator_00957	Katherine Mansfield	katherine mansfield	""	""	""	Bootstrapped from incumbent path
creator_00958	William Butler Yeats	william butler yeats	""	""	""	Bootstrapped from incumbent path
creator_00959	Jean Follain	jean follain	""	""	""	Bootstrapped from incumbent path
creator_00960	Yves Bonnefoy	yves bonnefoy	""	""	""	Bootstrapped from incumbent path
creator_00961	T. S. Eliot	t s eliot	""	""	""	Bootstrapped from incumbent path
creator_00962	Yi Kwang-su	yi kwang su	""	""	""	Bootstrapped from incumbent path
creator_00963	Willa Cather	willa cather	""	""	""	Bootstrapped from incumbent path
creator_00964	Cesar Vallejo	cesar vallejo	""	""	""	Bootstrapped from incumbent path
creator_00965	Alexander Blok	alexander blok	""	""	""	Bootstrapped from incumbent path
creator_00966	Sherwood Anderson	sherwood anderson	""	""	""	Bootstrapped from incumbent path
creator_00967	Robert Walser	robert walser	""	""	""	Bootstrapped from incumbent path
creator_00968	Alcides Arguedas	alcides arguedas	""	""	""	Bootstrapped from incumbent path
creator_00969	Premchand	premchand	""	""	""	Bootstrapped from incumbent path
creator_00970	David Lindsay	david lindsay	""	""	""	Bootstrapped from incumbent path
creator_00971	Liviu Rebreanu	liviu rebreanu	""	""	""	Bootstrapped from incumbent path
creator_00972	Sigrid Undset	sigrid undset	""	""	""	Bootstrapped from incumbent path
creator_00973	Sinclair Lewis	sinclair lewis	""	""	""	Bootstrapped from incumbent path
creator_00974	Karel Capek	karel capek	""	""	""	Bootstrapped from incumbent path
creator_00975	Hugh Lofting	hugh lofting	""	""	""	Bootstrapped from incumbent path
creator_00976	Jaroslav Hasek	jaroslav hasek	""	""	""	Bootstrapped from incumbent path
creator_00977	Shiga Naoya	shiga naoya	""	""	""	Bootstrapped from incumbent path
creator_00978	Lu Xun	lu xun	""	""	""	Bootstrapped from incumbent path
creator_00979	Yevgeny Zamyatin	yevgeny zamyatin	""	""	""	Bootstrapped from incumbent path
creator_00980	Gabriela Mistral	gabriela mistral	""	""	""	Bootstrapped from incumbent path
creator_00981	Mario de Andrade	mario de andrade	""	""	""	Bootstrapped from incumbent path
creator_00982	Marah Rusli	marah rusli	""	""	""	Bootstrapped from incumbent path
creator_00983	Wallace Stevens	wallace stevens	""	""	""	Bootstrapped from incumbent path
creator_00984	E. E. Cummings	e e cummings	""	""	""	Bootstrapped from incumbent path
creator_00985	Adalbert Stifter	adalbert stifter	""	""	""	Bootstrapped from incumbent path
creator_00986	Jean Toomer	jean toomer	""	""	""	Bootstrapped from incumbent path
creator_00987	Yakub Kolas	yakub kolas	""	""	""	Bootstrapped from incumbent path
creator_00988	William Carlos Williams	william carlos williams	""	""	""	Bootstrapped from incumbent path
creator_00989	Pablo Neruda	pablo neruda	""	""	""	Bootstrapped from incumbent path
creator_00990	Kahlil Gibran	kahlil gibran	""	""	""	Bootstrapped from incumbent path
creator_00991	Sean O'Casey	sean ocasey	""	""	""	Bootstrapped from incumbent path
creator_00992	Tanizaki Junichiro	tanizaki junichiro	""	""	""	Bootstrapped from incumbent path
creator_00993	Muhammad Iqbal	muhammad iqbal	""	""	""	Bootstrapped from incumbent path
creator_00994	Marianne Moore	marianne moore	""	""	""	Bootstrapped from incumbent path
creator_00995	Jose Eustasio Rivera	jose eustasio rivera	""	""	""	Bootstrapped from incumbent path
creator_00996	Virginia Woolf	virginia woolf	""	""	""	Bootstrapped from incumbent path
creator_00997	Thomas Mofolo	thomas mofolo	""	""	""	Bootstrapped from incumbent path
creator_00998	Ernest Hemingway	ernest hemingway	""	""	""	Bootstrapped from incumbent path
creator_00999	John Dos Passos	john dos passos	""	""	""	Bootstrapped from incumbent path
creator_01000	Oswald de Andrade	oswald de andrade	""	""	""	Bootstrapped from incumbent path
creator_01001	Kim Dong-in	kim dong in	""	""	""	Bootstrapped from incumbent path
creator_01002	F. Scott Fitzgerald	f scott fitzgerald	""	""	""	Bootstrapped from incumbent path
creator_01003	Mikhail Bulgakov	mikhail bulgakov	""	""	""	Bootstrapped from incumbent path
creator_01004	Sam Blowsnake and Paul Radin	sam blowsnake and paul radin	""	""	""	Bootstrapped from incumbent path
creator_01005	Abdulla Qodiriy	abdulla qodiriy	""	""	""	Bootstrapped from incumbent path
creator_01006	Isaac Babel	isaac babel	""	""	""	Bootstrapped from incumbent path
creator_01007	Taha Hussein	taha hussein	""	""	""	Bootstrapped from incumbent path
creator_01008	Agatha Christie	agatha christie	""	""	""	Bootstrapped from incumbent path
creator_01009	A. H. Tammsaare	h tammsaare	""	""	""	Bootstrapped from incumbent path
creator_01010	A. A. Milne	milne	""	""	""	Bootstrapped from incumbent path
creator_01011	Erich Maria Remarque	erich maria remarque	""	""	""	Bootstrapped from incumbent path
creator_01012	Mourning Dove	mourning dove	""	""	""	Bootstrapped from incumbent path
creator_01013	Yuri Olesha	yuri olesha	""	""	""	Bootstrapped from incumbent path
creator_01014	Hermann Hesse	hermann hesse	""	""	""	Bootstrapped from incumbent path
creator_01015	Gebreyesus Hailu	gebreyesus hailu	""	""	""	Bootstrapped from incumbent path
creator_01016	Federico Garcia Lorca	federico garcia lorca	""	""	""	Bootstrapped from incumbent path
creator_01017	Claude McKay	claude mckay	""	""	""	Bootstrapped from incumbent path
creator_01018	Nella Larsen	nella larsen	""	""	""	Bootstrapped from incumbent path
creator_01019	H. P. Lovecraft	h p lovecraft	""	""	""	Bootstrapped from incumbent path
creator_01020	Valerian Pidmohylny	valerian pidmohylny	""	""	""	Bootstrapped from incumbent path
creator_01021	Mikhail Sholokhov	mikhail sholokhov	""	""	""	Bootstrapped from incumbent path
creator_01022	Bertolt Brecht	bertolt brecht	""	""	""	Bootstrapped from incumbent path
creator_01023	William Faulkner	william faulkner	""	""	""	Bootstrapped from incumbent path
creator_01024	Alfred Doblin	alfred doblin	""	""	""	Bootstrapped from incumbent path
creator_01025	Romulo Gallegos	romulo gallegos	""	""	""	Bootstrapped from incumbent path
creator_01026	Miroslav Krleza	miroslav krleza	""	""	""	Bootstrapped from incumbent path
creator_01027	Bibhutibhushan Bandyopadhyay	bibhutibhushan bandyopadhyay	""	""	""	Bootstrapped from incumbent path
creator_01028	Jean Cocteau	jean cocteau	""	""	""	Bootstrapped from incumbent path
creator_01029	Olaf Stapledon	olaf stapledon	""	""	""	Bootstrapped from incumbent path
creator_01030	Sol Plaatje	sol plaatje	""	""	""	Bootstrapped from incumbent path
creator_01031	Hart Crane	hart crane	""	""	""	Bootstrapped from incumbent path
creator_01032	Rachel de Queiroz	rachel de queiroz	""	""	""	Bootstrapped from incumbent path
creator_01033	Andrei Platonov	andrei platonov	""	""	""	Bootstrapped from incumbent path
creator_01034	Dashiell Hammett	dashiell hammett	""	""	""	Bootstrapped from incumbent path
creator_01035	Vicente Huidobro	vicente huidobro	""	""	""	Bootstrapped from incumbent path
creator_01036	Ba Jin	ba jin	""	""	""	Bootstrapped from incumbent path
creator_01037	Kalindi Charan Panigrahi	kalindi charan panigrahi	""	""	""	Bootstrapped from incumbent path
creator_01038	Nicolas Guillen	nicolas guillen	""	""	""	Bootstrapped from incumbent path
creator_01039	S. Y. Agnon	s y agnon	""	""	""	Bootstrapped from incumbent path
creator_01040	Hermann Broch	hermann broch	""	""	""	Bootstrapped from incumbent path
creator_01041	Yom Sang-seop	yom sang seop	""	""	""	Bootstrapped from incumbent path
creator_01042	Pearl S. Buck	pearl s buck	""	""	""	Bootstrapped from incumbent path
creator_01043	Joseph Roth	joseph roth	""	""	""	Bootstrapped from incumbent path
creator_01044	Sajjad Zaheer, Rashid Jahan, Ahmed Ali, and Mahmuduzzafar	sajjad zaheer rashid jahan ahmed ali and mahmuduzzafar	""	""	""	Bootstrapped from incumbent path
creator_01045	Black Elk and John G. Neihardt	black elk and john g neihardt	""	""	""	Bootstrapped from incumbent path
creator_01046	Aldous Huxley	aldous huxley	""	""	""	Bootstrapped from incumbent path
creator_01047	Louis-Ferdinand Celine	louis ferdinand celine	""	""	""	Bootstrapped from incumbent path
creator_01048	Lewis Grassic Gibbon	lewis grassic gibbon	""	""	""	Bootstrapped from incumbent path
creator_01049	Robert E. Howard	robert e howard	""	""	""	Bootstrapped from incumbent path
creator_01050	Willem Elsschot	willem elsschot	""	""	""	Bootstrapped from incumbent path
creator_01051	K. Shivaram Karanth	k shivaram karanth	""	""	""	Bootstrapped from incumbent path
creator_01052	Arthur Schnitzler	arthur schnitzler	""	""	""	Bootstrapped from incumbent path
creator_01053	Mao Dun	mao dun	""	""	""	Bootstrapped from incumbent path
creator_01054	Nathanael West	nathanael west	""	""	""	Bootstrapped from incumbent path
creator_01055	Tawfiq al-Hakim	tawfiq al hakim	""	""	""	Bootstrapped from incumbent path
creator_01056	Shen Congwen	shen congwen	""	""	""	Bootstrapped from incumbent path
creator_01057	George Orwell	george orwell	""	""	""	Bootstrapped from incumbent path
creator_01058	Jorge Icaza	jorge icaza	""	""	""	Bootstrapped from incumbent path
creator_01059	Halldor Laxness	halldor laxness	""	""	""	Bootstrapped from incumbent path
creator_01060	P. L. Travers	p l travers	""	""	""	Bootstrapped from incumbent path
creator_01061	Karen Blixen	karen blixen	""	""	""	Bootstrapped from incumbent path
creator_01062	Abubakar Tafawa Balewa	abubakar tafawa balewa	""	""	""	Bootstrapped from incumbent path
creator_01063	Lakshmibai Tilak	lakshmibai tilak	""	""	""	Bootstrapped from incumbent path
creator_01064	John Joseph Mathews	john joseph mathews	""	""	""	Bootstrapped from incumbent path
creator_01065	Maria Luisa Bombal	maria luisa bombal	""	""	""	Bootstrapped from incumbent path
creator_01066	Bruno Schulz	bruno schulz	""	""	""	Bootstrapped from incumbent path
creator_01067	Viswanatha Satyanarayana	viswanatha satyanarayana	""	""	""	Bootstrapped from incumbent path
creator_01068	Jean Rhys	jean rhys	""	""	""	Bootstrapped from incumbent path
creator_01069	Antonio Buero Vallejo	antonio buero vallejo	""	""	""	Bootstrapped from incumbent path
creator_01070	Sarat Chandra Chattopadhyay	sarat chandra chattopadhyay	""	""	""	Bootstrapped from incumbent path
creator_01071	Dorothy L. Sayers	dorothy l sayers	""	""	""	Bootstrapped from incumbent path
creator_01072	Cao Yu	cao yu	""	""	""	Bootstrapped from incumbent path
creator_01073	Elias Canetti	elias canetti	""	""	""	Bootstrapped from incumbent path
creator_01074	Harivansh Rai Bachchan	harivansh rai bachchan	""	""	""	Bootstrapped from incumbent path
creator_01075	Chu Yo-sup	chu yo sup	""	""	""	Bootstrapped from incumbent path
creator_01076	Elizabeth Bowen	elizabeth bowen	""	""	""	Bootstrapped from incumbent path
creator_01077	Isaac Bashevis Singer	isaac bashevis singer	""	""	""	Bootstrapped from incumbent path
creator_01078	Kawabata Yasunari	kawabata yasunari	""	""	""	Bootstrapped from incumbent path
creator_01079	R. K. Narayan	r k narayan	""	""	""	Bootstrapped from incumbent path
creator_01080	Xiao Hong	xiao hong	""	""	""	Bootstrapped from incumbent path
creator_01081	Mulk Raj Anand	mulk raj anand	""	""	""	Bootstrapped from incumbent path
creator_01082	Graciliano Ramos	graciliano ramos	""	""	""	Bootstrapped from incumbent path
creator_01083	Vu Trong Phung	vu trong phung	""	""	""	Bootstrapped from incumbent path
creator_01084	Laxmi Prasad Devkota	laxmi prasad devkota	""	""	""	Bootstrapped from incumbent path
creator_01085	Djuna Barnes	djuna barnes	""	""	""	Bootstrapped from incumbent path
creator_01086	Manik Bandopadhyay	manik bandopadhyay	""	""	""	Bootstrapped from incumbent path
creator_01087	Kim Tongni	kim tongni	""	""	""	Bootstrapped from incumbent path
creator_01088	D'Arcy McNickle	darcy mcnickle	""	""	""	Bootstrapped from incumbent path
creator_01089	Yi Sang	yi sang	""	""	""	Bootstrapped from incumbent path
creator_01090	Zora Neale Hurston	zora neale hurston	""	""	""	Bootstrapped from incumbent path
creator_01091	Kurban Said	kurban said	""	""	""	Bootstrapped from incumbent path
creator_01092	Jorge Amado	jorge amado	""	""	""	Bootstrapped from incumbent path
creator_01093	Witold Gombrowicz	witold gombrowicz	""	""	""	Bootstrapped from incumbent path
creator_01094	Antal Szerb	antal szerb	""	""	""	Bootstrapped from incumbent path
creator_01095	Abubakar Imam	abubakar imam	""	""	""	Bootstrapped from incumbent path
creator_01096	Lao She	lao she	""	""	""	Bootstrapped from incumbent path
creator_01097	Sadegh Hedayat	sadegh hedayat	""	""	""	Bootstrapped from incumbent path
creator_01098	J. R. R. Tolkien	j r r tolkien	""	""	""	Bootstrapped from incumbent path
creator_01099	John Steinbeck	john steinbeck	""	""	""	Bootstrapped from incumbent path
creator_01100	Siburapha	siburapha	""	""	""	Bootstrapped from incumbent path
creator_01101	Vladimir Bartol	vladimir bartol	""	""	""	Bootstrapped from incumbent path
creator_01102	Raja Rao	raja rao	""	""	""	Bootstrapped from incumbent path
creator_01103	Thornton Wilder	thornton wilder	""	""	""	Bootstrapped from incumbent path
creator_01104	Chae Man-sik	chae man sik	""	""	""	Bootstrapped from incumbent path
creator_01105	D. O. Fagunwa	d o fagunwa	""	""	""	Bootstrapped from incumbent path
creator_01106	Left Handed and Walter Dyk	left handed and walter dyk	""	""	""	Bootstrapped from incumbent path
creator_01107	Xunzi and early Confucian textual tradition	xunzi and early confucian textual tradition	""	""	""	Bootstrapped from incumbent path
creator_01108	Daphne du Maurier	daphne du maurier	""	""	""	Bootstrapped from incumbent path
creator_01109	Margarete Steffin	margarete steffin	""	""	""	Bootstrapped from incumbent path
creator_01110	Flann O'Brien	flann obrien	""	""	""	Bootstrapped from incumbent path
creator_01111	Aime Cesaire	aime cesaire	""	""	""	Bootstrapped from incumbent path
creator_01112	Raymond Chandler	raymond chandler	""	""	""	Bootstrapped from incumbent path
creator_01113	Arne Garborg	arne garborg	""	""	""	Bootstrapped from incumbent path
creator_01114	Ishikawa Takuboku	ishikawa takuboku	""	""	""	Bootstrapped from incumbent path
creator_01115	Juan Carlos Onetti	juan carlos onetti	""	""	""	Bootstrapped from incumbent path
creator_01116	Karin Boye	karin boye	""	""	""	Bootstrapped from incumbent path
creator_01117	Richard Wright	richard wright	""	""	""	Bootstrapped from incumbent path
creator_01118	Carson McCullers	carson mccullers	""	""	""	Bootstrapped from incumbent path
creator_01119	Adolfo Bioy Casares	adolfo bioy casares	""	""	""	Bootstrapped from incumbent path
creator_01120	Graham Greene	graham greene	""	""	""	Bootstrapped from incumbent path
creator_01121	Han Fei and Legalist textual tradition	han fei and legalist textual tradition	""	""	""	Bootstrapped from incumbent path
creator_01122	Dino Buzzati	dino buzzati	""	""	""	Bootstrapped from incumbent path
creator_01123	Ciro Alegria	ciro alegria	""	""	""	Bootstrapped from incumbent path
creator_01124	Stefan Zweig	stefan zweig	""	""	""	Bootstrapped from incumbent path
creator_01125	Eugene O'Neill	eugene oneill	""	""	""	Bootstrapped from incumbent path
creator_01126	Sandor Marai	sandor marai	""	""	""	Bootstrapped from incumbent path
creator_01127	Ismat Chughtai	ismat chughtai	""	""	""	Bootstrapped from incumbent path
creator_01128	Ho Chi Minh	ho chi minh	""	""	""	Bootstrapped from incumbent path
creator_01129	Camilo Jose Cela	camilo jose cela	""	""	""	Bootstrapped from incumbent path
creator_01130	Mukhtar Auezov	mukhtar auezov	""	""	""	Bootstrapped from incumbent path
creator_01131	Antoine de Saint-Exupery	antoine de saint exupery	""	""	""	Bootstrapped from incumbent path
creator_01132	Eileen Chang	eileen chang	""	""	""	Bootstrapped from incumbent path
creator_01133	Sabahattin Ali	sabahattin ali	""	""	""	Bootstrapped from incumbent path
creator_01134	Clarice Lispector	clarice lispector	""	""	""	Bootstrapped from incumbent path
creator_01135	Nelly Sachs	nelly sachs	""	""	""	Bootstrapped from incumbent path
creator_01136	Jorge Luis Borges	jorge luis borges	""	""	""	Bootstrapped from incumbent path
creator_01137	Vaikom Muhammad Basheer	vaikom muhammad basheer	""	""	""	Bootstrapped from incumbent path
creator_01138	Martin Wickramasinghe	martin wickramasinghe	""	""	""	Bootstrapped from incumbent path
creator_01139	Jacques Roumain	jacques roumain	""	""	""	Bootstrapped from incumbent path
creator_01140	Ingeborg Bachmann	ingeborg bachmann	""	""	""	Bootstrapped from incumbent path
creator_01141	Par Lagerkvist	par lagerkvist	""	""	""	Bootstrapped from incumbent path
creator_01142	Tennessee Williams	tennessee williams	""	""	""	Bootstrapped from incumbent path
creator_01143	Anna Seghers	anna seghers	""	""	""	Bootstrapped from incumbent path
creator_01144	Jean Giraudoux	jean giraudoux	""	""	""	Bootstrapped from incumbent path
creator_01145	Aniceti Kitereza	aniceti kitereza	""	""	""	Bootstrapped from incumbent path
creator_01146	Carlo Levi	carlo levi	""	""	""	Bootstrapped from incumbent path
creator_01147	Carmen Laforet	carmen laforet	""	""	""	Bootstrapped from incumbent path
creator_01148	Astrid Lindgren	astrid lindgren	""	""	""	Bootstrapped from incumbent path
creator_01149	Ivo Andric	ivo andric	""	""	""	Bootstrapped from incumbent path
creator_01150	Wu Zhuoliu	wu zhuoliu	""	""	""	Bootstrapped from incumbent path
creator_01151	Evelyn Waugh	evelyn waugh	""	""	""	Bootstrapped from incumbent path
creator_01152	Christopher Isherwood	christopher isherwood	""	""	""	Bootstrapped from incumbent path
creator_01153	Robert Penn Warren	robert penn warren	""	""	""	Bootstrapped from incumbent path
creator_01154	Buchi Babu	buchi babu	""	""	""	Bootstrapped from incumbent path
creator_01155	Peter Abrahams	peter abrahams	""	""	""	Bootstrapped from incumbent path
creator_01156	Miguel Angel Asturias	miguel angel asturias	""	""	""	Bootstrapped from incumbent path
creator_01157	Ann Petry	ann petry	""	""	""	Bootstrapped from incumbent path
creator_01158	Tadeusz Borowski	tadeusz borowski	""	""	""	Bootstrapped from incumbent path
creator_01159	Mervyn Peake	mervyn peake	""	""	""	Bootstrapped from incumbent path
creator_01160	Nikos Kazantzakis	nikos kazantzakis	""	""	""	Bootstrapped from incumbent path
creator_01161	Carlos Bulosan	carlos bulosan	""	""	""	Bootstrapped from incumbent path
creator_01162	Baltasar Lopes	baltasar lopes	""	""	""	Bootstrapped from incumbent path
creator_01163	Qian Zhongshu	qian zhongshu	""	""	""	Bootstrapped from incumbent path
creator_01164	Tarashankar Bandyopadhyay	tarashankar bandyopadhyay	""	""	""	Bootstrapped from incumbent path
creator_01165	Naguib Mahfouz	naguib mahfouz	""	""	""	Bootstrapped from incumbent path
creator_01166	Gerard Reve	gerard reve	""	""	""	Bootstrapped from incumbent path
creator_01167	Dazai Osamu	dazai osamu	""	""	""	Bootstrapped from incumbent path
creator_01168	Malcolm Lowry	malcolm lowry	""	""	""	Bootstrapped from incumbent path
creator_01169	Leopoldo Marechal	leopoldo marechal	""	""	""	Bootstrapped from incumbent path
creator_01170	Amrita Pritam	amrita pritam	""	""	""	Bootstrapped from incumbent path
creator_01171	Jerzy Andrzejewski	jerzy andrzejewski	""	""	""	Bootstrapped from incumbent path
creator_01172	Alan Paton	alan paton	""	""	""	Bootstrapped from incumbent path
creator_01173	Saadat Hasan Manto	saadat hasan manto	""	""	""	Bootstrapped from incumbent path
creator_01174	Syed Waliullah	syed waliullah	""	""	""	Bootstrapped from incumbent path
creator_01175	Tove Jansson	tove jansson	""	""	""	Bootstrapped from incumbent path
creator_01176	Arthur Miller	arthur miller	""	""	""	Bootstrapped from incumbent path
creator_01177	Ahmet Hamdi Tanpinar	ahmet hamdi tanpinar	""	""	""	Bootstrapped from incumbent path
creator_01178	Mishima Yukio	mishima yukio	""	""	""	Bootstrapped from incumbent path
creator_01179	S. Yizhar	s yizhar	""	""	""	Bootstrapped from incumbent path
creator_01180	Alejo Carpentier	alejo carpentier	""	""	""	Bootstrapped from incumbent path
creator_01181	Shirley Jackson	shirley jackson	""	""	""	Bootstrapped from incumbent path
creator_01182	W. B. Yeats	w b yeats	""	""	""	Bootstrapped from incumbent path
creator_01183	C. P. Cavafy	c p cavafy	""	""	""	Bootstrapped from incumbent path
creator_01184	Flannery O'Connor	flannery oconnor	""	""	""	Bootstrapped from incumbent path
creator_01185	Yoruba performance-poetry tradition	yoruba performance poetry tradition	""	""	""	Bootstrapped from incumbent path
creator_01186	Sri Sri	sri sri	""	""	""	Bootstrapped from incumbent path
creator_01187	Osip Mandelstam	osip mandelstam	""	""	""	Bootstrapped from incumbent path
creator_01188	Paul Celan	paul celan	""	""	""	Bootstrapped from incumbent path
creator_01189	Anna Akhmatova	anna akhmatova	""	""	""	Bootstrapped from incumbent path
creator_01190	Kalki Krishnamurthy	kalki krishnamurthy	""	""	""	Bootstrapped from incumbent path
creator_01191	Sayyid Mohammed Abdullah Hassan	sayyid mohammed abdullah hassan	""	""	""	Bootstrapped from incumbent path
creator_01192	Leopold Sedar Senghor	leopold sedar senghor	""	""	""	Bootstrapped from incumbent path
creator_01193	Tomas Transtromer	tomas transtromer	""	""	""	Bootstrapped from incumbent path
creator_01194	Hayim Nahman Bialik	hayim nahman bialik	""	""	""	Bootstrapped from incumbent path
creator_01195	Galaktion Tabidze	galaktion tabidze	""	""	""	Bootstrapped from incumbent path
creator_01196	Hadrawi	hadrawi	""	""	""	Bootstrapped from incumbent path
creator_01197	Cigerxwin	cigerxwin	""	""	""	Bootstrapped from incumbent path
creator_01198	Robert Hayden	robert hayden	""	""	""	Bootstrapped from incumbent path
creator_01199	Elizabeth Bishop	elizabeth bishop	""	""	""	Bootstrapped from incumbent path
creator_01200	Langston Hughes	langston hughes	""	""	""	Bootstrapped from incumbent path
creator_01201	Mehdi Akhavan Sales	mehdi akhavan sales	""	""	""	Bootstrapped from incumbent path
creator_01202	John Ashbery	john ashbery	""	""	""	Bootstrapped from incumbent path
creator_01203	Ahmad Shamlu	ahmad shamlu	""	""	""	Bootstrapped from incumbent path
creator_01204	Nima Yushij	nima yushij	""	""	""	Bootstrapped from incumbent path
creator_01205	Faiz Ahmed Faiz	faiz ahmed faiz	""	""	""	Bootstrapped from incumbent path
creator_01206	Noemia de Sousa	noemia de sousa	""	""	""	Bootstrapped from incumbent path
creator_01207	Jose Craveirinha	jose craveirinha	""	""	""	Bootstrapped from incumbent path
creator_01208	Giorgos Seferis	giorgos seferis	""	""	""	Bootstrapped from incumbent path
creator_01209	Czeslaw Milosz	czeslaw milosz	""	""	""	Bootstrapped from incumbent path
creator_01210	Wislawa Szymborska	wislawa szymborska	""	""	""	Bootstrapped from incumbent path
creator_01211	Dennis Brutus	dennis brutus	""	""	""	Bootstrapped from incumbent path
creator_01212	Ingrid Jonker	ingrid jonker	""	""	""	Bootstrapped from incumbent path
creator_01213	Mongane Wally Serote	mongane wally serote	""	""	""	Bootstrapped from incumbent path
creator_01214	Keorapetse Kgositsile	keorapetse kgositsile	""	""	""	Bootstrapped from incumbent path
creator_01215	Waldo Williams	waldo williams	""	""	""	Bootstrapped from incumbent path
creator_01216	Rainis	rainis	""	""	""	Bootstrapped from incumbent path
creator_01217	David Diop	david diop	""	""	""	Bootstrapped from incumbent path
creator_01218	Sorley MacLean	sorley maclean	""	""	""	Bootstrapped from incumbent path
creator_01219	Avrom Sutzkever	avrom sutzkever	""	""	""	Bootstrapped from incumbent path
creator_01220	Nazim Hikmet	nazim hikmet	""	""	""	Bootstrapped from incumbent path
creator_01221	Marina Tsvetaeva	marina tsvetaeva	""	""	""	Bootstrapped from incumbent path
creator_01222	Seamus Heaney	seamus heaney	""	""	""	Bootstrapped from incumbent path
creator_01223	Mahmoud Darwish	mahmoud darwish	""	""	""	Bootstrapped from incumbent path
creator_01224	Siamanto	siamanto	""	""	""	Bootstrapped from incumbent path
creator_01225	Daniel Varoujan	daniel varoujan	""	""	""	Bootstrapped from incumbent path
creator_01226	Carlos Drummond de Andrade	carlos drummond de andrade	""	""	""	Bootstrapped from incumbent path
creator_01227	I. L. Peretz	i l peretz	""	""	""	Bootstrapped from incumbent path
creator_01228	Silvina Ocampo	silvina ocampo	""	""	""	Bootstrapped from incumbent path
creator_01229	Eudora Welty	eudora welty	""	""	""	Bootstrapped from incumbent path
creator_01230	Pudhumaipithan	pudhumaipithan	""	""	""	Bootstrapped from incumbent path
creator_01231	Felisberto Hernandez	felisberto hernandez	""	""	""	Bootstrapped from incumbent path
creator_01232	Julio Cortazar	julio cortazar	""	""	""	Bootstrapped from incumbent path
creator_01233	Patricia Highsmith	patricia highsmith	""	""	""	Bootstrapped from incumbent path
creator_01234	C. S. Lewis	c s lewis	""	""	""	Bootstrapped from incumbent path
creator_01235	Octavio Paz	octavio paz	""	""	""	Bootstrapped from incumbent path
creator_01236	Pramoedya Ananta Toer	pramoedya ananta toer	""	""	""	Bootstrapped from incumbent path
creator_01237	Ray Bradbury	ray bradbury	""	""	""	Bootstrapped from incumbent path
creator_01238	Ijaw oral epic tradition	ijaw oral epic tradition	""	""	""	Bootstrapped from incumbent path
creator_01239	Guillermo Cabrera Infante	guillermo cabrera infante	""	""	""	Bootstrapped from incumbent path
creator_01240	Cesare Pavese	cesare pavese	""	""	""	Bootstrapped from incumbent path
creator_01241	Isaac Asimov	isaac asimov	""	""	""	Bootstrapped from incumbent path
creator_01242	Shaaban Robert	shaaban robert	""	""	""	Bootstrapped from incumbent path
creator_01243	J. D. Salinger	j d salinger	""	""	""	Bootstrapped from incumbent path
creator_01244	Josephine Tey	josephine tey	""	""	""	Bootstrapped from incumbent path
creator_01245	Samuel Beckett	samuel beckett	""	""	""	Bootstrapped from incumbent path
creator_01246	Anthony Powell	anthony powell	""	""	""	Bootstrapped from incumbent path
creator_01247	Ralph Ellison	ralph ellison	""	""	""	Bootstrapped from incumbent path
creator_01248	E. B. White	e b white	""	""	""	Bootstrapped from incumbent path
creator_01249	Clifford D. Simak	clifford d simak	""	""	""	Bootstrapped from incumbent path
creator_01250	Amos Tutuola	amos tutuola	""	""	""	Bootstrapped from incumbent path
creator_01251	Arthur C. Clarke	arthur c clarke	""	""	""	Bootstrapped from incumbent path
creator_01252	Hwang Sun-won	hwang sun won	""	""	""	Bootstrapped from incumbent path
creator_01253	Kukrit Pramoj	kukrit pramoj	""	""	""	Bootstrapped from incumbent path
creator_01254	James Baldwin	james baldwin	""	""	""	Bootstrapped from incumbent path
creator_01255	George Lamming	george lamming	""	""	""	Bootstrapped from incumbent path
creator_01256	Norman Mailer	norman mailer	""	""	""	Bootstrapped from incumbent path
creator_01257	Saul Bellow	saul bellow	""	""	""	Bootstrapped from incumbent path
creator_01258	Juan Rulfo	juan rulfo	""	""	""	Bootstrapped from incumbent path
creator_01259	Camara Laye	camara laye	""	""	""	Bootstrapped from incumbent path
creator_01260	Alfred Bester	alfred bester	""	""	""	Bootstrapped from incumbent path
creator_01261	Ramon J. Sender	ramon j sender	""	""	""	Bootstrapped from incumbent path
creator_01262	Richard Matheson	richard matheson	""	""	""	Bootstrapped from incumbent path
creator_01263	William Golding	william golding	""	""	""	Bootstrapped from incumbent path
creator_01264	Phanishwar Nath Renu	phanishwar nath renu	""	""	""	Bootstrapped from incumbent path
creator_01265	Driss Chraibi	driss chraibi	""	""	""	Bootstrapped from incumbent path
creator_01266	Varlam Shalamov	varlam shalamov	""	""	""	Bootstrapped from incumbent path
creator_01267	Joao Cabral de Melo Neto	joao cabral de melo neto	""	""	""	Bootstrapped from incumbent path
creator_01268	Yashar Kemal	yashar kemal	""	""	""	Bootstrapped from incumbent path
creator_01269	Journal Kyaw Ma Ma Lay	journal kyaw ma ma lay	""	""	""	Bootstrapped from incumbent path
creator_01270	John Wyndham	john wyndham	""	""	""	Bootstrapped from incumbent path
creator_01271	Mircea Eliade	mircea eliade	""	""	""	Bootstrapped from incumbent path
creator_01272	William Gaddis	william gaddis	""	""	""	Bootstrapped from incumbent path
creator_01273	Pier Paolo Pasolini	pier paolo pasolini	""	""	""	Bootstrapped from incumbent path
