work_id	candidate_status	canonical_title	evidence_count	accepted_external_support_count	provisional_external_support_count	accepted_independent_support_families	provisional_independent_support_families	representative_selection_count	non_scoring_evidence_count	internal_evidence_count	source_debt_status	closure_scope	blocking_reason	next_action
work_candidate_wave003_queneau_exercises_style	incumbent_current_path	Exercises in Style	0	0	0	0	0	0	0	0	open_no_evidence	none	No evidence rows exist for this work.	extract_or_match_source_items
work_candidate_audit_replacement_sons_and_lovers	incumbent_current_path	Sons and Lovers	0	0	0	0	0	0	0	0	open_no_evidence	none	No evidence rows exist for this work.	extract_or_match_source_items
work_candidate_bloom_reviewed_custom_country	incumbent_current_path	The Custom of the Country	0	0	0	0	0	0	0	0	open_no_evidence	none	No evidence rows exist for this work.	extract_or_match_source_items
work_candidate_me_lit_zaynab	incumbent_current_path	Zaynab	0	0	0	0	0	0	0	0	open_no_evidence	none	No evidence rows exist for this work.	extract_or_match_source_items
work_candidate_bloom_late_033_literature_bloom_chaotic_age_reviewed_0976_ci_git_precede_de_la_culture_indienne	incumbent_current_path	Ci-git, Precede de la Culture Indienne	0	0	0	0	0	0	0	0	open_no_evidence	none	No evidence rows exist for this work.	extract_or_match_source_items
work_candidate_wave003_ponge_things	incumbent_current_path	Le Parti pris des choses	0	0	0	0	0	0	0	0	open_no_evidence	none	No evidence rows exist for this work.	extract_or_match_source_items
work_candidate_bloom_late_033_literature_bloom_chaotic_age_reviewed_0971_le_baphomet	incumbent_current_path	Le Baphomet	0	0	0	0	0	0	0	0	open_no_evidence	none	No evidence rows exist for this work.	extract_or_match_source_items
work_candidate_wave003_colette_cheri	incumbent_current_path	Cheri	0	0	0	0	0	0	0	0	open_no_evidence	none	No evidence rows exist for this work.	extract_or_match_source_items
work_candidate_bloom_late_033_literature_bloom_chaotic_age_reviewed_0972_locus_solus	incumbent_current_path	Locus Solus	0	0	0	0	0	0	0	0	open_no_evidence	none	No evidence rows exist for this work.	extract_or_match_source_items
work_candidate_bloom_late_033_literature_bloom_chaotic_age_reviewed_0974_the_umbilicus_of_limbo	incumbent_current_path	The Umbilicus of Limbo	0	0	0	0	0	0	0	0	open_no_evidence	none	No evidence rows exist for this work.	extract_or_match_source_items
work_candidate_bloom_late_033_literature_bloom_chaotic_age_reviewed_0978_tristes_tropiques	incumbent_current_path	Tristes Tropiques	0	0	0	0	0	0	0	0	open_no_evidence	none	No evidence rows exist for this work.	extract_or_match_source_items
work_candidate_bloom_late_033_literature_bloom_chaotic_age_reviewed_0975_van_gogh_le_suicide_de_la_societe	incumbent_current_path	Van Gogh le Suicide de la Societe	0	0	0	0	0	0	0	0	open_no_evidence	none	No evidence rows exist for this work.	extract_or_match_source_items
work_candidate_bloom_reviewed_dubliners	incumbent_current_path	Dubliners	2	0	2	0	1	0	0	0	open_provisional_external_support	none	External evidence exists but reviewer_status is not accepted.	review_evidence_scope_and_accept_or_reject
work_candidate_bloom_late_033_literature_bloom_chaotic_age_reviewed_0991_four_novels_by_marguerite_duras	incumbent_current_path	Four Novels by Marguerite Duras	0	0	0	0	0	0	0	0	open_no_evidence	none	No evidence rows exist for this work.	extract_or_match_source_items
work_candidate_kokoro_natsume_soseki	incumbent_current_path	Kokoro	0	0	0	0	0	0	0	0	open_no_evidence	none	No evidence rows exist for this work.	extract_or_match_source_items
work_candidate_wave003_cendrars_transsiberian	incumbent_current_path	Prose of the Trans-Siberian and of Little Jehanne of France	0	0	0	0	0	0	0	0	open_no_evidence	none	No evidence rows exist for this work.	extract_or_match_source_items
work_candidate_completion_lit_niebla	incumbent_current_path	Niebla	0	0	0	0	0	0	0	0	open_no_evidence	none	No evidence rows exist for this work.	extract_or_match_source_items
work_candidate_bloom_reviewed_tender_buttons	incumbent_current_path	Tender Buttons	0	0	0	0	0	0	0	0	open_no_evidence	none	No evidence rows exist for this work.	extract_or_match_source_items
work_candidate_bloom_reviewed_keeper_sheep	incumbent_current_path	The Keeper of Sheep	0	0	0	0	0	0	0	0	open_no_evidence	none	No evidence rows exist for this work.	extract_or_match_source_items
work_candidate_bloom_late_033_literature_bloom_chaotic_age_reviewed_0994_dix_heures_et_demie_du_soir_en_ete	incumbent_current_path	Dix Heures et Demie du Soir en Ete	0	0	0	0	0	0	0	0	open_no_evidence	none	No evidence rows exist for this work.	extract_or_match_source_items
work_candidate_bloom_late_033_literature_bloom_chaotic_age_reviewed_0996_fable	incumbent_current_path	Fable	0	0	0	0	0	0	0	0	open_no_evidence	none	No evidence rows exist for this work.	extract_or_match_source_items
work_candidate_bloom_late_033_literature_bloom_chaotic_age_reviewed_0995_l_apres_midi_de_m_andesmas	incumbent_current_path	L'Apres-Midi de M. Andesmas	0	0	0	0	0	0	0	0	open_no_evidence	none	No evidence rows exist for this work.	extract_or_match_source_items
work_candidate_bloom_late_033_literature_bloom_chaotic_age_reviewed_0987_l_herbe	incumbent_current_path	L'Herbe	0	0	0	0	0	0	0	0	open_no_evidence	none	No evidence rows exist for this work.	extract_or_match_source_items
work_candidate_bloom_late_033_literature_bloom_chaotic_age_reviewed_0985_l_usage_de_la_parole	incumbent_current_path	L'Usage de la Parole	0	0	0	0	0	0	0	0	open_no_evidence	none	No evidence rows exist for this work.	extract_or_match_source_items
work_candidate_bloom_late_033_literature_bloom_chaotic_age_reviewed_0989_la_route_des_flandres	incumbent_current_path	La Route des Flandres	0	0	0	0	0	0	0	0	open_no_evidence	none	No evidence rows exist for this work.	extract_or_match_source_items
work_candidate_bloom_late_033_literature_bloom_chaotic_age_reviewed_0986_le_planetarium	incumbent_current_path	Le Planetarium	0	0	0	0	0	0	0	0	open_no_evidence	none	No evidence rows exist for this work.	extract_or_match_source_items
work_candidate_bloom_late_033_literature_bloom_chaotic_age_reviewed_0992_le_square	incumbent_current_path	Le Square	0	0	0	0	0	0	0	0	open_no_evidence	none	No evidence rows exist for this work.	extract_or_match_source_items
work_candidate_bloom_late_033_literature_bloom_chaotic_age_reviewed_0988_le_vent_tentative_de_restitution_d_un_retable_ba	incumbent_current_path	Le Vent: Tentative de Restitution d'un Retable Baroque	0	0	0	0	0	0	0	0	open_no_evidence	none	No evidence rows exist for this work.	extract_or_match_source_items
work_candidate_bloom_late_033_literature_bloom_chaotic_age_reviewed_0993_moderato_cantabile	incumbent_current_path	Moderato Cantabile	0	0	0	0	0	0	0	0	open_no_evidence	none	No evidence rows exist for this work.	extract_or_match_source_items
work_candidate_bloom_late_033_literature_bloom_chaotic_age_reviewed_0984_projet_pour_une_revolution_a_new_york	incumbent_current_path	Projet pour une Revolution a New York	0	0	0	0	0	0	0	0	open_no_evidence	none	No evidence rows exist for this work.	extract_or_match_source_items
work_candidate_scale2_lit_good_soldier	incumbent_current_path	The Good Soldier	0	0	0	0	0	0	0	0	open_no_evidence	none	No evidence rows exist for this work.	extract_or_match_source_items
work_candidate_metamorphosis_kafka	incumbent_current_path	The Metamorphosis	2	0	2	0	2	0	0	0	open_provisional_external_support	none	External evidence exists but reviewer_status is not accepted.	review_evidence_scope_and_accept_or_reject
work_candidate_scale_lit_cloud_trousers	incumbent_current_path	A Cloud in Trousers	0	0	0	0	0	0	0	0	open_no_evidence	none	No evidence rows exist for this work.	extract_or_match_source_items
work_candidate_genre_lit_herland	incumbent_current_path	Herland	0	0	0	0	0	0	0	0	open_no_evidence	none	No evidence rows exist for this work.	extract_or_match_source_items
work_candidate_scale2_lit_spoon_river	incumbent_current_path	Spoon River Anthology	0	0	0	0	0	0	0	0	open_no_evidence	none	No evidence rows exist for this work.	extract_or_match_source_items
work_candidate_africa_lit_blinkards	incumbent_current_path	The Blinkards	0	0	0	0	0	0	0	0	open_no_evidence	none	No evidence rows exist for this work.	extract_or_match_source_items
work_candidate_bloom_reviewed_cantos	incumbent_current_path	The Cantos	0	0	0	0	0	0	0	0	open_no_evidence	none	No evidence rows exist for this work.	extract_or_match_source_items
work_candidate_bloom_lawrence_rainbow	incumbent_current_path	The Rainbow	0	0	0	0	0	0	0	0	open_no_evidence	none	No evidence rows exist for this work.	extract_or_match_source_items
work_candidate_latcarib_lit_policarpo_quaresma	incumbent_current_path	The Sad End of Policarpo Quaresma	0	0	0	0	0	0	0	0	open_no_evidence	none	No evidence rows exist for this work.	extract_or_match_source_items
work_candidate_genre_lit_thirty_nine_steps	incumbent_current_path	The Thirty-Nine Steps	0	0	0	0	0	0	0	0	open_no_evidence	none	No evidence rows exist for this work.	extract_or_match_source_items
work_candidate_global_lit_underdogs_azuela	incumbent_current_path	The Underdogs	0	0	0	0	0	0	0	0	open_no_evidence	none	No evidence rows exist for this work.	extract_or_match_source_items
work_candidate_bloom_late_033_literature_bloom_chaotic_age_reviewed_0998_cette_voix	incumbent_current_path	Cette Voix	0	0	0	0	0	0	0	0	open_no_evidence	none	No evidence rows exist for this work.	extract_or_match_source_items
work_candidate_bloom_late_033_literature_bloom_chaotic_age_reviewed_1000_friday	incumbent_current_path	Friday	0	0	0	0	0	0	0	0	open_no_evidence	none	No evidence rows exist for this work.	extract_or_match_source_items
work_candidate_bloom_late_033_literature_bloom_chaotic_age_reviewed_1001_le_coup_de_grace	incumbent_current_path	Le Coup de Grace	0	0	0	0	0	0	0	0	open_no_evidence	none	No evidence rows exist for this work.	extract_or_match_source_items
work_candidate_bloom_late_033_literature_bloom_chaotic_age_reviewed_0997_le_libera	incumbent_current_path	Le Libera	0	0	0	0	0	0	0	0	open_no_evidence	none	No evidence rows exist for this work.	extract_or_match_source_items
work_candidate_wave003_auden_another_time	incumbent_current_path	Another Time	0	0	0	0	0	0	0	0	open_no_evidence	none	No evidence rows exist for this work.	extract_or_match_source_items
work_candidate_bloom_late_033_literature_bloom_chaotic_age_reviewed_0999_the_ogre	incumbent_current_path	The Ogre	0	0	0	0	0	0	0	0	open_no_evidence	none	No evidence rows exist for this work.	extract_or_match_source_items
work_candidate_wave003_mansfield_garden_party	incumbent_current_path	The Garden Party and Other Stories	0	0	0	0	0	0	0	0	open_no_evidence	none	No evidence rows exist for this work.	extract_or_match_source_items
work_candidate_bloom_late_033_literature_bloom_chaotic_age_reviewed_1008_the_tower	incumbent_current_path	The Tower	0	0	0	0	0	0	0	0	open_no_evidence	none	No evidence rows exist for this work.	extract_or_match_source_items
work_candidate_bloom_late_033_literature_bloom_chaotic_age_reviewed_1005_the_wind_among_the_reeds	incumbent_current_path	The Wind Among the Reeds	0	0	0	0	0	0	0	0	open_no_evidence	none	No evidence rows exist for this work.	extract_or_match_source_items
work_candidate_bloom_late_033_literature_bloom_chaotic_age_reviewed_1009_the_winding_stair	incumbent_current_path	The Winding Stair	0	0	0	0	0	0	0	0	open_no_evidence	none	No evidence rows exist for this work.	extract_or_match_source_items
work_candidate_bloom_late_033_literature_bloom_chaotic_age_reviewed_1003_transparence_of_the_world_poems	incumbent_current_path	Transparence of the World: Poems	0	0	0	0	0	0	0	0	open_no_evidence	none	No evidence rows exist for this work.	extract_or_match_source_items
work_candidate_bloom_late_033_literature_bloom_chaotic_age_reviewed_1004_words_in_stone	incumbent_current_path	Words in Stone	0	0	0	0	0	0	0	0	open_no_evidence	none	No evidence rows exist for this work.	extract_or_match_source_items
work_candidate_bloom_reviewed_portrait_artist	incumbent_current_path	A Portrait of the Artist as a Young Man	0	0	0	0	0	0	0	0	open_no_evidence	none	No evidence rows exist for this work.	extract_or_match_source_items
work_candidate_global_lit_home_and_world	incumbent_current_path	The Home and the World	0	0	0	0	0	0	0	0	open_no_evidence	none	No evidence rows exist for this work.	extract_or_match_source_items
work_candidate_euro_under_lit_growth_soil	incumbent_current_path	Growth of the Soil	0	0	0	0	0	0	0	0	open_no_evidence	none	No evidence rows exist for this work.	extract_or_match_source_items
work_candidate_bloom_reviewed_prufrock	incumbent_current_path	Prufrock and Other Observations	2	0	2	0	2	0	0	0	open_provisional_external_support	none	External evidence exists but reviewer_status is not accepted.	review_evidence_scope_and_accept_or_reject
work_candidate_eastasia_lit_heartless	incumbent_current_path	The Heartless	0	0	0	0	0	0	0	0	open_no_evidence	none	No evidence rows exist for this work.	extract_or_match_source_items
work_candidate_scale2_lit_my_antonia	incumbent_current_path	My Antonia	0	0	0	0	0	0	0	0	open_no_evidence	none	No evidence rows exist for this work.	extract_or_match_source_items
work_candidate_selected_poems_cesar_vallejo	incumbent_current_path	Selected Poems	0	0	0	0	0	0	0	0	open_no_evidence	none	No evidence rows exist for this work.	extract_or_match_source_items
work_candidate_scale_lit_twelve_blok	incumbent_current_path	The Twelve	0	0	0	0	0	0	0	0	open_no_evidence	none	No evidence rows exist for this work.	extract_or_match_source_items
work_candidate_scale2_lit_winesburg_ohio	incumbent_current_path	Winesburg, Ohio	0	0	0	0	0	0	0	0	open_no_evidence	none	No evidence rows exist for this work.	extract_or_match_source_items
work_candidate_wave004_robert_walser_jakob_von_gunten	incumbent_current_path	Jakob von Gunten	0	0	0	0	0	0	0	0	open_no_evidence	none	No evidence rows exist for this work.	extract_or_match_source_items
work_candidate_latcarib_lit_los_heraldos_negros	incumbent_current_path	Los heraldos negros	0	0	0	0	0	0	0	0	open_no_evidence	none	No evidence rows exist for this work.	extract_or_match_source_items
work_candidate_latcarib_lit_raza_bronce	incumbent_current_path	Raza de bronce	0	0	0	0	0	0	0	0	open_no_evidence	none	No evidence rows exist for this work.	extract_or_match_source_items
work_candidate_southasia_lit_sevasadan	incumbent_current_path	Sevasadan	0	0	0	0	0	0	0	0	open_no_evidence	none	No evidence rows exist for this work.	extract_or_match_source_items
work_candidate_scale2_lit_age_of_innocence	incumbent_current_path	The Age of Innocence	0	0	0	0	0	0	0	0	open_no_evidence	none	No evidence rows exist for this work.	extract_or_match_source_items
work_candidate_genre_lit_voyage_arcturus	incumbent_current_path	A Voyage to Arcturus	0	0	0	0	0	0	0	0	open_no_evidence	none	No evidence rows exist for this work.	extract_or_match_source_items
work_candidate_euro_under_lit_ion_rebreanu	incumbent_current_path	Ion	0	0	0	0	0	0	0	0	open_no_evidence	none	No evidence rows exist for this work.	extract_or_match_source_items
work_candidate_kristin_lavransdatter	incumbent_current_path	Kristin Lavransdatter	0	0	0	0	0	0	0	0	open_no_evidence	none	No evidence rows exist for this work.	extract_or_match_source_items
work_candidate_scale2_lit_main_street	incumbent_current_path	Main Street	0	0	0	0	0	0	0	0	open_no_evidence	none	No evidence rows exist for this work.	extract_or_match_source_items
work_candidate_completion_lit_rur	incumbent_current_path	R.U.R.	0	0	0	0	0	0	0	0	open_no_evidence	none	No evidence rows exist for this work.	extract_or_match_source_items
work_candidate_audit_replacement_women_in_love	incumbent_current_path	Women in Love	0	0	0	0	0	0	0	0	open_no_evidence	none	No evidence rows exist for this work.	extract_or_match_source_items
work_candidate_genre_lit_doctor_dolittle	incumbent_current_path	The Story of Doctor Dolittle	0	0	0	0	0	0	0	0	open_no_evidence	none	No evidence rows exist for this work.	extract_or_match_source_items
work_candidate_completion_lit_six_characters	incumbent_current_path	Six Characters in Search of an Author	1	0	1	0	1	0	0	0	open_provisional_external_support	none	External evidence exists but reviewer_status is not accepted.	review_evidence_scope_and_accept_or_reject
work_candidate_completion_lit_good_soldier_svejk	incumbent_current_path	The Good Soldier Svejk	0	0	0	0	0	0	0	0	open_no_evidence	none	No evidence rows exist for this work.	extract_or_match_source_items
work_candidate_eastasia_lit_dark_nights_passing	incumbent_current_path	A Dark Night's Passing	0	0	0	0	0	0	0	0	open_no_evidence	none	No evidence rows exist for this work.	extract_or_match_source_items
work_candidate_global_lit_american_indian_stories	incumbent_current_path	American Indian Stories	0	0	0	0	0	0	0	0	open_no_evidence	none	No evidence rows exist for this work.	extract_or_match_source_items
work_candidate_true_story_of_ah_q	incumbent_current_path	The True Story of Ah Q	0	0	0	0	0	0	0	0	open_no_evidence	none	No evidence rows exist for this work.	extract_or_match_source_items
work_candidate_genre_lit_we_zamyatin	incumbent_current_path	We	0	0	0	0	0	0	0	0	open_no_evidence	none	No evidence rows exist for this work.	extract_or_match_source_items
work_candidate_waste_land_eliot	incumbent_current_path	The Waste Land	2	0	2	0	2	0	0	0	open_provisional_external_support	none	External evidence exists but reviewer_status is not accepted.	review_evidence_scope_and_accept_or_reject
work_candidate_global_lit_trilce	incumbent_current_path	Trilce	0	0	0	0	0	0	0	0	open_no_evidence	none	No evidence rows exist for this work.	extract_or_match_source_items
work_canon_ulysses	incumbent_current_path	Ulysses	1	0	0	0	0	0	1	1	open_internal_only	none	Only internal accepted-site or packet evidence exists.	add_external_source_support
work_candidate_scale2_lit_babbitt	incumbent_current_path	Babbitt	0	0	0	0	0	0	0	0	open_no_evidence	none	No evidence rows exist for this work.	extract_or_match_source_items
work_candidate_global_lit_desolation_mistral	incumbent_current_path	Desolation	0	0	0	0	0	0	0	0	open_no_evidence	none	No evidence rows exist for this work.	extract_or_match_source_items
work_candidate_euro_under_lit_forest_hanged	incumbent_current_path	Forest of the Hanged	0	0	0	0	0	0	0	0	open_no_evidence	none	No evidence rows exist for this work.	extract_or_match_source_items
work_candidate_bloom_reviewed_pirandello_henry_iv	incumbent_current_path	Henry IV	0	0	0	0	0	0	0	0	open_no_evidence	none	No evidence rows exist for this work.	extract_or_match_source_items
work_candidate_latcarib_lit_pauliceia	incumbent_current_path	Pauliceia Desvairada	0	0	0	0	0	0	0	0	open_no_evidence	none	No evidence rows exist for this work.	extract_or_match_source_items
work_candidate_global_lit_sitti_nurbaya	incumbent_current_path	Sitti Nurbaya	0	0	0	0	0	0	0	0	open_no_evidence	none	No evidence rows exist for this work.	extract_or_match_source_items
work_candidate_scale2_lit_sonnets_to_orpheus	incumbent_current_path	Sonnets to Orpheus	0	0	0	0	0	0	0	0	open_no_evidence	none	No evidence rows exist for this work.	extract_or_match_source_items
work_candidate_wave002_stevens_harmonium	incumbent_current_path	Harmonium	0	0	0	0	0	0	0	0	open_no_evidence	none	No evidence rows exist for this work.	extract_or_match_source_items
work_candidate_wave002_cummings_tulips_chimneys	incumbent_current_path	Tulips and Chimneys	0	0	0	0	0	0	0	0	open_no_evidence	none	No evidence rows exist for this work.	extract_or_match_source_items
work_candidate_wave004_adalbert_stifter_rock_crystal	incumbent_current_path	Rock Crystal	0	0	0	0	0	0	0	0	open_no_evidence	none	No evidence rows exist for this work.	extract_or_match_source_items
work_candidate_global_lit_call_to_arms_lu_xun	incumbent_current_path	Call to Arms	4	0	2	0	2	2	0	0	open_provisional_external_support	none	External evidence exists but reviewer_status is not accepted.	review_evidence_scope_and_accept_or_reject
work_candidate_completion_lit_cane	incumbent_current_path	Cane	1	0	1	0	1	0	0	0	open_provisional_external_support	none	External evidence exists but reviewer_status is not accepted.	review_evidence_scope_and_accept_or_reject
work_candidate_scale2_lit_rilke_duino_elegies	incumbent_current_path	Duino Elegies	0	0	0	0	0	0	0	0	open_no_evidence	none	No evidence rows exist for this work.	extract_or_match_source_items
work_candidate_completion_lit_conscience_zeno	incumbent_current_path	Zeno's Conscience	0	0	0	0	0	0	0	0	open_no_evidence	none	No evidence rows exist for this work.	extract_or_match_source_items
work_candidate_euro_under_lit_new_land_kolas	incumbent_current_path	New Land	0	0	0	0	0	0	0	0	open_no_evidence	none	No evidence rows exist for this work.	extract_or_match_source_items
work_candidate_bloom_reviewed_spring_and_all	incumbent_current_path	Spring and All	0	0	0	0	0	0	0	0	open_no_evidence	none	No evidence rows exist for this work.	extract_or_match_source_items
work_candidate_latcarib_lit_crepusculario	incumbent_current_path	Crepusculario	0	0	0	0	0	0	0	0	open_no_evidence	none	No evidence rows exist for this work.	extract_or_match_source_items
work_candidate_mandatory_gibran_prophet	incumbent_current_path	The Prophet	0	0	0	0	0	0	0	0	open_no_evidence	none	No evidence rows exist for this work.	extract_or_match_source_items
work_candidate_bloom_mann_magic_mountain	incumbent_current_path	The Magic Mountain	0	0	0	0	0	0	0	0	open_no_evidence	none	No evidence rows exist for this work.	extract_or_match_source_items
work_candidate_audit_replacement_a_passage_to_india	incumbent_current_path	A Passage to India	0	0	0	0	0	0	0	0	open_no_evidence	none	No evidence rows exist for this work.	extract_or_match_source_items
work_candidate_scale2_lit_juno_paycock	incumbent_current_path	Juno and the Paycock	0	0	0	0	0	0	0	0	open_no_evidence	none	No evidence rows exist for this work.	extract_or_match_source_items
work_candidate_eastasia_lit_naomi	incumbent_current_path	Naomi	0	0	0	0	0	0	0	0	open_no_evidence	none	No evidence rows exist for this work.	extract_or_match_source_items
work_candidate_scale2_lit_parades_end	incumbent_current_path	Parade's End	0	0	0	0	0	0	0	0	open_no_evidence	none	No evidence rows exist for this work.	extract_or_match_source_items
work_candidate_wave005_iqbal_bang_e_dara	incumbent_current_path	Bang-e-Dara / The Call of the Marching Bell	0	0	0	0	0	0	0	0	open_no_evidence	none	No evidence rows exist for this work.	extract_or_match_source_items
work_candidate_southasia_lit_rangbhoomi	incumbent_current_path	Rangbhoomi	0	0	0	0	0	0	0	0	open_no_evidence	none	No evidence rows exist for this work.	extract_or_match_source_items
work_candidate_wave002_moore_observations	incumbent_current_path	Observations	2	0	2	0	2	0	0	0	open_provisional_external_support	none	External evidence exists but reviewer_status is not accepted.	review_evidence_scope_and_accept_or_reject
work_candidate_scale2_lit_vortex	incumbent_current_path	The Vortex	0	0	0	0	0	0	0	0	open_no_evidence	none	No evidence rows exist for this work.	extract_or_match_source_items
work_candidate_bloom_neruda_twenty_love_poems	incumbent_current_path	Twenty Love Poems and a Song of Despair	0	0	0	0	0	0	0	0	open_no_evidence	none	No evidence rows exist for this work.	extract_or_match_source_items
work_candidate_bloom_woolf_mrs_dalloway	incumbent_current_path	Mrs Dalloway	0	0	0	0	0	0	0	0	open_no_evidence	none	No evidence rows exist for this work.	extract_or_match_source_items
work_canon_trial_kafka	incumbent_current_path	The Trial	1	0	0	0	0	0	1	1	open_internal_only	none	Only internal accepted-site or packet evidence exists.	add_external_source_support
work_candidate_scale2_lit_an_american_tragedy	incumbent_current_path	An American Tragedy	0	0	0	0	0	0	0	0	open_no_evidence	none	No evidence rows exist for this work.	extract_or_match_source_items
work_candidate_chaka_mofolo	incumbent_current_path	Chaka	2	0	0	0	0	1	0	0	open_selection_only	selection_identity	Evidence is selection/representation support, not complete-work support.	verify_complete_work_scope_or_record_selection_policy
work_candidate_bloom_reviewed_in_our_time	incumbent_current_path	In Our Time	3	3	0	3	0	0	0	0	closed_by_independent_external_support	complete_work_candidate_scope_pending	Meets minimum accepted independent support-family count.	score_with_duplicate_boundary_and_taxonomy_gates
work_candidate_audit_backfill_manhattan_transfer	incumbent_current_path	Manhattan Transfer	0	0	0	0	0	0	0	0	open_no_evidence	none	No evidence rows exist for this work.	extract_or_match_source_items
work_candidate_bloom_reviewed_ossi_di_seppia	incumbent_current_path	Ossi di Seppia	0	0	0	0	0	0	0	0	open_no_evidence	none	No evidence rows exist for this work.	extract_or_match_source_items
work_candidate_latcarib_lit_pau_brasil	incumbent_current_path	Pau-Brasil	0	0	0	0	0	0	0	0	open_no_evidence	none	No evidence rows exist for this work.	extract_or_match_source_items
work_candidate_eastasia_lit_potato	incumbent_current_path	Potato	1	0	1	0	1	0	0	0	open_provisional_external_support	none	External evidence exists but reviewer_status is not accepted.	review_evidence_scope_and_accept_or_reject
work_candidate_bloom_reviewed_counterfeiters	incumbent_current_path	The Counterfeiters	0	0	0	0	0	0	0	0	open_no_evidence	none	No evidence rows exist for this work.	extract_or_match_source_items
work_candidate_bloom_reviewed_great_gatsby	incumbent_current_path	The Great Gatsby	0	0	0	0	0	0	0	0	open_no_evidence	none	No evidence rows exist for this work.	extract_or_match_source_items
work_candidate_euro_under_lit_master_hestviken	incumbent_current_path	The Master of Hestviken	0	0	0	0	0	0	0	0	open_no_evidence	none	No evidence rows exist for this work.	extract_or_match_source_items
work_candidate_scale2_lit_professors_house	incumbent_current_path	The Professor's House	0	0	0	0	0	0	0	0	open_no_evidence	none	No evidence rows exist for this work.	extract_or_match_source_items
work_candidate_mandatory_heart_of_dog	incumbent_current_path	Heart of a Dog	0	0	0	0	0	0	0	0	open_no_evidence	none	No evidence rows exist for this work.	extract_or_match_source_items
work_candidate_indig_lit_crashing_thunder	incumbent_current_path	Crashing Thunder	0	0	0	0	0	0	0	0	open_no_evidence	none	No evidence rows exist for this work.	extract_or_match_source_items
work_candidate_me_lit_days_gone_by	incumbent_current_path	Days Gone By	0	0	0	0	0	0	0	0	open_no_evidence	none	No evidence rows exist for this work.	extract_or_match_source_items
work_candidate_bloom_reviewed_red_cavalry	incumbent_current_path	Red Cavalry	0	0	0	0	0	0	0	0	open_no_evidence	none	No evidence rows exist for this work.	extract_or_match_source_items
work_candidate_bloom_kafka_castle	incumbent_current_path	The Castle	0	0	0	0	0	0	0	0	open_no_evidence	none	No evidence rows exist for this work.	extract_or_match_source_items
work_candidate_me_lit_days_taha_hussein	incumbent_current_path	The Days	0	0	0	0	0	0	0	0	open_no_evidence	none	No evidence rows exist for this work.	extract_or_match_source_items
work_candidate_scale5_lit_murder_roger_ackroyd	incumbent_current_path	The Murder of Roger Ackroyd	0	0	0	0	0	0	0	0	open_no_evidence	none	No evidence rows exist for this work.	extract_or_match_source_items
work_candidate_bloom_hemingway_sun_rises	incumbent_current_path	The Sun Also Rises	0	0	0	0	0	0	0	0	open_no_evidence	none	No evidence rows exist for this work.	extract_or_match_source_items
work_candidate_euro_under_lit_truth_justice	incumbent_current_path	Truth and Justice	0	0	0	0	0	0	0	0	open_no_evidence	none	No evidence rows exist for this work.	extract_or_match_source_items
work_candidate_scale5_lit_winnie_the_pooh	incumbent_current_path	Winnie-the-Pooh	0	0	0	0	0	0	0	0	open_no_evidence	none	No evidence rows exist for this work.	extract_or_match_source_items
work_candidate_to_the_lighthouse	incumbent_current_path	To the Lighthouse	0	0	0	0	0	0	0	0	open_no_evidence	none	No evidence rows exist for this work.	extract_or_match_source_items
work_candidate_wave004_erich_maria_remarque_all_quiet_on_the_western_front	incumbent_current_path	All Quiet on the Western Front	0	0	0	0	0	0	0	0	open_no_evidence	none	No evidence rows exist for this work.	extract_or_match_source_items
work_candidate_scale4_lit_cogewea	incumbent_current_path	Cogewea, the Half-Blood	0	0	0	0	0	0	0	0	open_no_evidence	none	No evidence rows exist for this work.	extract_or_match_source_items
work_candidate_bloom_reviewed_envy	incumbent_current_path	Envy	0	0	0	0	0	0	0	0	open_no_evidence	none	No evidence rows exist for this work.	extract_or_match_source_items
work_candidate_scale_lit_nirmala	incumbent_current_path	Nirmala	0	0	0	0	0	0	0	0	open_no_evidence	none	No evidence rows exist for this work.	extract_or_match_source_items
work_candidate_completion_lit_steppenwolf	incumbent_current_path	Steppenwolf	0	0	0	0	0	0	0	0	open_no_evidence	none	No evidence rows exist for this work.	extract_or_match_source_items
work_candidate_scale4_lit_conscript_hailu	incumbent_current_path	The Conscript	0	0	0	0	0	0	0	0	open_no_evidence	none	No evidence rows exist for this work.	extract_or_match_source_items
work_candidate_eastasia_lit_wild_grass	incumbent_current_path	Wild Grass	0	0	0	0	0	0	0	0	open_no_evidence	none	No evidence rows exist for this work.	extract_or_match_source_items
work_candidate_completion_lit_gypsy_ballads	incumbent_current_path	Gypsy Ballads	0	0	0	0	0	0	0	0	open_no_evidence	none	No evidence rows exist for this work.	extract_or_match_source_items
work_candidate_latcarib_lit_home_to_harlem	incumbent_current_path	Home to Harlem	0	0	0	0	0	0	0	0	open_no_evidence	none	No evidence rows exist for this work.	extract_or_match_source_items
work_candidate_macunaima	incumbent_current_path	Macunaima	0	0	0	0	0	0	0	0	open_no_evidence	none	No evidence rows exist for this work.	extract_or_match_source_items
work_candidate_completion_lit_quicksand	incumbent_current_path	Quicksand	0	0	0	0	0	0	0	0	open_no_evidence	none	No evidence rows exist for this work.	extract_or_match_source_items
work_candidate_eastasia_lit_some_prefer_nettles	incumbent_current_path	Some Prefer Nettles	0	0	0	0	0	0	0	0	open_no_evidence	none	No evidence rows exist for this work.	extract_or_match_source_items
