work_id	candidate_status	incumbent_path_id	incumbent_rank	canonical_title	sort_title	original_title	creator_display	date_label	sort_year	date_precision	macro_region	subregion	original_language	language_family	literary_tradition	period_bucket	form_bucket	unit_type	boundary_flags	included_as_literature	boundary_policy_id	boundary_note	selection_basis	edition_basis	completion_unit	source_status	review_status	confidence	provisional_until	notes
work_candidate_global_lit_temple_golden_pavilion	incumbent_current_path	candidate:global_lit_temple_golden_pavilion	1862	The Temple of the Golden Pavilion	temple of golden pavilion	""	Mishima Yukio	1956	1956	exact_year	taxonomy_pending	""	""	""	taxonomy_pending	1946_1959_ce	taxonomy_pending	novel	""	""	""	""	""	""	Read the complete literary work or a documented assigned selection.	manual_only	needs_sources	incumbent_unscored	source_crosswalk_review	Bootstrapped from incumbent path; current topic=japanese_literature; current group=literature
work_candidate_bloom_reviewed_visit	incumbent_current_path	candidate:bloom_reviewed_visit	1863	The Visit	visit	""	Friedrich Durrenmatt	1956	1956	exact_year	taxonomy_pending	""	""	""	taxonomy_pending	1946_1959_ce	taxonomy_pending	play	""	""	""	""	""	""	Read the play or dramatic text.	manual_only	needs_sources	incumbent_unscored	source_crosswalk_review	Bootstrapped from incumbent path; current topic=german_literature; current group=literature
work_candidate_global_lit_train_to_pakistan	incumbent_current_path	candidate:global_lit_train_to_pakistan	1864	Train to Pakistan	train to pakistan	""	Khushwant Singh	1956	1956	exact_year	taxonomy_pending	""	""	""	taxonomy_pending	1946_1959_ce	taxonomy_pending	novel	""	""	""	""	""	""	Read the complete literary work or a documented assigned selection.	manual_only	needs_sources	incumbent_unscored	source_crosswalk_review	Bootstrapped from incumbent path; current topic=south_asian_literature; current group=literature
work_candidate_southasia_lit_viragaya	incumbent_current_path	candidate:southasia_lit_viragaya	1865	Viragaya	viragaya	""	Martin Wickramasinghe	1956	1956	exact_year	taxonomy_pending	""	""	""	taxonomy_pending	1946_1959_ce	taxonomy_pending	novel	""	""	""	""	""	""	Read the complete literary work or a documented assigned selection.	manual_only	needs_sources	incumbent_unscored	source_crosswalk_review	Bootstrapped from incumbent path; current topic=sinhala_literature; current group=literature
work_candidate_latcarib_lit_zama	incumbent_current_path	candidate:latcarib_lit_zama	1866	Zama	zama	""	Antonio Di Benedetto	1956	1956	exact_year	taxonomy_pending	""	""	""	taxonomy_pending	1946_1959_ce	taxonomy_pending	novel	""	""	""	""	""	""	Read the complete literary work or a documented assigned selection.	manual_only	needs_sources	incumbent_unscored	source_crosswalk_review	Bootstrapped from incumbent path; current topic=latin_american_literature; current group=literature
work_candidate_wave005_mqhayi_ityala_lamawele	incumbent_current_path	candidate:wave005_mqhayi_ityala_lamawele	1867	Ityala lamawele / The Lawsuit of the Twins	ityala lamawele lawsuit of twins	""	S. E. K. Mqhayi	1914	1914	exact_year	taxonomy_pending	""	""	""	taxonomy_pending	1914_1918_ce	taxonomy_pending	prose_narrative	""	""	""	""	""	""	Read the complete literary work or a documented assigned selection.	manual_only	needs_sources	incumbent_unscored	source_crosswalk_review	Bootstrapped from incumbent path; current topic=xhosa_literature; current group=literature
work_candidate_mandatory_river_called_titash	incumbent_current_path	candidate:mandatory_river_called_titash	1868	A River Called Titash	river called titash	""	Advaita Mallabarman	1956	1956	exact_year	taxonomy_pending	""	""	""	taxonomy_pending	1946_1959_ce	taxonomy_pending	novel	""	""	""	""	""	""	Read the complete literary work or a documented assigned selection.	manual_only	needs_sources	incumbent_unscored	source_crosswalk_review	Bootstrapped from incumbent path; current topic=bengali_literature; current group=literature
work_candidate_bloom_late_033_literature_bloom_chaotic_age_reviewed_0980_la_jalousie	incumbent_current_path	candidate:bloom_late_033_literature_bloom_chaotic_age_reviewed_0980_la_jalousie	1869	La Jalousie	la jalousie	""	Alain Robbe-Grillet	1957	1957	exact_year	taxonomy_pending	""	""	""	taxonomy_pending	1946_1959_ce	taxonomy_pending	literary_work	""	""	""	""	""	""	Read the complete literary work or a documented assigned selection.	manual_only	needs_sources	incumbent_unscored	source_crosswalk_review	Bootstrapped from incumbent path; current topic=western_literature; current group=literature
work_candidate_latcarib_lit_balun_canan	incumbent_current_path	candidate:latcarib_lit_balun_canan	1870	Balun Canan	balun canan	""	Rosario Castellanos	1957	1957	exact_year	taxonomy_pending	""	""	""	taxonomy_pending	1946_1959_ce	taxonomy_pending	novel	""	""	""	""	""	""	Read the complete literary work or a documented assigned selection.	manual_only	needs_sources	incumbent_unscored	source_crosswalk_review	Bootstrapped from incumbent path; current topic=latin_american_literature; current group=literature
work_candidate_southasia_lit_basain	incumbent_current_path	candidate:southasia_lit_basain	1871	Basain	basain	""	Lil Bahadur Chettri	1957	1957	exact_year	taxonomy_pending	""	""	""	taxonomy_pending	1946_1959_ce	taxonomy_pending	novel	""	""	""	""	""	""	Read the complete literary work or a documented assigned selection.	manual_only	needs_sources	incumbent_unscored	source_crosswalk_review	Bootstrapped from incumbent path; current topic=nepali_literature; current group=literature
work_candidate_scale_lit_doctor_zhivago	incumbent_current_path	candidate:scale_lit_doctor_zhivago	1872	Doctor Zhivago	doctor zhivago	""	Boris Pasternak	1957	1957	exact_year	taxonomy_pending	""	""	""	taxonomy_pending	1946_1959_ce	taxonomy_pending	novel	""	""	""	""	""	""	Read the complete literary work or a documented assigned selection.	manual_only	needs_sources	incumbent_unscored	source_crosswalk_review	Bootstrapped from incumbent path; current topic=russian_literature; current group=literature
work_candidate_bloom_reviewed_endgame	incumbent_current_path	candidate:bloom_reviewed_endgame	1873	Endgame	endgame	""	Samuel Beckett	1957	1957	exact_year	taxonomy_pending	""	""	""	taxonomy_pending	1946_1959_ce	taxonomy_pending	play	""	""	""	""	""	""	Read the play or dramatic text.	manual_only	needs_sources	incumbent_unscored	source_crosswalk_review	Bootstrapped from incumbent path; current topic=british_literature; current group=literature
work_candidate_euro_under_lit_forest_gods	incumbent_current_path	candidate:euro_under_lit_forest_gods	1874	Forest of the Gods	forest of gods	""	Balys Sruoga	1957	1957	exact_year	taxonomy_pending	""	""	""	taxonomy_pending	1946_1959_ce	taxonomy_pending	literary_memoir	""	""	""	""	""	""	Read the complete literary work or a documented assigned selection.	manual_only	needs_sources	incumbent_unscored	source_crosswalk_review	Bootstrapped from incumbent path; current topic=lithuanian_literature; current group=literature
work_candidate_scale4_lit_mission_to_kala	incumbent_current_path	candidate:scale4_lit_mission_to_kala	1875	Mission to Kala	mission to kala	""	Mongo Beti	1957	1957	exact_year	taxonomy_pending	""	""	""	taxonomy_pending	1946_1959_ce	taxonomy_pending	novel	""	""	""	""	""	""	Read the complete literary work or a documented assigned selection.	manual_only	needs_sources	incumbent_unscored	source_crosswalk_review	Bootstrapped from incumbent path; current topic=central_african_literature; current group=literature
work_candidate_scale_lit_teahouse_lao_she	incumbent_current_path	candidate:scale_lit_teahouse_lao_she	1876	Teahouse	teahouse	""	Lao She	1957	1957	exact_year	taxonomy_pending	""	""	""	taxonomy_pending	1946_1959_ce	taxonomy_pending	play	""	""	""	""	""	""	Read the play or dramatic text.	manual_only	needs_sources	incumbent_unscored	source_crosswalk_review	Bootstrapped from incumbent path; current topic=chinese_literature; current group=literature
work_candidate_scale2_lit_awful_mess_via_merulana	incumbent_current_path	candidate:scale2_lit_awful_mess_via_merulana	1877	That Awful Mess on Via Merulana	that awful mess on via merulana	""	Carlo Emilio Gadda	1957	1957	exact_year	taxonomy_pending	""	""	""	taxonomy_pending	1946_1959_ce	taxonomy_pending	novel	""	""	""	""	""	""	Read the complete literary work or a documented assigned selection.	manual_only	needs_sources	incumbent_unscored	source_crosswalk_review	Bootstrapped from incumbent path; current topic=italian_literature; current group=literature
work_candidate_bloom_genet_balcony	incumbent_current_path	candidate:bloom_genet_balcony	1878	The Balcony	balcony	""	Jean Genet	1957	1957	exact_year	taxonomy_pending	""	""	""	taxonomy_pending	1946_1959_ce	taxonomy_pending	play	""	""	""	""	""	""	Read the play or dramatic text.	manual_only	needs_sources	incumbent_unscored	source_crosswalk_review	Bootstrapped from incumbent path; current topic=francophone_literature; current group=literature
work_candidate_bloom_reviewed_baron_trees	incumbent_current_path	candidate:bloom_reviewed_baron_trees	1879	The Baron in the Trees	baron in trees	""	Italo Calvino	1957	1957	exact_year	taxonomy_pending	""	""	""	taxonomy_pending	1946_1959_ce	taxonomy_pending	novel	""	""	""	""	""	""	Read the complete literary work or a documented assigned selection.	manual_only	needs_sources	incumbent_unscored	source_crosswalk_review	Bootstrapped from incumbent path; current topic=italian_literature; current group=literature
work_candidate_euro_under_lit_birds_vesaas	incumbent_current_path	candidate:euro_under_lit_birds_vesaas	1880	The Birds	birds	""	Tarjei Vesaas	1957	1957	exact_year	taxonomy_pending	""	""	""	taxonomy_pending	1946_1959_ce	taxonomy_pending	novel	""	""	""	""	""	""	Read the complete literary work or a documented assigned selection.	manual_only	needs_sources	incumbent_unscored	source_crosswalk_review	Bootstrapped from incumbent path; current topic=norwegian_literature; current group=literature
work_candidate_eastasia_lit_waiting_years	incumbent_current_path	candidate:eastasia_lit_waiting_years	1881	The Waiting Years	waiting years	""	Enchi Fumiko	1957	1957	exact_year	taxonomy_pending	""	""	""	taxonomy_pending	1946_1959_ce	taxonomy_pending	novel	""	""	""	""	""	""	Read the complete literary work or a documented assigned selection.	manual_only	needs_sources	incumbent_unscored	source_crosswalk_review	Bootstrapped from incumbent path; current topic=japanese_literature; current group=literature
work_candidate_wave004_jonas_lie_family_at_gilje	incumbent_current_path	candidate:wave004_jonas_lie_family_at_gilje	1882	The Family at Gilje	family at gilje	""	Jonas Lie	1883	1883	exact_year	taxonomy_pending	""	""	""	taxonomy_pending	1870_1890_ce	taxonomy_pending	novel	""	""	""	""	""	""	Read the complete literary work or a documented assigned selection.	manual_only	needs_sources	incumbent_unscored	source_crosswalk_review	Bootstrapped from incumbent path; current topic=norwegian_literature; current group=literature
work_candidate_mandatory_kerouac_on_the_road	incumbent_current_path	candidate:mandatory_kerouac_on_the_road	1883	On the Road	on road	""	Jack Kerouac	1957	1957	exact_year	taxonomy_pending	""	""	""	taxonomy_pending	1946_1959_ce	taxonomy_pending	novel	""	""	""	""	""	""	Read the complete literary work or a documented assigned selection.	manual_only	needs_sources	incumbent_unscored	source_crosswalk_review	Bootstrapped from incumbent path; current topic=american_literature; current group=literature
work_candidate_mandatory_homo_faber	incumbent_current_path	candidate:mandatory_homo_faber	1884	Homo Faber	homo faber	""	Max Frisch	1957	1957	exact_year	taxonomy_pending	""	""	""	taxonomy_pending	1946_1959_ce	taxonomy_pending	novel	""	""	""	""	""	""	Read the complete literary work or a documented assigned selection.	manual_only	needs_sources	incumbent_unscored	source_crosswalk_review	Bootstrapped from incumbent path; current topic=swiss_literature; current group=literature
work_canon_things_fall_apart	incumbent_current_path	canon:things-fall-apart	1885	Things Fall Apart	things fall apart	""	Chinua Achebe	1958	1958	exact_year	taxonomy_pending	""	""	""	taxonomy_pending	1946_1959_ce	taxonomy_pending	book	""	""	""	""	""	""	Read the complete literary work or a documented assigned selection.	accepted	accepted_with_caveat	incumbent_unscored	source_crosswalk_review	Bootstrapped from incumbent path; current topic=west-african; current group=literature
work_candidate_southasia_lit_ashadh_ka_ek_din	incumbent_current_path	candidate:southasia_lit_ashadh_ka_ek_din	1886	Ashadh Ka Ek Din	ashadh ka ek din	""	Mohan Rakesh	1958	1958	exact_year	taxonomy_pending	""	""	""	taxonomy_pending	1946_1959_ce	taxonomy_pending	play	""	""	""	""	""	""	Read the play or dramatic text.	manual_only	needs_sources	incumbent_unscored	source_crosswalk_review	Bootstrapped from incumbent path; current topic=hindi_literature; current group=literature
work_candidate_global_lit_deep_rivers	incumbent_current_path	candidate:global_lit_deep_rivers	1887	Deep Rivers	deep rivers	""	Jose Maria Arguedas	1958	1958	exact_year	taxonomy_pending	""	""	""	taxonomy_pending	1946_1959_ce	taxonomy_pending	novel	""	""	""	""	""	""	Read the complete literary work or a documented assigned selection.	manual_only	needs_sources	incumbent_unscored	source_crosswalk_review	Bootstrapped from incumbent path; current topic=latin_american_literature; current group=literature
work_candidate_latcarib_lit_extravagaria	incumbent_current_path	candidate:latcarib_lit_extravagaria	1888	Extravagaria	extravagaria	""	Pablo Neruda	1958	1958	exact_year	taxonomy_pending	""	""	""	taxonomy_pending	1946_1959_ce	taxonomy_pending	poetry_collection	""	""	""	""	""	""	Read the poem, poetry collection, or assigned poetic selection.	manual_only	needs_sources	incumbent_unscored	source_crosswalk_review	Bootstrapped from incumbent path; current topic=latin_american_literature; current group=literature
work_candidate_latcarib_lit_gabriela	incumbent_current_path	candidate:latcarib_lit_gabriela	1889	Gabriela, Clove and Cinnamon	gabriela clove and cinnamon	""	Jorge Amado	1958	1958	exact_year	taxonomy_pending	""	""	""	taxonomy_pending	1946_1959_ce	taxonomy_pending	novel	""	""	""	""	""	""	Read the complete literary work or a documented assigned selection.	manual_only	needs_sources	incumbent_unscored	source_crosswalk_review	Bootstrapped from incumbent path; current topic=brazilian_literature; current group=literature
work_candidate_southasia_lit_khuda_ki_basti	incumbent_current_path	candidate:southasia_lit_khuda_ki_basti	1890	Khuda Ki Basti	khuda ki basti	""	Shaukat Siddiqui	1958	1958	exact_year	taxonomy_pending	""	""	""	taxonomy_pending	1946_1959_ce	taxonomy_pending	novel	""	""	""	""	""	""	Read the complete literary work or a documented assigned selection.	manual_only	needs_sources	incumbent_unscored	source_crosswalk_review	Bootstrapped from incumbent path; current topic=urdu_literature; current group=literature
work_candidate_eastasia_lit_masks_enchi	incumbent_current_path	candidate:eastasia_lit_masks_enchi	1891	Masks	masks	""	Enchi Fumiko	1958	1958	exact_year	taxonomy_pending	""	""	""	taxonomy_pending	1946_1959_ce	taxonomy_pending	novel	""	""	""	""	""	""	Read the complete literary work or a documented assigned selection.	manual_only	needs_sources	incumbent_unscored	source_crosswalk_review	Bootstrapped from incumbent path; current topic=japanese_literature; current group=literature
work_candidate_southasia_lit_naalukettu	incumbent_current_path	candidate:southasia_lit_naalukettu	1892	Naalukettu	naalukettu	""	M. T. Vasudevan Nair	1958	1958	exact_year	taxonomy_pending	""	""	""	taxonomy_pending	1946_1959_ce	taxonomy_pending	novel	""	""	""	""	""	""	Read the complete literary work or a documented assigned selection.	manual_only	needs_sources	incumbent_unscored	source_crosswalk_review	Bootstrapped from incumbent path; current topic=malayalam_literature; current group=literature
work_candidate_eastasia_lit_nip_buds	incumbent_current_path	candidate:eastasia_lit_nip_buds	1893	Nip the Buds, Shoot the Kids	nip buds shoot kids	""	Oe Kenzaburo	1958	1958	exact_year	taxonomy_pending	""	""	""	taxonomy_pending	1946_1959_ce	taxonomy_pending	novel	""	""	""	""	""	""	Read the complete literary work or a documented assigned selection.	manual_only	needs_sources	incumbent_unscored	source_crosswalk_review	Bootstrapped from incumbent path; current topic=japanese_literature; current group=literature
work_candidate_euro_under_lit_darkroom_damocles	incumbent_current_path	candidate:euro_under_lit_darkroom_damocles	1894	The Darkroom of Damocles	darkroom of damocles	""	Willem Frederik Hermans	1958	1958	exact_year	taxonomy_pending	""	""	""	taxonomy_pending	1946_1959_ce	taxonomy_pending	novel	""	""	""	""	""	""	Read the complete literary work or a documented assigned selection.	manual_only	needs_sources	incumbent_unscored	source_crosswalk_review	Bootstrapped from incumbent path; current topic=dutch_literature; current group=literature
work_candidate_completion_lit_guide_narayan	incumbent_current_path	candidate:completion_lit_guide_narayan	1895	The Guide	guide	""	R. K. Narayan	1958	1958	exact_year	taxonomy_pending	""	""	""	taxonomy_pending	1946_1959_ce	taxonomy_pending	novel	""	""	""	""	""	""	Read the complete literary work or a documented assigned selection.	manual_only	needs_sources	incumbent_unscored	source_crosswalk_review	Bootstrapped from incumbent path; current topic=south_asian_literature; current group=literature
work_candidate_completion_lit_leopard_lampedusa	incumbent_current_path	candidate:completion_lit_leopard_lampedusa	1896	The Leopard	leopard	""	Giuseppe Tomasi di Lampedusa	1958	1958	exact_year	taxonomy_pending	""	""	""	taxonomy_pending	1946_1959_ce	taxonomy_pending	novel	""	""	""	""	""	""	Read the complete literary work or a documented assigned selection.	manual_only	needs_sources	incumbent_unscored	source_crosswalk_review	Bootstrapped from incumbent path; current topic=italian_literature; current group=literature
work_candidate_scale5_lit_once_future_king	incumbent_current_path	candidate:scale5_lit_once_future_king	1897	The Once and Future King	once and future king	""	T. H. White	1958	1958	exact_year	taxonomy_pending	""	""	""	taxonomy_pending	1946_1959_ce	taxonomy_pending	novel_sequence	""	""	""	""	""	""	Read the complete literary work or a documented assigned selection.	manual_only	needs_sources	incumbent_unscored	source_crosswalk_review	Bootstrapped from incumbent path; current topic=fantasy_literature; current group=literature
work_candidate_latcarib_lit_where_air_clear	incumbent_current_path	candidate:latcarib_lit_where_air_clear	1898	Where the Air Is Clear	where air is clear	""	Carlos Fuentes	1958	1958	exact_year	taxonomy_pending	""	""	""	taxonomy_pending	1946_1959_ce	taxonomy_pending	novel	""	""	""	""	""	""	Read the complete literary work or a documented assigned selection.	manual_only	needs_sources	incumbent_unscored	source_crosswalk_review	Bootstrapped from incumbent path; current topic=latin_american_literature; current group=literature
work_candidate_euro_under_lit_white_shroud	incumbent_current_path	candidate:euro_under_lit_white_shroud	1899	White Shroud	white shroud	""	Antanas Skema	1958	1958	exact_year	taxonomy_pending	""	""	""	taxonomy_pending	1946_1959_ce	taxonomy_pending	novel	""	""	""	""	""	""	Read the complete literary work or a documented assigned selection.	manual_only	needs_sources	incumbent_unscored	source_crosswalk_review	Bootstrapped from incumbent path; current topic=lithuanian_literature; current group=literature
work_candidate_mandatory_jamilia	incumbent_current_path	candidate:mandatory_jamilia	1900	Jamilia	jamilia	""	Chingiz Aitmatov	1958	1958	exact_year	taxonomy_pending	""	""	""	taxonomy_pending	1946_1959_ce	taxonomy_pending	novella	""	""	""	""	""	""	Read the complete literary work or a documented assigned selection.	manual_only	needs_sources	incumbent_unscored	source_crosswalk_review	Bootstrapped from incumbent path; current topic=kyrgyz_literature; current group=literature
work_candidate_raisin_in_the_sun	incumbent_current_path	candidate:raisin_in_the_sun	1901	A Raisin in the Sun	raisin in sun	""	Lorraine Hansberry	1959	1959	exact_year	taxonomy_pending	""	""	""	taxonomy_pending	1946_1959_ce	taxonomy_pending	theater_work	""	""	""	""	""	""	Read the complete literary work or a documented assigned selection.	manual_only	needs_sources	incumbent_unscored	source_crosswalk_review	Bootstrapped from incumbent path; current topic=modern_drama; current group=theater_dance_performance
work_candidate_scale_lit_life_and_fate	incumbent_current_path	candidate:scale_lit_life_and_fate	1902	Life and Fate	life and fate	""	Vasily Grossman	written 1959; published 1980	1959	exact_year	taxonomy_pending	""	""	""	taxonomy_pending	1946_1959_ce	taxonomy_pending	novel	""	""	""	""	""	""	Read the complete literary work or a documented assigned selection.	manual_only	needs_sources	incumbent_unscored	source_crosswalk_review	Bootstrapped from incumbent path; current topic=russian_literature; current group=literature
work_candidate_genre_lit_canticle_leibowitz	incumbent_current_path	candidate:genre_lit_canticle_leibowitz	1903	A Canticle for Leibowitz	canticle for leibowitz	""	Walter M. Miller Jr.	1959	1959	exact_year	taxonomy_pending	""	""	""	taxonomy_pending	1946_1959_ce	taxonomy_pending	novel	""	""	""	""	""	""	Read the complete literary work or a documented assigned selection.	manual_only	needs_sources	incumbent_unscored	source_crosswalk_review	Bootstrapped from incumbent path; current topic=science_fiction_literature; current group=literature
work_candidate_completion_lit_brown_girl_brownstones	incumbent_current_path	candidate:completion_lit_brown_girl_brownstones	1904	Brown Girl, Brownstones	brown girl brownstones	""	Paule Marshall	1959	1959	exact_year	taxonomy_pending	""	""	""	taxonomy_pending	1946_1959_ce	taxonomy_pending	novel	""	""	""	""	""	""	Read the complete literary work or a documented assigned selection.	manual_only	needs_sources	incumbent_unscored	source_crosswalk_review	Bootstrapped from incumbent path; current topic=african_american_literature; current group=literature
work_candidate_me_lit_children_gebelawi	incumbent_current_path	candidate:me_lit_children_gebelawi	1905	Children of Gebelawi	children of gebelawi	""	Naguib Mahfouz	1959	1959	exact_year	taxonomy_pending	""	""	""	taxonomy_pending	1946_1959_ce	taxonomy_pending	novel	""	""	""	""	""	""	Read the complete literary work or a documented assigned selection.	manual_only	needs_sources	incumbent_unscored	source_crosswalk_review	Bootstrapped from incumbent path; current topic=arabic_literature; current group=literature
work_candidate_africa_lit_down_second_avenue	incumbent_current_path	candidate:africa_lit_down_second_avenue	1906	Down Second Avenue	down second avenue	""	Ezekiel Mphahlele	1959	1959	exact_year	taxonomy_pending	""	""	""	taxonomy_pending	1946_1959_ce	taxonomy_pending	literary_memoir	""	""	""	""	""	""	Read the complete literary work or a documented assigned selection.	manual_only	needs_sources	incumbent_unscored	source_crosswalk_review	Bootstrapped from incumbent path; current topic=south_african_literature; current group=literature
work_candidate_global_lit_miguel_street	incumbent_current_path	candidate:global_lit_miguel_street	1907	Miguel Street	miguel street	""	V. S. Naipaul	1959	1959	exact_year	taxonomy_pending	""	""	""	taxonomy_pending	1946_1959_ce	taxonomy_pending	story_cycle	""	""	""	""	""	""	Read the story, tale, story collection, or documented assigned selection.	manual_only	needs_sources	incumbent_unscored	source_crosswalk_review	Bootstrapped from incumbent path; current topic=caribbean_literature; current group=literature
work_candidate_southasia_lit_pathummayude_aadu	incumbent_current_path	candidate:southasia_lit_pathummayude_aadu	1908	Pathummayude Aadu	pathummayude aadu	""	Vaikom Muhammad Basheer	1959	1959	exact_year	taxonomy_pending	""	""	""	taxonomy_pending	1946_1959_ce	taxonomy_pending	novel	""	""	""	""	""	""	Read the complete literary work or a documented assigned selection.	manual_only	needs_sources	incumbent_unscored	source_crosswalk_review	Bootstrapped from incumbent path; current topic=malayalam_literature; current group=literature
work_candidate_bloom_ionesco_rhinoceros	incumbent_current_path	candidate:bloom_ionesco_rhinoceros	1909	Rhinoceros	rhinoceros	""	Eugene Ionesco	1959	1959	exact_year	taxonomy_pending	""	""	""	taxonomy_pending	1946_1959_ce	taxonomy_pending	play	""	""	""	""	""	""	Read the play or dramatic text.	manual_only	needs_sources	incumbent_unscored	source_crosswalk_review	Bootstrapped from incumbent path; current topic=francophone_literature; current group=literature
work_candidate_river_of_fire_hyder	incumbent_current_path	candidate:river_of_fire_hyder	1910	River of Fire	river of fire	""	Qurratulain Hyder	1959	1959	exact_year	taxonomy_pending	""	""	""	taxonomy_pending	1946_1959_ce	taxonomy_pending	novel	""	""	""	""	""	""	Read the complete literary work or a documented assigned selection.	manual_only	needs_sources	incumbent_unscored	source_crosswalk_review	Bootstrapped from incumbent path; current topic=urdu_literature; current group=literature
work_candidate_euro_under_lit_school_frontier	incumbent_current_path	candidate:euro_under_lit_school_frontier	1911	School at the Frontier	school at frontier	""	Geza Ottlik	1959	1959	exact_year	taxonomy_pending	""	""	""	taxonomy_pending	1946_1959_ce	taxonomy_pending	novel	""	""	""	""	""	""	Read the complete literary work or a documented assigned selection.	manual_only	needs_sources	incumbent_unscored	source_crosswalk_review	Bootstrapped from incumbent path; current topic=hungarian_literature; current group=literature
work_candidate_euro_under_lit_elytis_axis	incumbent_current_path	candidate:euro_under_lit_elytis_axis	1912	The Axion Esti	axion esti	""	Odysseas Elytis	1959	1959	exact_year	taxonomy_pending	""	""	""	taxonomy_pending	1946_1959_ce	taxonomy_pending	poem_sequence	""	""	""	""	""	""	Read the poem, poetry collection, or assigned poetic selection.	manual_only	needs_sources	incumbent_unscored	source_crosswalk_review	Bootstrapped from incumbent path; current topic=modern_greek_literature; current group=literature
work_candidate_scale5_lit_haunting_hill_house	incumbent_current_path	candidate:scale5_lit_haunting_hill_house	1913	The Haunting of Hill House	haunting of hill house	""	Shirley Jackson	1959	1959	exact_year	taxonomy_pending	""	""	""	taxonomy_pending	1946_1959_ce	taxonomy_pending	novel	""	""	""	""	""	""	Read the complete literary work or a documented assigned selection.	manual_only	needs_sources	incumbent_unscored	source_crosswalk_review	Bootstrapped from incumbent path; current topic=american_literature; current group=literature
work_candidate_africa_lit_lion_jewel	incumbent_current_path	candidate:africa_lit_lion_jewel	1914	The Lion and the Jewel	lion and jewel	""	Wole Soyinka	1959	1959	exact_year	taxonomy_pending	""	""	""	taxonomy_pending	1946_1959_ce	taxonomy_pending	play	""	""	""	""	""	""	Read the play or dramatic text.	manual_only	needs_sources	incumbent_unscored	source_crosswalk_review	Bootstrapped from incumbent path; current topic=west_african_literature; current group=literature
work_candidate_scale_lit_river_ki	incumbent_current_path	candidate:scale_lit_river_ki	1915	The River Ki	river ki	""	Ariyoshi Sawako	1959	1959	exact_year	taxonomy_pending	""	""	""	taxonomy_pending	1946_1959_ce	taxonomy_pending	novel	""	""	""	""	""	""	Read the complete literary work or a documented assigned selection.	manual_only	needs_sources	incumbent_unscored	source_crosswalk_review	Bootstrapped from incumbent path; current topic=japanese_literature; current group=literature
work_candidate_bloom_grass_tin_drum	incumbent_current_path	candidate:bloom_grass_tin_drum	1916	The Tin Drum	tin drum	""	Gunter Grass	1959	1959	exact_year	taxonomy_pending	""	""	""	taxonomy_pending	1946_1959_ce	taxonomy_pending	novel	""	""	""	""	""	""	Read the complete literary work or a documented assigned selection.	manual_only	needs_sources	incumbent_unscored	source_crosswalk_review	Bootstrapped from incumbent path; current topic=german_literature; current group=literature
work_candidate_euro_under_lit_under_north_star	incumbent_current_path	candidate:euro_under_lit_under_north_star	1917	Under the North Star	under north star	""	Vaino Linna	1959-1962	1959	range	taxonomy_pending	""	""	""	taxonomy_pending	1946_1959_ce	taxonomy_pending	novel_sequence	""	""	""	""	""	""	Read the complete literary work or a documented assigned selection.	manual_only	needs_sources	incumbent_unscored	source_crosswalk_review	Bootstrapped from incumbent path; current topic=finnish_literature; current group=literature
work_candidate_scale_lit_yayati	incumbent_current_path	candidate:scale_lit_yayati	1918	Yayati	yayati	""	V. S. Khandekar	1959	1959	exact_year	taxonomy_pending	""	""	""	taxonomy_pending	1946_1959_ce	taxonomy_pending	novel	""	""	""	""	""	""	Read the complete literary work or a documented assigned selection.	manual_only	needs_sources	incumbent_unscored	source_crosswalk_review	Bootstrapped from incumbent path; current topic=south_asian_literature; current group=literature
work_candidate_mandatory_life_studies	incumbent_current_path	candidate:mandatory_life_studies	1919	Life Studies	life studies	""	Robert Lowell	1959	1959	exact_year	taxonomy_pending	""	""	""	taxonomy_pending	1946_1959_ce	taxonomy_pending	poetry_collection	""	""	""	""	""	""	Read the complete literary work or a documented assigned selection.	manual_only	needs_sources	incumbent_unscored	source_crosswalk_review	Bootstrapped from incumbent path; current topic=american_literature; current group=literature
work_candidate_mandatory_naked_lunch	incumbent_current_path	candidate:mandatory_naked_lunch	1920	Naked Lunch	naked lunch	""	William S. Burroughs	1959	1959	exact_year	taxonomy_pending	""	""	""	taxonomy_pending	1946_1959_ce	taxonomy_pending	novel	""	""	""	""	""	""	Read the complete literary work or a documented assigned selection.	manual_only	needs_sources	incumbent_unscored	source_crosswalk_review	Bootstrapped from incumbent path; current topic=american_literature; current group=literature
work_candidate_bloom_reviewed_dance_forests	incumbent_current_path	candidate:bloom_reviewed_dance_forests	1921	A Dance of the Forests	dance of forests	""	Wole Soyinka	1960	1960	exact_year	taxonomy_pending	""	""	""	taxonomy_pending	1960_1969_ce	taxonomy_pending	play	""	""	""	""	""	""	Read the play or dramatic text.	manual_only	needs_sources	incumbent_unscored	source_crosswalk_review	Bootstrapped from incumbent path; current topic=west_african_literature; current group=literature
work_candidate_latcarib_lit_child_dark	incumbent_current_path	candidate:latcarib_lit_child_dark	1922	Child of the Dark	child of dark	""	Carolina Maria de Jesus	1960	1960	exact_year	taxonomy_pending	""	""	""	taxonomy_pending	1960_1969_ce	taxonomy_pending	diary_literature	""	""	""	""	""	""	Read the complete literary work or a documented assigned selection.	manual_only	needs_sources	incumbent_unscored	source_crosswalk_review	Bootstrapped from incumbent path; current topic=brazilian_literature; current group=literature
