id	rank	phase	title	aliases	creators	date_label	sort_year	period_bucket	macro_region	form_bucket	section	group	topic	medium	unit_type	tier	pool	source	source_id	source_status	review_status	progress_status	lifetime_path	url	normalized_title	normalized_creators	boundary_flags	generic_title
candidate:bloom_late_033_literature_bloom_chaotic_age_reviewed_0917_poems_of_rene_char	1271	5	Poems of Rene Char	""	Rene Char	A Chaotic Age: A Canonical Prophecy; approximate chronological placement pending review	1908	1900_1914_ce	cross_regional_or_unknown	poetry	textual_humanities	literature	western_literature	text	poetry_selection	contextual	coverage	wave_033_literature_bloom_chaotic_age_reviewed	bloom_late_033_literature_bloom_chaotic_age_reviewed_0917_poems_of_rene_char	manual_only	needs_sources	planned	true		poems of rene char	rene char	""	true
candidate:global_lit_rashomon_stories	1287	5	Rashomon and Other Stories	Rashomon | In a Grove	Ryunosuke Akutagawa	1910s-1920s	1910	1900_1914_ce	east_asia	fiction_narrative_prose	textual_humanities	literature	japanese_literature	text	short_story_collection	major	coverage	wave_020_global_literature_asia_africa_spine	global_lit_rashomon_stories	manual_only	needs_sources	planned	true		rashomon and other stories	ryunosuke akutagawa	""	true
candidate:bloom_late_033_literature_bloom_chaotic_age_reviewed_0938_exile_and_other_poems	1292	5	Exile and Other Poems	""	Saint-John Perse	A Chaotic Age: A Canonical Prophecy; approximate chronological placement pending review	1910	1900_1914_ce	cross_regional_or_unknown	poetry	textual_humanities	literature	western_literature	text	poetry_selection	contextual	coverage	wave_033_literature_bloom_chaotic_age_reviewed	bloom_late_033_literature_bloom_chaotic_age_reviewed_0938_exile_and_other_poems	manual_only	needs_sources	planned	true		exile and other poems	saint john perse	""	true
candidate:bloom_reviewed_dubliners	1338	5	Dubliners	The Dead | Araby | Eveline	James Joyce	1914	1914	1914_1918_ce	europe	fiction_narrative_prose	textual_humanities	literature	british_literature	text	short_story_collection	major	coverage	wave_030_literature_bloom_reviewed_priority	bloom_reviewed_dubliners	manual_only	needs_sources	planned	true		dubliners	james joyce	""	true
candidate:bloom_late_033_literature_bloom_chaotic_age_reviewed_1003_transparence_of_the_world_poems	1377	5	Transparence of the World: Poems	""	Jean Follain	A Chaotic Age: A Canonical Prophecy; approximate chronological placement pending review	1915	1914_1918_ce	cross_regional_or_unknown	poetry	textual_humanities	literature	western_literature	text	poetry_selection	contextual	coverage	wave_033_literature_bloom_chaotic_age_reviewed	bloom_late_033_literature_bloom_chaotic_age_reviewed_1003_transparence_of_the_world_poems	manual_only	needs_sources	planned	true		transparence of world poems	jean follain	""	true
candidate:selected_poems_cesar_vallejo	1385	5	Selected Poems	""	Cesar Vallejo	1918-1939	1918	1914_1918_ce	americas	poetry	textual_humanities	literature	latin_american_literature	text	poetry_selection	major	coverage	wave_012_global_literatures_expansion	selected_poems_cesar_vallejo	manual_only	needs_sources	planned	true		selected poems	cesar vallejo	""	true
candidate:scale2_lit_sonnets_to_orpheus	1415	5	Sonnets to Orpheus	""	Rainer Maria Rilke	1922	1922	1919_1929_ce	europe	fiction_narrative_prose	textual_humanities	literature	german_literature	text	sonnet_sequence	major	coverage	wave_026_literature_europe_americas_scale_completion	scale2_lit_sonnets_to_orpheus	manual_only	needs_sources	planned	true		sonnets to orpheus	rainer maria rilke	""	true
candidate:global_lit_call_to_arms_lu_xun	1419	5	Call to Arms	Diary of a Madman | A Madman's Diary | The True Story of Ah Q	Lu Xun	1923	1923	1919_1929_ce	east_asia	fiction_narrative_prose	textual_humanities	literature	classical_chinese_literature	text	short_story_collection	core	spine	wave_020_global_literature_asia_africa_spine	global_lit_call_to_arms_lu_xun	manual_only	needs_sources	planned	true		call to arms	lu xun	memoir_testimony	true
candidate:bloom_reviewed_in_our_time	1441	5	In Our Time	""	Ernest Hemingway	1925	1925	1919_1929_ce	americas	fiction_narrative_prose	textual_humanities	literature	american_literature	text	short_story_collection	major	coverage	wave_030_literature_bloom_reviewed_priority	bloom_reviewed_in_our_time	manual_only	needs_sources	planned	true		in our time	ernest hemingway	""	true
candidate:scale5_lit_winnie_the_pooh	1459	5	Winnie-the-Pooh	""	A. A. Milne	1926	1926	1919_1929_ce	cross_regional_or_unknown	children_young_adult	textual_humanities	literature	childrens_literature	text	story_collection	major	coverage	wave_029_literature_genre_childrens_contemporary_scale	scale5_lit_winnie_the_pooh	manual_only	needs_sources	planned	true		winnie pooh	milne	children_ya	true
candidate:southasia_lit_angarey	1511	6	Angarey	""	Sajjad Zaheer, Rashid Jahan, Ahmed Ali, and Mahmuduzzafar	1932	1932	1930_1939_ce	south_asia	fiction_narrative_prose	textual_humanities	literature	urdu_literature	text	short_story_collection	major	coverage	wave_034_literature_south_asia_scale	southasia_lit_angarey	manual_only	needs_sources	planned	true		angarey	sajjad zaheer rashid jahan ahmed ali and mahmuduzzafar	""	true
candidate:genre_lit_conan	1519	6	The Coming of Conan the Cimmerian	""	Robert E. Howard	1932-1936 stories	1932	1930_1939_ce	cross_regional_or_unknown	speculative_genre	textual_humanities	literature	fantasy_literature	text	story_collection	contextual	coverage	wave_042_literature_genre_childrens_speculative_final_balance	genre_lit_conan	manual_only	needs_sources	planned	true		coming of conan cimmerian	robert e howard	genre_fiction	true
candidate:indig_lit_coyote_stories_mourning_dove	1524	6	Coyote Stories	""	Mourning Dove	1933	1933	1930_1939_ce	americas	fiction_narrative_prose	textual_humanities	literature	native_american_literature	text	story_collection	major	coverage	wave_038_literature_indigenous_oceania_oral_scale	indig_lit_coyote_stories_mourning_dove	manual_only	needs_sources	planned	true		coyote stories	mourning dove	""	true
candidate:euro_under_lit_seven_gothic	1538	6	Seven Gothic Tales	""	Karen Blixen	1934	1934	1930_1939_ce	europe	fiction_narrative_prose	textual_humanities	literature	danish_literature	text	story_collection	major	coverage	wave_040_literature_europe_undercovered_language_scale	euro_under_lit_seven_gothic	manual_only	needs_sources	planned	true		seven gothic tales	karen blixen	genre_fiction	true
candidate:scale4_lit_magana_jari_ce	1582	6	Magana Jari Ce	""	Abubakar Imam	1937-1949	1937	1930_1939_ce	africa	fiction_narrative_prose	textual_humanities	literature	west_african_literature	text	story_collection	major	coverage	wave_028_literature_undercovered_language_traditions	scale4_lit_magana_jari_ce	manual_only	needs_sources	planned	true		magana jari ce	abubakar imam	""	true
candidate:euro_under_lit_sanatorium_hourglass	1584	6	Sanatorium Under the Sign of the Hourglass	""	Bruno Schulz	1937	1937	1930_1939_ce	europe	fiction_narrative_prose	textual_humanities	literature	polish_literature	text	short_story_collection	major	coverage	wave_040_literature_europe_undercovered_language_scale	euro_under_lit_sanatorium_hourglass	manual_only	needs_sources	planned	true		sanatorium under sign of hourglass	bruno schulz	""	true
candidate:global_lit_prison_notebooks_poems	1635	6	Poems from Prison	""	Ho Chi Minh	1942-1943	1942	1939_1945_ce	cross_regional_or_unknown	poetry	textual_humanities	literature	prison_writing	text	poetry_collection	major	coverage	wave_021_global_literature_americas_oceania_modern_spine	global_lit_prison_notebooks_poems	manual_only	needs_sources	planned	true		poems from prison	ho chi minh	""	true
candidate:euro_under_lit_winters_tales	1639	6	Winter's Tales	""	Karen Blixen	1942	1942	1939_1945_ce	europe	fiction_narrative_prose	textual_humanities	literature	danish_literature	text	story_collection	major	coverage	wave_040_literature_europe_undercovered_language_scale	euro_under_lit_winters_tales	manual_only	needs_sources	planned	true		winters tales	karen blixen	""	true
candidate:completion_lit_love_fallen_city	1642	6	Love in a Fallen City	""	Eileen Chang	1943	1943	1939_1945_ce	cross_regional_or_unknown	fiction_narrative_prose	textual_humanities	literature	contemporary_world_literature	text	short_story_collection	major	coverage	wave_023_literature_modern_global_completion_spine	completion_lit_love_fallen_city	manual_only	needs_sources	planned	true		love in fallen city	eileen chang	""	true
candidate:southasia_lit_malgudi_days	1644	6	Malgudi Days	""	R. K. Narayan	1943	1943	1939_1945_ce	south_asia	fiction_narrative_prose	textual_humanities	literature	south_asian_literature	text	short_story_collection	major	coverage	wave_034_literature_south_asia_scale	southasia_lit_malgudi_days	manual_only	needs_sources	planned	true		malgudi days	r k narayan	""	true
candidate:global_lit_this_way_for_gas	1680	6	This Way for the Gas, Ladies and Gentlemen	This Way for the Gas | Ladies and Gentlemen	Tadeusz Borowski	1946	1946	1946_1959_ce	cross_regional_or_unknown	fiction_narrative_prose	textual_humanities	literature	prison_writing	text	short_story_collection	major	coverage	wave_021_global_literature_americas_oceania_modern_spine	global_lit_this_way_for_gas	manual_only	needs_sources	planned	true		this way for gas ladies and gentlemen	tadeusz borowski	""	true
candidate:bloom_borges_aleph	1707	6	The Aleph and Other Stories	The Aleph | The Zahir | The Writing of the God | The Immortal	Jorge Luis Borges	1949	1949	1946_1959_ce	americas	fiction_narrative_prose	textual_humanities	literature	latin_american_literature	text	short_story_collection	core	spine	wave_019_bloom_western_literature_spine	bloom_borges_aleph	manual_only	needs_sources	planned	true		aleph and other stories	jorge luis borges	""	true
candidate:scale5_lit_lottery_stories	1716	6	The Lottery and Other Stories	The Lottery	Shirley Jackson	1949	1949	1946_1959_ce	americas	fiction_narrative_prose	textual_humanities	literature	american_literature	text	short_story_collection	major	coverage	wave_029_literature_genre_childrens_contemporary_scale	scale5_lit_lottery_stories	manual_only	needs_sources	planned	true		lottery and other stories	shirley jackson	""	true
candidate:completion_lit_pessoa_selected_poems	1720	6	Selected Poems	""	Fernando Pessoa	20th century	1950	1946_1959_ce	europe	poetry	textual_humanities	literature	portuguese_literature	text	poetry_selection	core	spine	wave_022_literature_europe_completion_spine	completion_lit_pessoa_selected_poems	manual_only	needs_sources	planned	true		selected poems	fernando pessoa	""	true
candidate:bloom_yeats_poems	1721	6	Selected Poems	The Second Coming | Sailing to Byzantium | Easter 1916 | Leda and the Swan	W. B. Yeats	late 19th-20th century	1950	1946_1959_ce	europe	poetry	textual_humanities	literature	british_literature	text	poetry_selection	core	spine	wave_019_bloom_western_literature_spine	bloom_yeats_poems	manual_only	needs_sources	planned	true		selected poems	w b yeats	""	true
candidate:bloom_kafka_stories	1722	6	Stories	The Judgment | A Hunger Artist | A Country Doctor	Franz Kafka	early 20th century	1950	1946_1959_ce	europe	fiction_narrative_prose	textual_humanities	literature	german_literature	text	short_story_collection	core	spine	wave_019_bloom_western_literature_spine	bloom_kafka_stories	manual_only	needs_sources	planned	true		stories	franz kafka	""	true
candidate:euro_under_lit_cavafy_poems	1725	6	Collected Poems	""	C. P. Cavafy	20th century	1950	1946_1959_ce	europe	poetry	textual_humanities	literature	modern_greek_literature	text	poetry_collection	major	coverage	wave_040_literature_europe_undercovered_language_scale	euro_under_lit_cavafy_poems	manual_only	needs_sources	planned	true		collected poems	c p cavafy	""	true
candidate:bloom_oconnor_complete_stories	1726	6	Complete Stories	A Good Man Is Hard to Find | Good Country People | Everything That Rises Must Converge	Flannery O'Connor	20th century	1950	1946_1959_ce	americas	fiction_narrative_prose	textual_humanities	literature	american_literature	text	short_story_collection	major	coverage	wave_019_bloom_western_literature_spine	bloom_oconnor_complete_stories	manual_only	needs_sources	planned	true		complete stories	flannery oconnor	""	true
candidate:completion_lit_gimpel_fool	1728	6	Gimpel the Fool and Other Stories	""	Isaac Bashevis Singer	20th century	1950	1946_1959_ce	cross_regional_or_unknown	fiction_narrative_prose	textual_humanities	literature	central_european_literature	text	short_story_collection	major	coverage	wave_022_literature_europe_completion_spine	completion_lit_gimpel_fool	manual_only	needs_sources	planned	true		gimpel fool and other stories	isaac bashevis singer	""	true
candidate:bloom_mandelstam_poems	1732	6	Poems	""	Osip Mandelstam	20th century	1950	1946_1959_ce	europe	poetry	textual_humanities	literature	russian_literature	text	poetry_collection	major	coverage	wave_019_bloom_western_literature_spine	bloom_mandelstam_poems	manual_only	needs_sources	planned	true		poems	osip mandelstam	""	true
candidate:bloom_celan_poems	1733	6	Poems	""	Paul Celan	20th century	1950	1946_1959_ce	europe	poetry	textual_humanities	literature	german_literature	text	poetry_collection	major	coverage	wave_019_bloom_western_literature_spine	bloom_celan_poems	manual_only	needs_sources	planned	true		poems	paul celan	""	true
candidate:bloom_akhmatova_poems	1734	6	Poems	Requiem	Anna Akhmatova	20th century	1950	1946_1959_ce	europe	poetry	textual_humanities	literature	russian_literature	text	poetry_collection	major	coverage	wave_019_bloom_western_literature_spine	bloom_akhmatova_poems	manual_only	needs_sources	planned	true		poems	anna akhmatova	""	true
candidate:africa_lit_sayyid_poems	1736	6	Selected Poems	""	Sayyid Mohammed Abdullah Hassan	late 19th-early 20th century	1950	1946_1959_ce	africa	poetry	textual_humanities	literature	somali_literature	text	poetry_selection	major	coverage	wave_037_literature_africa_scale	africa_lit_sayyid_poems	manual_only	needs_sources	planned	true		selected poems	sayyid mohammed abdullah hassan	""	true
candidate:bloom_reviewed_senghor_poems	1737	6	Selected Poems	""	Leopold Sedar Senghor	20th century	1950	1946_1959_ce	africa	poetry	textual_humanities	literature	west_african_literature	text	poetry_selection	major	coverage	wave_030_literature_bloom_reviewed_priority	bloom_reviewed_senghor_poems	manual_only	needs_sources	planned	true		selected poems	leopold sedar senghor	""	true
candidate:euro_under_lit_transtromer_poems	1738	6	Selected Poems	""	Tomas Transtromer	20th century	1950	1946_1959_ce	europe	poetry	textual_humanities	literature	swedish_literature	text	poetry_selection	major	coverage	wave_040_literature_europe_undercovered_language_scale	euro_under_lit_transtromer_poems	manual_only	needs_sources	planned	true		selected poems	tomas transtromer	""	true
candidate:completion_lit_bialik_poems	1739	6	Selected Poems	""	Hayim Nahman Bialik	late 19th-early 20th century	1950	1946_1959_ce	middle_east_central_asia	poetry	textual_humanities	literature	hebrew_literature	text	poetry_selection	major	coverage	wave_022_literature_europe_completion_spine	completion_lit_bialik_poems	manual_only	needs_sources	planned	true		selected poems	hayim nahman bialik	""	true
candidate:me_lit_galaktion_poems	1740	6	Selected Poems	""	Galaktion Tabidze	20th century	1950	1946_1959_ce	middle_east_central_asia	poetry	textual_humanities	literature	georgian_literature	text	poetry_selection	major	coverage	wave_036_literature_middle_east_persian_turkic_hebrew_scale	me_lit_galaktion_poems	manual_only	needs_sources	planned	true		selected poems	galaktion tabidze	""	true
candidate:africa_lit_hadrawi_poems	1741	6	Selected Poems	""	Hadrawi	20th century	1950	1946_1959_ce	africa	poetry	textual_humanities	literature	somali_literature	text	poetry_selection	major	coverage	wave_037_literature_africa_scale	africa_lit_hadrawi_poems	manual_only	needs_sources	planned	true		selected poems	hadrawi	""	true
candidate:me_lit_cigerxwin_poems	1742	6	Selected Poems	""	Cigerxwin	20th century	1950	1946_1959_ce	middle_east_central_asia	poetry	textual_humanities	literature	kurdish_literature	text	poetry_selection	major	coverage	wave_036_literature_middle_east_persian_turkic_hebrew_scale	me_lit_cigerxwin_poems	manual_only	needs_sources	planned	true		selected poems	cigerxwin	""	true
candidate:bloom_reviewed_hayden_poems	1743	6	Selected Poems	""	Robert Hayden	20th century	1950	1946_1959_ce	americas	poetry	textual_humanities	literature	african_american_literature	text	poetry_selection	major	coverage	wave_030_literature_bloom_reviewed_priority	bloom_reviewed_hayden_poems	manual_only	needs_sources	planned	true		selected poems	robert hayden	""	true
candidate:bloom_reviewed_bishop_poems	1744	6	Selected Poems	""	Elizabeth Bishop	20th century	1950	1946_1959_ce	americas	poetry	textual_humanities	literature	american_literature	text	poetry_selection	major	coverage	wave_030_literature_bloom_reviewed_priority	bloom_reviewed_bishop_poems	manual_only	needs_sources	planned	true		selected poems	elizabeth bishop	""	true
candidate:bloom_reviewed_hughes_poems	1745	6	Selected Poems	""	Langston Hughes	20th century	1950	1946_1959_ce	americas	poetry	textual_humanities	literature	african_american_literature	text	poetry_selection	major	coverage	wave_030_literature_bloom_reviewed_priority	bloom_reviewed_hughes_poems	manual_only	needs_sources	planned	true		selected poems	langston hughes	""	true
candidate:me_lit_akhavan_poems	1746	6	Selected Poems	""	Mehdi Akhavan Sales	20th century	1950	1946_1959_ce	middle_east_central_asia	poetry	textual_humanities	literature	persian_literature	text	poetry_selection	major	coverage	wave_036_literature_middle_east_persian_turkic_hebrew_scale	me_lit_akhavan_poems	manual_only	needs_sources	planned	true		selected poems	mehdi akhavan sales	""	true
candidate:bloom_ashbery_selected_poems	1747	6	Selected Poems	""	John Ashbery	20th century	1950	1946_1959_ce	americas	poetry	textual_humanities	literature	american_literature	text	poetry_selection	major	coverage	wave_019_bloom_western_literature_spine	bloom_ashbery_selected_poems	manual_only	needs_sources	planned	true		selected poems	john ashbery	""	true
candidate:me_lit_shamlu_poems	1748	6	Selected Poems	""	Ahmad Shamlu	20th century	1950	1946_1959_ce	middle_east_central_asia	poetry	textual_humanities	literature	persian_literature	text	poetry_selection	major	coverage	wave_036_literature_middle_east_persian_turkic_hebrew_scale	me_lit_shamlu_poems	manual_only	needs_sources	planned	true		selected poems	ahmad shamlu	""	true
candidate:me_lit_nima_poems	1749	6	Selected Poems	""	Nima Yushij	20th century	1950	1946_1959_ce	middle_east_central_asia	poetry	textual_humanities	literature	persian_literature	text	poetry_selection	major	coverage	wave_036_literature_middle_east_persian_turkic_hebrew_scale	me_lit_nima_poems	manual_only	needs_sources	planned	true		selected poems	nima yushij	""	true
candidate:global_lit_gabriela_mistral_poems	1750	6	Selected Poems	""	Gabriela Mistral	20th century	1950	1946_1959_ce	americas	poetry	textual_humanities	literature	latin_american_literature	text	poetry_selection	major	coverage	wave_021_global_literature_americas_oceania_modern_spine	global_lit_gabriela_mistral_poems	manual_only	needs_sources	planned	true		selected poems	gabriela mistral	""	true
candidate:global_lit_faiz_selected_poems	1751	6	Selected Poems	""	Faiz Ahmed Faiz	20th century	1950	1946_1959_ce	south_asia	poetry	textual_humanities	literature	urdu_literature	text	poetry_selection	major	coverage	wave_020_global_literature_asia_africa_spine	global_lit_faiz_selected_poems	manual_only	needs_sources	planned	true		selected poems	faiz ahmed faiz	""	true
candidate:africa_lit_noemia_poems	1752	6	Selected Poems	""	Noemia de Sousa	20th century	1950	1946_1959_ce	africa	poetry	textual_humanities	literature	lusophone_african_literature	text	poetry_selection	major	coverage	wave_037_literature_africa_scale	africa_lit_noemia_poems	manual_only	needs_sources	planned	true		selected poems	noemia de sousa	""	true
candidate:africa_lit_craveirinha_poems	1753	6	Selected Poems	""	Jose Craveirinha	20th century	1950	1946_1959_ce	africa	poetry	textual_humanities	literature	lusophone_african_literature	text	poetry_selection	major	coverage	wave_037_literature_africa_scale	africa_lit_craveirinha_poems	manual_only	needs_sources	planned	true		selected poems	jose craveirinha	""	true
candidate:euro_under_lit_seferis_poems	1754	6	Selected Poems	""	Giorgos Seferis	20th century	1950	1946_1959_ce	europe	poetry	textual_humanities	literature	modern_greek_literature	text	poetry_selection	major	coverage	wave_040_literature_europe_undercovered_language_scale	euro_under_lit_seferis_poems	manual_only	needs_sources	planned	true		selected poems	giorgos seferis	""	true
candidate:completion_lit_selected_poems_milosz	1755	6	Selected Poems	""	Czeslaw Milosz	20th century	1950	1946_1959_ce	cross_regional_or_unknown	poetry	textual_humanities	literature	central_european_literature	text	poetry_selection	major	coverage	wave_022_literature_europe_completion_spine	completion_lit_selected_poems_milosz	manual_only	needs_sources	planned	true		selected poems	czeslaw milosz	""	true
candidate:completion_lit_szymborska_poems	1756	6	Selected Poems	""	Wislawa Szymborska	20th century	1950	1946_1959_ce	cross_regional_or_unknown	poetry	textual_humanities	literature	central_european_literature	text	poetry_selection	major	coverage	wave_022_literature_europe_completion_spine	completion_lit_szymborska_poems	manual_only	needs_sources	planned	true		selected poems	wislawa szymborska	""	true
candidate:africa_lit_dennis_brutus_poems	1757	6	Selected Poems	""	Dennis Brutus	20th century	1950	1946_1959_ce	africa	poetry	textual_humanities	literature	south_african_literature	text	poetry_selection	major	coverage	wave_037_literature_africa_scale	africa_lit_dennis_brutus_poems	manual_only	needs_sources	planned	true		selected poems	dennis brutus	""	true
candidate:africa_lit_ingrid_jonker_poems	1758	6	Selected Poems	""	Ingrid Jonker	20th century	1950	1946_1959_ce	africa	poetry	textual_humanities	literature	south_african_literature	text	poetry_selection	major	coverage	wave_037_literature_africa_scale	africa_lit_ingrid_jonker_poems	manual_only	needs_sources	planned	true		selected poems	ingrid jonker	""	true
candidate:africa_lit_serote_poems	1759	6	Selected Poems	""	Mongane Wally Serote	20th century	1950	1946_1959_ce	africa	poetry	textual_humanities	literature	south_african_literature	text	poetry_selection	major	coverage	wave_037_literature_africa_scale	africa_lit_serote_poems	manual_only	needs_sources	planned	true		selected poems	mongane wally serote	""	true
candidate:africa_lit_kgositsile_poems	1760	6	Selected Poems	""	Keorapetse Kgositsile	20th century	1950	1946_1959_ce	africa	poetry	textual_humanities	literature	south_african_literature	text	poetry_selection	major	coverage	wave_037_literature_africa_scale	africa_lit_kgositsile_poems	manual_only	needs_sources	planned	true		selected poems	keorapetse kgositsile	""	true
candidate:euro_under_lit_selected_poems_waldo	1761	6	Selected Poems	""	Waldo Williams	20th century	1950	1946_1959_ce	europe	poetry	textual_humanities	literature	welsh_literature	text	poetry_selection	major	coverage	wave_040_literature_europe_undercovered_language_scale	euro_under_lit_selected_poems_waldo	manual_only	needs_sources	planned	true		selected poems	waldo williams	""	true
candidate:completion_lit_selected_poems_rainis	1762	6	Selected Poems	""	Rainis	late 19th-early 20th century	1950	1946_1959_ce	europe	poetry	textual_humanities	literature	baltic_literature	text	poetry_selection	major	coverage	wave_022_literature_europe_completion_spine	completion_lit_selected_poems_rainis	manual_only	needs_sources	planned	true		selected poems	rainis	""	true
candidate:africa_lit_david_diop_poems	1763	6	Selected Poems	""	David Diop	20th century	1950	1946_1959_ce	africa	poetry	textual_humanities	literature	west_african_literature	text	poetry_selection	major	coverage	wave_037_literature_africa_scale	africa_lit_david_diop_poems	manual_only	needs_sources	planned	true		selected poems	david diop	""	true
candidate:euro_under_lit_selected_poems_sorley	1764	6	Selected Poems	""	Sorley MacLean	20th century	1950	1946_1959_ce	europe	poetry	textual_humanities	literature	scottish_literature	text	poetry_selection	major	coverage	wave_040_literature_europe_undercovered_language_scale	euro_under_lit_selected_poems_sorley	manual_only	needs_sources	planned	true		selected poems	sorley maclean	""	true
candidate:euro_under_lit_sutzkever_poems	1765	6	Selected Poems	""	Avrom Sutzkever	20th century	1950	1946_1959_ce	cross_regional_or_unknown	poetry	textual_humanities	literature	yiddish_literature	text	poetry_selection	major	coverage	wave_040_literature_europe_undercovered_language_scale	euro_under_lit_sutzkever_poems	manual_only	needs_sources	planned	true		selected poems	avrom sutzkever	""	true
candidate:global_lit_nazim_hikmet_poems	1766	6	Selected Poems	""	Nazim Hikmet	20th century	1950	1946_1959_ce	middle_east_central_asia	poetry	textual_humanities	literature	turkic_literature	text	poetry_selection	major	coverage	wave_020_global_literature_asia_africa_spine	global_lit_nazim_hikmet_poems	manual_only	needs_sources	planned	true		selected poems	nazim hikmet	""	true
candidate:scale_lit_tsvetaeva_selected	1767	6	Selected Poems	""	Marina Tsvetaeva	20th century	1950	1946_1959_ce	europe	poetry	textual_humanities	literature	russian_literature	text	poetry_selection	major	coverage	wave_024_literature_bloom_priority_completion	scale_lit_tsvetaeva_selected	manual_only	needs_sources	planned	true		selected poems	marina tsvetaeva	""	true
candidate:bloom_reviewed_heaney_poems	1768	6	Selected Poems	""	Seamus Heaney	20th century	1950	1946_1959_ce	europe	poetry	textual_humanities	literature	british_literature	text	poetry_selection	major	coverage	wave_030_literature_bloom_reviewed_priority	bloom_reviewed_heaney_poems	manual_only	needs_sources	planned	true		selected poems	seamus heaney	""	true
candidate:bloom_darwish_selected_poems	1769	6	Selected Poems	""	Mahmoud Darwish	20th century	1950	1946_1959_ce	middle_east_central_asia	poetry	textual_humanities	literature	arabic_literature	text	poetry_selection	major	coverage	wave_019_bloom_western_literature_spine	bloom_darwish_selected_poems	manual_only	needs_sources	planned	true		selected poems	mahmoud darwish	""	true
candidate:me_lit_siamanto_poems	1770	6	Selected Poems	""	Siamanto	early 20th century	1950	1946_1959_ce	middle_east_central_asia	poetry	textual_humanities	literature	armenian_literature	text	poetry_selection	major	coverage	wave_036_literature_middle_east_persian_turkic_hebrew_scale	me_lit_siamanto_poems	manual_only	needs_sources	planned	true		selected poems	siamanto	""	true
candidate:me_lit_varoujan_poems	1771	6	Selected Poems	""	Daniel Varoujan	early 20th century	1950	1946_1959_ce	middle_east_central_asia	poetry	textual_humanities	literature	armenian_literature	text	poetry_selection	major	coverage	wave_036_literature_middle_east_persian_turkic_hebrew_scale	me_lit_varoujan_poems	manual_only	needs_sources	planned	true		selected poems	daniel varoujan	""	true
candidate:latcarib_lit_drummond_poems	1772	6	Selected Poems	""	Carlos Drummond de Andrade	20th century	1950	1946_1959_ce	americas	poetry	textual_humanities	literature	brazilian_literature	text	poetry_selection	major	coverage	wave_039_literature_latin_america_caribbean_scale	latcarib_lit_drummond_poems	manual_only	needs_sources	planned	true		selected poems	carlos drummond de andrade	""	true
candidate:completion_lit_peretz_stories	1773	6	Selected Stories	""	I. L. Peretz	late 19th-early 20th century	1950	1946_1959_ce	cross_regional_or_unknown	fiction_narrative_prose	textual_humanities	literature	central_european_literature	text	short_story_selection	major	coverage	wave_022_literature_europe_completion_spine	completion_lit_peretz_stories	manual_only	needs_sources	planned	true		selected stories	i l peretz	""	true
candidate:global_lit_manto_selected_stories	1774	6	Selected Stories	""	Saadat Hasan Manto	20th century	1950	1946_1959_ce	south_asia	fiction_narrative_prose	textual_humanities	literature	urdu_literature	text	short_story_collection	major	coverage	wave_020_global_literature_asia_africa_spine	global_lit_manto_selected_stories	manual_only	needs_sources	planned	true		selected stories	saadat hasan manto	""	true
candidate:latcarib_lit_silvina_ocampo_stories	1775	6	Selected Stories	""	Silvina Ocampo	20th century	1950	1946_1959_ce	americas	fiction_narrative_prose	textual_humanities	literature	latin_american_literature	text	short_story_selection	major	coverage	wave_039_literature_latin_america_caribbean_scale	latcarib_lit_silvina_ocampo_stories	manual_only	needs_sources	planned	true		selected stories	silvina ocampo	""	true
candidate:bloom_reviewed_welty_stories	1776	6	Selected Stories	""	Eudora Welty	20th century	1950	1946_1959_ce	americas	fiction_narrative_prose	textual_humanities	literature	american_literature	text	short_story_selection	major	coverage	wave_030_literature_bloom_reviewed_priority	bloom_reviewed_welty_stories	manual_only	needs_sources	planned	true		selected stories	eudora welty	""	true
candidate:southasia_lit_pudhumaipithan_stories	1777	6	Selected Stories	""	Pudhumaipithan	20th century	1950	1946_1959_ce	south_asia	fiction_narrative_prose	textual_humanities	literature	tamil_literature	text	short_story_selection	major	coverage	wave_034_literature_south_asia_scale	southasia_lit_pudhumaipithan_stories	manual_only	needs_sources	planned	true		selected stories	pudhumaipithan	""	true
candidate:latcarib_lit_felisberto_stories	1778	6	Selected Stories	""	Felisberto Hernandez	20th century	1950	1946_1959_ce	americas	fiction_narrative_prose	textual_humanities	literature	latin_american_literature	text	short_story_selection	major	coverage	wave_039_literature_latin_america_caribbean_scale	latcarib_lit_felisberto_stories	manual_only	needs_sources	planned	true		selected stories	felisberto hernandez	""	true
candidate:bloom_reviewed_cortazar_stories	1779	6	Selected Stories	""	Julio Cortazar	20th century	1950	1946_1959_ce	americas	fiction_narrative_prose	textual_humanities	literature	latin_american_literature	text	short_story_selection	major	coverage	wave_030_literature_bloom_reviewed_priority	bloom_reviewed_cortazar_stories	manual_only	needs_sources	planned	true		selected stories	julio cortazar	""	true
candidate:global_lit_burning_plain	1816	7	The Burning Plain	""	Juan Rulfo	1953	1953	1946_1959_ce	americas	fiction_narrative_prose	textual_humanities	literature	latin_american_literature	text	short_story_collection	major	coverage	wave_021_global_literature_americas_oceania_modern_spine	global_lit_burning_plain	manual_only	needs_sources	planned	true		burning plain	juan rulfo	""	true
